CIA - The World Factbook --  Contraceptive prevalence rate   

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Norway | 88.40 | 2005 |
| 2 | Portugal | 86.80 | 2005/06 |
| 3 | Czech Republic | 86.30 | 2008 |
| 4 | China | 84.60 | 2006 |
| 5 | Puerto Rico | 84.10 | 2002 |
| 6 | United Kingdom | 84.00 | 2008/09 |
| 7 | Costa Rica | 82.20 | 2010 |
| 8 | Brazil | 80.30 | 2006 |
| 9 | Korea, South | 80.00 | 2009 |
| 10 | Thailand | 79.60 | 2009 |
| 11 | Russia | 79.50 | 2007 |
| 12 | Hong Kong | 79.50 | 2007 |
| 13 | Paraguay | 79.40 | 2008 |
| 14 | Colombia | 79.10 | 2010 |
| 15 | Argentina | 78.90 | 2004/05 |
| 16 | Virgin Islands | 78.40 | 2002 |
| 17 | Vietnam | 77.80 | 2010/11 |
| 18 | Uruguay | 77.00 | 2004 |
| 19 | France | 76.40 | 2008 |
| 20 | United States | 76.40 | 2010 |
| 21 | Greece | 76.20 | 2001 |
| 22 | Mauritius | 75.80 | 2002 |
| 23 | Cuba | 74.30 | 2011 |
| 24 | Canada | 74.00 | 2002 |
| 25 | Iran | 73.30 | 2002 |
| 26 | Turkey | 73.00 | 2008 |
| 27 | Dominican Republic | 72.90 | 2007 |
| 28 | Ecuador | 72.70 | 2004 |
| 29 | Belarus | 72.60 | 2005 |
| 30 | El Salvador | 72.50 | 2008 |
| 31 | Nicaragua | 72.40 | 2006/07 |
| 32 | Australia | 72.30 | 2005 |
| 33 | Mexico | 70.90 | 2006 |
| 34 | Belgium | 70.40 | 2010 |
| 35 | Romania | 69.80 | 2005 |
| 36 | Austria | 69.60 | 2009 |
| 37 | Albania | 69.30 | 2008/09 |
| 38 | Bulgaria | 69.20 | 2007 |
| 39 | Netherlands | 69.00 | 2008 |
| 40 | Jamaica | 69.00 | 2002/03 |
| 41 | Peru | 68.90 | 2011 |
| 42 | Korea, North | 68.60 | 2002 |
| 43 | Sri Lanka | 68.00 | 2006/07 |
| 44 | Latvia | 67.80 | 1995 |
| 45 | Moldova | 67.80 | 2005 |
| 46 | Morocco | 67.40 | 2011 |
| 47 | Ukraine | 66.70 | 2007 |
| 48 | Guam | 66.60 | 2002 |
| 49 | Germany | 66.20 | 2005 |
| 50 | Spain | 65.70 | 2006 |
| 51 | Bhutan | 65.60 | 2010 |
| 52 | Swaziland | 65.20 | 2010 |
| 53 | Honduras | 65.20 | 2005/06 |
| 54 | Uzbekistan | 64.90 | 2006 |
| 55 | Ireland | 64.80 | 2004/05 |
| 56 | Chile | 64.20 | 2006 |
| 57 | Estonia | 63.40 | 2005 |
