CIA - The World Factbook --  GDP - composition by sector   

This entry gives the percentage contribution of agriculture, industry, and services to total GDP. The distribution will total less than 100 percent if the data are incomplete.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Gibraltar | 100.00 | 2008 |
| 2 | Macau | 97.10 | 2009 est. |
| 3 | Jersey | 97.00 | 2005 |
| 4 | Cayman Islands | 95.40 | 1994 est. |
| 5 | Monaco | 95.10 | 2005 |
| 6 | Falkland Islands (Islas Malvinas) | 95.00 | 1996 |
| 7 | Equatorial Guinea | 93.90 | 2010 est. |
| 8 | Hong Kong | 92.30 | 2010 est. |
| 9 | Bermuda | 89.00 | 2002 est. |
| 10 | British Virgin Islands | 88.30 | 1996 est. |
| 11 | Guernsey | 87.00 | 2000 |
| 12 | Isle of Man | 86.00 | 2000 est. |
| 13 | Luxembourg | 86.00 | 2007 est. |
| 14 | Bahamas, The | 84.10 | 2001 est. |
| 15 | Curacao | 84.00 | 2000 est. |
| 16 | Saint Martin | 84.00 | 2000 |
| 17 | Djibouti | 81.90 | 2006 |
| 18 | Palau | 81.80 | 2003 |
| 19 | Sint Maarten | 81.30 | 2008 est. |
| 20 | West Bank | 81.00 | 2008 est. |
| 21 | Malta | 80.90 | 2007 est. |
| 22 | Saint Lucia | 80.00 | 2005 est. |
| 23 | Virgin Islands | 80.00 | 2003 est. |
| 24 | Cyprus | 79.30 | 2010 est. |
| 25 | France | 79.00 | 2010 est. |
| 26 | Lebanon | 79.00 | 2010 est. |
| 27 | Qatar | 78.80 | 2010 est. |
| 28 | Greece | 78.50 | 2010 est. |
| 29 | Anguilla | 78.00 | 2002 est. |
| 30 | Barbados | 78.00 | 2000 est. |
| 31 | Fiji | 77.60 | 2004 est. |
| 32 | Panama | 77.60 | 2010 est. |
| 33 | Maldives | 77.50 | 2009 est. |
| 34 | Belgium | 77.20 | 2010 est. |
| 35 | United Kingdom | 77.10 | 2010 est. |
| 36 | Liberia | 76.90 | 2002 est. |
| 37 | United States | 76.70 | 2010 est. |
| 38 | Grenada | 76.60 | 2003 |
| 39 | New Caledonia | 76.20 | 2003 |
| 40 | Denmark | 76.10 | 2010 est. |
| 41 | French Polynesia | 76.10 | 2005 |
| 42 | Japan | 75.70 | 2010 est. |
| 43 | Montserrat | 75.70 | 1999 est. |
| 44 | Cook Islands | 75.30 | 2004 |
| 45 | Samoa | 75.30 | 2004 est. |
| 46 | Latvia | 75.20 | 2010 est. |
| 47 | Cape Verde | 74.80 | 2010 est. |
| 48 | Portugal | 74.50 | 2010 est. |
| 49 | Antigua and Barbuda | 74.30 | 2002 est. |
| 50 | Brunei | 74.10 | 2008 est. |
| 51 | Italy | 73.30 | 2010 est. |
| 52 | Cuba | 72.90 | 2010 est. |
| 53 | European Union | 72.90 | 2010 est. |
| 54 | Singapore | 72.80 | 2010 est. |
| 55 | Netherlands | 72.40 | 2010 est. |
| 56 | Sweden | 72.20 | 2010 est. |
| 57 | Spain | 71.60 | 2010 est. |
| 58 | New Zealand | 71.40 | 2010 est. |
| 59 | Canada | 71.30 | 2009 est. |
| 60 | Germany | 71.30 | 2010 est. |
| 61 | Australia | 71.20 | 2010 est. |
| 62 | Switzerland | 71.20 | 2010 est. |
| 63 | Costa Rica | 70.80 | 2010 est. |
| 64 | Saint Kitts and Nevis | 70.70 | 2001 |
| 65 | Mauritius | 70.50 | 2010 est. |
| 66 | Iceland | 69.90 | 2010 est. |
| 67 | Austria | 69.10 | 2010 est. |
| 68 | Estonia | 68.80 | 2010 est. |
| 69 | Finland | 68.20 | 2010 est. |
| 70 | Lithuania | 68.20 | 2010 est. |
| 71 | Uruguay | 67.90 | 2010 est. |
| 72 | Eritrea | 67.70 | 2010 est. |
| 73 | Brazil | 67.50 | 2010 est. |
| 74 | Dominican Republic | 67.50 | 2010 est. |
| 75 | Taiwan | 67.50 | 2010 est. |
| 76 | Kiribati | 66.80 | 2004 |
| 77 | Slovenia | 66.60 | 2010 est. |
| 78 | Aruba | 66.30 | 2002 est. |
| 79 | Jordan | 66.20 | 2010 est. |
| 80 | Seychelles | 66.20 | 2009 est. |
| 81 | Croatia | 66.00 | 2010 est. |
| 82 | Angola | 65.80 | 2008 est. |
| 83 | South Africa | 65.80 | 2010 est. |
| 84 | Turkey | 65.50 | 2010 est. |
| 85 | Israel | 65.00 | 2010 est. |
| 86 | Somalia | 65.00 | 2005 est. |
| 87 | Bulgaria | 64.90 | 2009 est. |
| 88 | Suriname | 64.80 | 2005 est. |
| 89 | Jamaica | 64.60 | 2010 est. |
| 90 | Kosovo | 64.50 | 2010 est. |
| 91 | Serbia | 64.50 | 2010 est. |
| 92 | Bosnia and Herzegovina | 64.30 | 2010 est. |
| 93 | Saint Vincent and the Grenadines | 64.00 | 2001 est. |
| 94 | Libya | 63.80 | 2010 est. |
| 95 | Congo, Republic of the | 63.70 | 2010 est. |
| 96 | Moldova | 63.60 | 2010 est. |
| 97 | Senegal | 63.60 | 2010 est. |
| 98 | Greenland | 63.20 | 2007 est. |
| 99 | Iraq | 63.00 | 2010 est. |
| 100 | Poland | 63.00 | 2010 est. |
| 101 | Gabon | 62.70 | 2010 est. |
| 102 | Mexico | 62.50 | 2010 est. |
| 103 | Sao Tome and Principe | 62.40 | 2010 est. |
| 104 | Guatemala | 62.30 | 2010 est. |
| 105 | Georgia | 62.00 | 2010 est. |
| 106 | Russia | 62.00 | 2010 est. |
| 107 | Vanuatu | 62.00 | 2000 est. |
| 108 | Kenya | 62.00 | 2010 est. |
| 109 | Guinea-Bissau | 62.00 | 1999 est. |
| 110 | Saudi Arabia | 61.90 | 2010 est. |
| 111 | Slovakia | 61.80 | 2010 est. |
| 112 | Algeria | 61.50 | 2010 est. |
| 113 | Hungary | 61.50 | 2010 est. |
| 114 | Azerbaijan | 61.40 | 2010 est. |
| 115 | Venezuela | 61.10 | 2010 est. |
| 116 | Honduras | 60.80 | 2010 est. |
| 117 | Ecuador | 60.30 | 2010 est. |
| 118 | Paraguay | 60.10 | 2010 est. |
| 119 | El Salvador | 59.90 | 2010 est. |
| 120 | Argentina | 59.80 | 2010 est. |
| 121 | Turkmenistan | 59.80 | 2010 est. |
| 122 | Czech Republic | 59.50 | 2010 est. |
| 123 | Trinidad and Tobago | 59.40 | 2010 est. |
| 124 | Albania | 59.30 | 2010 est. |
| 125 | Macedonia | 58.30 | 2010 est. |
| 126 | Lesotho | 58.20 | 2010 est. |
| 127 | Namibia | 58.20 | 2010 est. |
| 128 | Tajikistan | 58.10 | 2010 est. |
| 129 | Ukraine | 57.90 | 2010 est. |
| 130 | Norway | 57.80 | 2010 est. |
| 131 | Korea, South | 57.60 | 2008 est. |
| 132 | Sri Lanka | 57.60 | 2010 est. |
| 133 | Haiti | 57.00 | 2009 est. |
| 134 | Tonga | 57.00 | FY05/06 est. |
| 135 | Madagascar | 56.80 | 2010 est. |
| 136 | Bahrain | 56.60 | 2010 est. |
| 137 | Zimbabwe | 56.50 | 2010 est. |
| 138 | Tuvalu | 56.20 | 2002 |
| 139 | Comoros | 56.00 | 2001 est. |
| 140 | Nicaragua | 56.00 | 2010 est. |
| 141 | Micronesia, Federated States of | 55.90 | 2004 est. |
| 142 | Syria | 55.60 | 2010 est. |
| 143 | India | 55.30 | 2010 est. |
| 144 | Central African Republic | 55.00 | 2001 est. |
| 145 | Timor-Leste | 55.00 | 2005 |
| 146 | Faroe Islands | 55.00 | 2007 est. |
| 147 | Tunisia | 54.80 | 2010 est. |
| 148 | Pakistan | 54.60 | 2010 est. |
| 149 | Philippines | 54.60 | 2010 est. |
| 150 | Belize | 54.10 | 2008 est. |
| 151 | Liechtenstein | 54.00 | 2007 |
| 152 | Puerto Rico | 54.00 | 2005 est. |
| 153 | Chile | 53.90 | 2009 est. |
| 154 | Gambia, The | 53.60 | 2010 est. |
| 155 | Marshall Islands | 53.40 | 2004 est. |
| 156 | San Marino | 53.40 | 2007 |
| 157 | Yemen | 53.00 | 2010 est. |
| 158 | Bangladesh | 52.90 | 2010 est. |
| 159 | Colombia | 52.70 | 2010 est. |
| 160 | Peru | 52.60 | 2010 est. |
| 161 | Benin | 52.30 | 2007 est. |
| 162 | Nepal | 52.00 | FY09 est. |
| 163 | Botswana | 51.90 | 2009 est. |
| 164 | Uganda | 51.90 | 2010 est. |
| 165 | Kuwait | 51.60 | 2010 est. |
| 166 | United Arab Emirates | 51.50 | 2010 est. |
| 167 | Morocco | 51.40 | 2010 est. |
| 168 | Kazakhstan | 51.20 | 2009 est. |
| 169 | Romania | 51.20 | 2010 est. |
| 170 | Bolivia | 51.00 | 2010 est. |
| 171 | Guyana | 51.00 | 2010 est. |
| 172 | Cote d'Ivoire | 50.60 | 2010 est. |
| 173 | Chad | 50.50 | 2010 est. |
| 174 | Kyrgyzstan | 50.40 | 2010 est. |
| 175 | Oman | 50.30 | 2010 est. |
| 176 | Dominica | 49.50 | 2004 est. |
| 177 | Niue | 49.50 | 2003 |
| 178 | Swaziland | 49.40 | 2010 est. |
| 179 | Malaysia | 49.30 | 2010 est. |
| 180 | Mongolia | 49.30 | 2009 est. |
| 181 | Burkina Faso | 49.20 | 2009 est. |
| 182 | Cameroon | 49.10 | 2010 est. |
| 183 | Ireland | 49.00 | 2002 est. |
| 184 | Sierra Leone | 49.00 | 2005 est. |
| 185 | Egypt | 48.60 | 2010 est. |
| 186 | Oman | 48.20 | 2010 est. |
| 187 | Belarus | 48.10 | 2010 est. |
| 188 | Kuwait | 48.10 | 2010 est. |
| 189 | United Arab Emirates | 47.60 | 2010 est. |
| 190 | Togo | 47.40 | 2009 est. |
| 191 | Burundi | 47.00 | 2010 est. |
| 192 | Solomon Islands | 47.00 | 2005 est. |
| 193 | Korea, North | 46.90 | 2002 est. |
| 194 | China | 46.80 | 2010 est. |
| 195 | Indonesia | 46.80 | 2010 est. |
| 196 | Mauritania | 46.70 | 2008 est. |
| 197 | Armenia | 46.60 | 2010 est. |
| 198 | Zambia | 46.60 | 2010 est. |
| 199 | San Marino | 46.50 | 2007 |
| 200 | Uzbekistan | 46.40 | 2010 est. |
| 201 | Ireland | 46.00 | 2002 est. |
| 202 | Iran | 45.90 | 2010 est. |
| 203 | Botswana | 45.80 | 2009 est. |
| 204 | Guinea | 45.70 | 2010 est. |
| 205 | Thailand | 45.60 | 2010 est. |
| 206 | Mozambique | 45.20 | 2010 est. |
| 207 | Bhutan | 45.00 | 2006 |
| 208 | Mali | 45.00 | 2001 est. |
| 209 | Puerto Rico | 45.00 | 2005 est. |
| 210 | Malawi | 44.90 | 2010 est. |
| 211 | Niger | 44.00 | 2001 |
| 212 | Thailand | 44.00 | 2010 est. |
| 213 | China | 43.60 | 2010 est. |
| 214 | Rwanda | 43.60 | 2010 est. |
| 215 | Ethiopia | 43.40 | 2010 est. |
| 216 | Burma | 43.20 | 2010 est. |
| 217 | Iran | 43.10 | 2010 est. |
| 218 | Afghanistan | 43.00 | 2008 est. |
| 219 | Bahrain | 42.90 | 2010 est. |
| 220 | Belarus | 42.90 | 2010 est. |
| 221 | Ethiopia | 42.90 | 2010 est. |
| 222 | Kazakhstan | 42.80 | 2009 est. |
| 223 | Chad | 42.50 | 2010 est. |
| 224 | Rwanda | 42.10 | 2010 est. |
| 225 | Solomon Islands | 42.00 | 2005 est. |
| 226 | Swaziland | 42.00 | 2010 est. |
| 227 | Ghana | 41.60 | 2010 est. |
| 228 | Malaysia | 41.60 | 2010 est. |
| 229 | Tanzania | 41.60 | 2010 est. |
| 230 | Cambodia | 41.00 | 2007 est. |
| 231 | Mauritania | 40.70 | 2008 est. |
| 232 | Chile | 40.50 | 2009 est. |
| 233 | Vietnam | 40.20 | 2010 est. |
| 234 | Norway | 40.10 | 2010 est. |
| 235 | Trinidad and Tobago | 40.10 | 2010 est. |
| 236 | Comoros | 40.00 | 2001 est. |
| 237 | Western Sahara | 40.00 | 2007 est. |
| 238 | Korea, South | 39.40 | 2008 est. |
| 239 | Vietnam | 39.20 | 2010 est. |
| 240 | Liechtenstein | 39.00 | 2007 |
| 241 | Niger | 39.00 | 2001 |
| 242 | Sudan | 38.90 | 2010 est. |
| 243 | Yemen | 38.80 | 2010 est. |
| 244 | Laos | 38.50 | 2010 est. |
| 245 | Tanzania | 38.40 | 2010 est. |
| 246 | Czech Republic | 38.30 | 2010 est. |
| 247 | Indonesia | 38.30 | 2010 est. |
| 248 | Bolivia | 38.00 | 2010 est. |
| 249 | Colombia | 38.00 | 2010 est. |
| 250 | Mali | 38.00 | 2001 est. |
| 251 | Egypt | 37.90 | 2010 est. |
| 252 | Bhutan | 37.40 | 2006 |
| 253 | Congo, Democratic Republic of the | 37.40 | 2008 est. |
| 254 | Burma | 36.80 | 2010 est. |
| 255 | Congo, Democratic Republic of the | 36.60 | 2008 est. |
| 256 | Romania | 36.00 | 2010 est. |
