CIA - The World Factbook --  Inflation rate (consumer prices)   

This entry furnishes the annual percent change in consumer prices compared with the previous year's consumer prices.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Qatar | -2.40 | 2010 est. |
| 2 | Seychelles | -2.40 | 2010 est. |
| 3 | Chad | -2.00 | 2010 est. |
| 4 | Faroe Islands | -1.10 | 2009 |
| 5 | Latvia | -1.10 | 2010 est. |
| 6 | Ireland | -0.90 | 2010 est. |
| 7 | Burkina Faso | -0.80 | 2010 est. |
| 8 | Northern Mariana Islands | -0.80 | 2000 |
| 9 | Japan | -0.70 | 2010 est. |
| 10 | Kiribati | 0.20 | 2007 est. |
| 11 | Cayman Islands | 0.30 | 2010 est. |
| 12 | Brunei | 0.40 | 2010 est. |
| 13 | Saint Kitts and Nevis | 0.50 | 2010 est. |
| 14 | Montserrat | 0.60 | 2010 est. |
| 15 | Switzerland | 0.70 | 2010 est. |
| 16 | Liechtenstein | 0.70 | 2010 |
| 17 | Sint Maarten | 0.70 | 2009 est. |
| 18 | Niger | 0.80 | 2010 est. |
| 19 | Afghanistan | 0.90 | 2009 est. |
| 20 | Belize | 0.90 | 2010 est. |
| 21 | United Arab Emirates | 0.90 | 2010 est. |
| 22 | Morocco | 1.00 | 2010 est. |
| 23 | Taiwan | 1.00 | 2010 est. |
| 24 | Samoa | 1.00 | 2010 est. |
| 25 | Slovakia | 1.00 | 2010 est. |
| 26 | Anguilla | 1.10 | 2010 est. |
| 27 | French Polynesia | 1.10 | 2007 |
| 28 | Mali | 1.10 | 2010 est. |
| 29 | Germany | 1.10 | 2010 est. |
| 30 | Croatia | 1.10 | 2010 est. |
| 31 | Cote d'Ivoire | 1.10 | 2010 est. |
| 32 | Senegal | 1.20 | 2010 est. |
| 33 | El Salvador | 1.20 | 2010 est. |
| 34 | Netherlands | 1.30 | 2010 est. |
| 35 | Sweden | 1.30 | 2010 est. |
| 36 | Bahamas, The | 1.30 | 2010 est. |
| 37 | Solomon Islands | 1.30 | 2010 est. |
| 38 | Cameroon | 1.30 | 2010 est. |
| 39 | Lithuania | 1.30 | 2010 est. |
| 40 | Togo | 1.40 | 2010 est. |
| 41 | Chile | 1.40 | 2010 est. |
| 42 | Portugal | 1.40 | 2010 est. |
| 43 | Gabon | 1.50 | 2010 est. |
| 44 | Peru | 1.50 | 2010 est. |
| 45 | Malta | 1.50 | 2010 est. |
| 46 | Czech Republic | 1.50 | 2010 est. |
| 47 | Central African Republic | 1.50 | 2010 est. |
| 48 | Saint Vincent and the Grenadines | 1.50 | 2010 est. |
| 49 | Macedonia | 1.60 | 2010 est. |
| 50 | Andorra | 1.60 | 2010 |
| 51 | Italy | 1.60 | 2010 est. |
| 52 | United States | 1.60 | 2010 est. |
| 53 | Austria | 1.70 | 2010 est. |
