CIA - The World Factbook --  Inflation rate (consumer prices)   

This entry furnishes the annual percent change in consumer prices compared with the previous year's consumer prices.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | San Marino | -3.50 | 2008 |
| 2 | Seychelles | -2.20 | 2010 est. |
| 3 | Ireland | -1.50 | 2010 est. |
| 4 | Gabon | -1.30 | 2010 est. |
| 5 | Latvia | -1.20 | 2010 est. |
| 6 | Faroe Islands | -1.10 | 2009 |
| 7 | Japan | -0.90 | 2010 est. |
| 8 | Northern Mariana Islands | -0.80 | 2000 |
| 9 | Dominica | 0.10 | 2009 est. |
| 10 | Niger | 0.10 | 2007 est. |
| 11 | Kiribati | 0.20 | 2007 est. |
| 12 | Liechtenstein | 0.50 | 2009 |
| 13 | Cuba | 0.70 | 2010 est. |
| 14 | Switzerland | 0.70 | 2010 est. |
| 15 | Sint Maarten | 0.70 | 2009 est. |
| 16 | El Salvador | 0.80 | 2010 est. |
| 17 | Saint Vincent and the Grenadines | 0.80 | 2009 est. |
| 18 | Central African Republic | 0.90 | 2007 est. |
| 19 | Lithuania | 0.90 | 2010 est. |
| 20 | Germany | 1.00 | 2010 est. |
| 21 | Finland | 1.10 | 2010 est. |
| 22 | French Polynesia | 1.10 | 2007 |
| 23 | Qatar | 1.10 | 2010 est. |
| 24 | Portugal | 1.10 | 2010 est. |
| 25 | Netherlands | 1.10 | 2010 est. |
| 26 | Macau | 1.20 | December 2009 |
| 27 | Slovakia | 1.20 | 2010 est. |
| 28 | Senegal | 1.20 | 2010 est. |
| 29 | Croatia | 1.30 | 2010 est. |
| 30 | Spain | 1.30 | 2010 est. |
| 31 | Taiwan | 1.30 | 2010 est. |
| 32 | Burkina Faso | 1.40 | 2010 est. |
| 33 | Italy | 1.40 | 2010 est. |
| 34 | United States | 1.40 | 2010 est. |
| 35 | Sweden | 1.40 | 2010 est. |
| 36 | Cote d'Ivoire | 1.40 | 2010 est. |
| 37 | New Caledonia | 1.40 | 2000 est. |
| 38 | Antigua and Barbuda | 1.50 | 2007 est. |
| 39 | France | 1.50 | 2010 est. |
