CIA - The World Factbook --  Inflation rate (consumer prices)   

Inflation rate (consumer prices) compares the annual percent change in consumer prices with the previous year's consumer prices.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Northern Mariana Islands | -2.70 | 2012 est. |
| 2 | Aruba | -2.00 | 2013 est. |
| 3 | Greece | -0.80 | 2013 est. |
| 4 | Liechtenstein | -0.70 | 2012 |
| 5 | Georgia | -0.50 | 2013 est. |
| 6 | Switzerland | -0.40 | 2013 est. |
| 7 | Sweden | 0.00 | 2013 est. |
| 8 | Mali | 0.10 | 2013 est. |
| 9 | Cyprus | 0.20 | 2013 est. |
| 10 | Bosnia and Herzegovina | 0.20 | 2013 est. |
| 11 | Kiribati | 0.20 | 2007 est. |
| 12 | Latvia | 0.20 | 2013 est. |
| 13 | Japan | 0.20 | 2013 est. |
| 14 | Portugal | 0.40 | 2013 est. |
| 15 | Ireland | 0.60 | 2013 est. |
| 16 | Ukraine | 0.70 | 2013 est. |
| 17 | Senegal | 0.80 | 2013 est. |
| 18 | Denmark | 0.80 | 2013 est. |
| 19 | Puerto Rico | 0.90 | 2013 est. |
| 20 | El Salvador | 0.90 | 2013 est. |
| 21 | France | 0.90 | 2013 est. |
| 22 | Canada | 1.00 | 2013 est. |
| 23 | Poland | 1.00 | 2013 est. |
| 24 | Brunei | 1.00 | 2013 est. |
| 25 | Malta | 1.00 | 2013 est. |
| 26 | Bahamas, The | 1.00 | 2013 est. |
| 27 | Taiwan | 1.10 | 2013 est. |
| 28 | French Polynesia | 1.10 | 2007 |
| 29 | Andorra | 1.10 | 2012 est. |
| 30 | Korea, South | 1.10 | 2013 est. |
| 31 | Italy | 1.20 | 2013 est. |
| 32 | Lithuania | 1.20 | 2013 est. |
| 33 | Gabon | 1.20 | 2013 est. |
| 34 | Falkland Islands (Islas Malvinas) | 1.20 | 2003 |
| 35 | United Arab Emirates | 1.30 | 2013 est. |
| 36 | Belgium | 1.30 | 2013 est. |
| 37 | New Zealand | 1.30 | 2013 est. |
| 38 | Belize | 1.30 | 2013 est. |
| 39 | Czech Republic | 1.40 | 2013 est. |
| 40 | United States | 1.50 | 2013 est. |
| 41 | Bulgaria | 1.50 | 2013 est. |
| 42 | European Union | 1.50 | 2013 est. |
| 43 | Monaco | 1.50 | 2010 |
| 44 | Germany | 1.60 | 2013 est. |
| 45 | British Virgin Islands | 1.60 | 2013 est. |
| 46 | Oman | 1.60 | 2013 est. |
| 47 | West Bank | 1.70 | 2013 est. |
| 48 | South Sudan | 1.70 | 2013 est. |
| 49 | New Caledonia | 1.70 | 2013 est. |
| 50 | Slovakia | 1.70 | 2013 est. |
| 51 | Congo, Republic of the | 1.70 | 2013 est. |
| 52 | Chile | 1.70 | 2013 est. |
| 53 | Gaza Strip | 1.70 | 2013 est. |
| 54 | Albania | 1.70 | 2013 est. |
| 55 | Israel | 1.70 | 2013 est. |
| 56 | Bermuda | 1.80 | 2013 est. |
| 57 | Cayman Islands | 1.80 | 2013 est. |
| 58 | Dominica | 1.80 | 2013 est. |
| 59 | Slovenia | 1.80 | 2013 est. |
| 60 | Spain | 1.80 | 2013 est. |
| 61 | Kosovo | 1.80 | 2013 est. |
| 62 | Luxembourg | 1.80 | 2013 est. |
| 63 | Cabo Verde | 1.90 | 2013 est. |
| 64 | Vanuatu | 1.90 | 2013 est. |
| 65 | Hungary | 1.90 | 2013 est. |
| 66 | Norway | 1.90 | 2013 est. |
| 67 | Guinea-Bissau | 1.90 | 2013 est. |
| 68 | Niger | 1.90 | 2013 est. |
| 69 | Tonga | 2.00 | 2013 est. |
| 70 | Iraq | 2.00 | 2013 est. |
| 71 | United Kingdom | 2.00 | 2013 est. |
