CIA - The World Factbook --  Central bank discount rate   

This entry provides the annualized interest rate a country's central bank charges commercial, depository banks for loans to meet temporary shortages of funds.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Zimbabwe | 975.00 | 31 December 2007 |
| 2 | Congo, Democratic Republic of the | 40.00 | 31 December 2008 |
| 3 | Venezuela | 33.50 | 31 December 2008 |
| 4 | Sao Tome and Principe | 28.00 | 31 December 2008 |
| 5 | Costa Rica | 25.00 | 31 December 2008 |
| 6 | Turkey | 25.00 | 31 December 2008 |
| 7 | Guinea | 22.25 | 31 December 2005 |
| 8 | Iceland | 22.00 | 31 December 2008 |
| 9 | Brazil | 20.48 | 31 December 2008 |
| 10 | Paraguay | 20.00 | 31 December 2007 |
| 11 | Uruguay | 20.00 | 31 December 2008 |
| 12 | Angola | 19.57 | 31 December 2008 |
| 13 | Uganda | 19.42 | 31 December 2008 |
| 14 | Serbia | 17.75 | 31 December 2008 |
| 15 | Ghana | 17.00 | 31 December 2008 |
| 16 | Iraq | 16.75 | 31 December 2008 |
| 17 | Tanzania | 15.99 | 31 December 2008 |
| 18 | Kyrgyzstan | 15.11 | 31 December 2008 |
| 19 | Botswana | 15.00 | 31 December 2008 |
| 20 | Pakistan | 15.00 | 31 December 2008 |
| 21 | Malawi | 15.00 | 31 December 2008 |
| 22 | Mongolia | 14.78 | 31 December 2008 |
| 23 | Zambia | 14.49 | 31 December 2008 |
| 24 | Lesotho | 14.05 | 31 December 2008 |
| 25 | Tajikistan | 13.50 | 31 December 2008 |
| 26 | Bolivia | 13.00 | 31 December 2008 |
| 27 | Maldives | 13.00 | 31 December 2008 |
| 28 | Russia | 13.00 | 31 December 2008 |
| 29 | Rwanda | 12.50 | 31 December 2007 |
| 30 | Belarus | 12.00 | 31 December 2008 |
| 31 | Belize | 12.00 | 31 December 2008 |
| 32 | Ukraine | 12.00 | 31 December 2008 |
| 33 | Mauritania | 12.00 | 31 December 2007 |
| 34 | Burma | 12.00 | 31 December 2008 |
| 35 | Lebanon | 12.00 | 31 December 2008 |
| 36 | Egypt | 11.50 | 31 December 2008 |
| 37 | South Africa | 11.50 | 31 December 2008 |
| 38 | Gambia, The | 11.00 | 31 December 2008 |
| 39 | Swaziland | 11.00 | 31 December 2008 |
| 40 | Indonesia | 10.83 | 31 December 2008 |
| 41 | Trinidad and Tobago | 10.75 | 31 December 2008 |
| 42 | Kazakhstan | 10.50 | 31 December 2008 |
| 43 | Vietnam | 10.25 | 31 December 2008 |
| 44 | Burundi | 10.08 | 31 December 2008 |
| 45 | Barbados | 10.00 | 31 December 2008 |
| 46 | Hungary | 10.00 | 31 December 2008 |
| 47 | Namibia | 10.00 | 31 December 2008 |
| 48 | Mozambique | 9.95 | 31 December 2008 |
| 49 | Nigeria | 9.75 | 31 December 2008 |
| 50 | Ecuador | 9.14 | 31 December 2008 |
| 51 | Croatia | 9.00 | 31 December 2008 |
| 52 | Chile | 8.25 | 31 December 2008 |
| 53 | Azerbaijan | 8.00 | 31 December 2008 |
| 54 | Cape Verde | 7.50 | 31 December 2008 |
| 55 | Sri Lanka | 7.50 | 31 December 2009 |
