CIA - The World Factbook --  Commercial bank prime lending rate   

This entry provides a simple average of annualized interest rates commercial banks charge on new loans, denominated in the national currency, to their most credit-worthy customers.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Zimbabwe | 578.96 | 31 December 2007 |
| 2 | Brazil | 47.25 | 31 December 2008 est. |
| 3 | Madagascar | 45.00 | 31 December 2008 est. |
| 4 | Congo, Democratic Republic of the | 43.15 | 31 December 2008 est. |
| 5 | Sao Tome and Principe | 32.40 | 31 December 2008 est. |
| 6 | Gambia, The | 27.92 | 31 December 2007 |
| 7 | Paraguay | 25.81 | 31 December 2008 est. |
| 8 | Malawi | 25.28 | 31 December 2008 est. |
| 9 | Sierra Leone | 24.50 | 31 December 2008 est. |
| 10 | Tajikistan | 23.70 | 31 December 2008 est. |
| 11 | Peru | 23.67 | 31 December 2008 est. |
| 12 | Venezuela | 22.37 | 31 December 2008 est. |
| 13 | Mauritius | 21.54 | 31 December 2008 est. |
| 14 | Georgia | 21.24 | 31 December 2008 est. |
| 15 | Moldova | 21.06 | 31 December 2008 est. |
| 16 | Mongolia | 20.58 | 31 December 2008 est. |
| 17 | Uganda | 20.45 | 31 December 2008 est. |
| 18 | Dominican Republic | 19.95 | 31 December 2008 est. |
| 19 | Kyrgyzstan | 19.86 | 31 December 2008 est. |
| 20 | Azerbaijan | 19.76 | 31 December 2008 est. |
| 21 | Iraq | 19.50 | 31 December 2008 est. |
| 22 | Argentina | 19.47 | 31 December 2008 est. |
| 23 | Iceland | 19.29 | 31 December 2007 |
| 24 | Zambia | 19.06 | 31 December 2008 est. |
| 25 | Mozambique | 18.31 | 31 December 2008 est. |
| 26 | Serbia | 18.11 | 31 December 2008 est. |
| 27 | Yemen | 18.00 | 31 December 2008 est. |
| 28 | Honduras | 17.94 | 31 December 2008 est. |
| 29 | Haiti | 17.81 | 31 December 2008 est. |
| 30 | Ukraine | 17.49 | 31 December 2008 est. |
| 31 | Colombia | 17.18 | 31 December 2008 est. |
| 32 | Armenia | 17.05 | 31 December 2008 est. |
| 33 | Burma | 17.00 | 31 December 2008 est. |
| 34 | Jamaica | 16.83 | 31 December 2008 est. |
| 35 | Botswana | 16.54 | 31 December 2008 est. |
| 36 | Burundi | 16.52 | 31 December 2008 est. |
| 37 | Rwanda | 16.51 | 31 December 2008 est. |
| 38 | Bangladesh | 16.38 | 31 December 2008 est. |
| 39 | Lesotho | 16.19 | 31 December 2008 est. |
| 40 | Cambodia | 16.01 | 31 December 2008 |
| 41 | Sri Lanka | 15.89 | 31 December 2008 |
| 42 | Costa Rica | 15.83 | 31 December 2008 est. |
| 43 | Nigeria | 15.48 | 31 December 2008 est. |
| 44 | South Africa | 15.13 | 31 December 2008 est. |
| 45 | Liberia | 15.05 | 31 December 2007 |
| 46 | Romania | 14.99 | 31 December 2008 est. |
| 47 | Tanzania | 14.98 | 31 December 2008 est. |
| 48 | Afghanistan | 14.92 | 31 December 2008 est. |
| 49 | Swaziland | 14.83 | 31 December 2008 est. |
| 50 | Guyana | 14.58 | 31 December 2008 est. |
| 51 | Solomon Islands | 14.44 | 31 December 2008 est. |
| 52 | Micronesia, Federated States of | 14.38 | 31 December 2008 est. |
| 53 | Belize | 14.14 | 31 December 2008 est. |
| 54 | Kenya | 14.02 | 31 December 2008 est. |
| 55 | Kosovo | 13.79 | 31 December 2008 est. |
| 56 | Namibia | 13.74 | 31 December 2008 est. |
| 57 | Indonesia | 13.60 | 31 December 2008 est. |
| 58 | Guatemala | 13.39 | 31 December 2008 est. |
| 59 | India | 13.31 | 31 December 2008 est. |
| 60 | Chile | 13.26 | 31 December 2008 est. |
| 61 | Nicaragua | 13.17 | 31 December 2008 est. |
| 62 | Timor-Leste | 13.11 | 31 December 2008 est. |
| 63 | Albania | 13.02 | 31 December 2008 est. |
| 64 | Maldives | 13.00 | 31 December 2008 est. |
| 65 | Samoa | 12.66 | 31 December 2008 est. |
| 66 | Angola | 12.53 | 31 December 2008 est. |
| 67 | Tonga | 12.46 | 31 December 2008 est. |
| 68 | Uruguay | 12.45 | 31 December 2008 est. |
| 69 | Trinidad and Tobago | 12.44 | 31 December 2008 est. |
| 70 | Bolivia | 12.36 | 31 December 2009 est. |
| 71 | Egypt | 12.33 | 31 December 2008 est. |
| 72 | Russia | 12.23 | 31 December 2008 est. |
| 73 | New Zealand | 12.21 | 31 December 2008 est. |
| 74 | Suriname | 12.20 | 31 December 2008 est. |
| 75 | Iran | 12.00 | 31 December 2008 est. |
| 76 | Latvia | 11.85 | 31 December 2008 est. |
| 77 | Seychelles | 11.81 | 31 December 2008 est. |
| 78 | Djibouti | 11.56 | 31 December 2008 est. |
| 79 | Italy | 11.31 | 31 December 2008 est. |
| 80 | Aruba | 11.23 | 31 December 2008 est. |
| 81 | Vietnam | 11.18 | 31 December 2007 |
| 82 | Spain | 11.02 | 31 December 2008 est. |
| 83 | Laos | 11.00 | 30 November 2009 |
| 84 | Bulgaria | 10.86 | 31 December 2008 est. |
| 85 | Comoros | 10.50 | 31 December 2008 est. |
| 86 | Antigua and Barbuda | 10.43 | 31 December 2008 est. |
| 87 | Syria | 10.19 | 31 December 2008 est. |
| 88 | Hungary | 10.18 | 31 December 2008 est. |
| 89 | Saint Lucia | 10.08 | 31 December 2008 est. |
| 90 | Croatia | 10.07 | 31 December 2008 est. |
| 91 | Barbados | 10.03 | 31 December 2008 est. |
| 92 | Cape Verde | 9.99 | 31 December 2008 est. |
| 93 | Lebanon | 9.96 | 31 December 2008 est. |
| 94 | Montserrat | 9.89 | 31 December 2008 est. |
| 95 | Macedonia | 9.68 | 31 December 2008 est. |
| 96 | Netherlands | 9.66 | 31 December 2008 est. |
| 97 | Grenada | 9.53 | 31 December 2008 est. |
| 98 | Saint Vincent and the Grenadines | 9.52 | 31 December 2008 est. |
| 99 | Anguilla | 9.51 | 31 December 2008 est. |
| 100 | Montenegro | 9.24 | 31 December 2008 est. |
| 101 | Papua New Guinea | 9.20 | 31 December 2008 est. |
| 102 | Ecuador | 9.14 | 31 December 2008 |
| 103 | Dominica | 9.06 | 31 December 2008 est. |
| 104 | Jordan | 9.03 | 31 December 2008 est. |
| 105 | Australia | 8.91 | 31 December 2008 est. |
| 106 | Philippines | 8.75 | 31 December 2008 est. |
| 107 | Saint Kitts and Nevis | 8.75 | 31 December 2008 est. |
| 108 | Mexico | 8.71 | 31 December 2008 est. |
| 109 | Greece | 8.65 | 31 December 2008 est. |
| 110 | European Union | 8.58 | 31 December 2008 est. |
| 111 | Belarus | 8.55 | 31 December 2008 est. |
| 112 | Estonia | 8.55 | 31 December 2008 est. |
| 113 | Lithuania | 8.41 | 31 December 2008 est. |
| 114 | Portugal | 8.35 | 31 December 2008 est. |
| 115 | Panama | 8.16 | 31 December 2008 est. |
| 116 | France | 8.13 | 31 December 2008 est. |
| 117 | Algeria | 8.00 | 31 December 2008 est. |
| 118 | Nepal | 8.00 | 31 December 2008 est. |
| 119 | Fiji | 7.97 | 31 December 2008 est. |
| 120 | El Salvador | 7.81 | 31 December 2007 |
| 121 | Kuwait | 7.61 | 31 December 2008 est. |
| 122 | Slovenia | 7.41 | 31 December 2008 est. |
| 123 | Norway | 7.28 | 31 December 2008 est. |
| 124 | Cyprus | 7.19 | 31 December 2008 est. |
| 125 | West Bank | 7.19 | 31 December 2008 est. |
| 126 | Korea, South | 7.17 | 31 December 2008 est. |
| 127 | Oman | 7.10 | 31 December 2008 est. |
| 128 | Belgium | 7.03 | 31 December 2008 est. |
| 129 | Ethiopia | 7.00 | 31 December 2006 |
| 130 | Bosnia and Herzegovina | 6.98 | 31 December 2008 est. |
| 131 | Qatar | 6.84 | 31 December 2008 est. |
| 132 | Austria | 6.82 | 31 December 2008 est. |
| 133 | Ireland | 6.76 | 31 December 2008 est. |
| 134 | Czech Republic | 6.25 | 31 December 2008 est. |
| 135 | Malaysia | 6.08 | 31 December 2008 est. |
| 136 | Israel | 6.06 | 31 December 2008 est. |
| 137 | Libya | 6.00 | 31 December 2007 |
| 138 | Germany | 5.97 | 31 December 2008 est. |
| 139 | Thailand | 5.96 | 31 December 2009 |
| 140 | Malta | 5.89 | 31 December 2008 est. |
| 141 | Finland | 5.79 | 31 December 2008 est. |
| 142 | Poland | 5.72 | 31 December 2007 est. |
| 143 | Bahamas, The | 5.50 | 31 December 2008 est. |
| 144 | Brunei | 5.50 | 31 December 2008 est. |
| 145 | Macau | 5.43 | 31 December 2008 est. |
| 146 | Singapore | 5.38 | 31 December 2008 est. |
| 147 | China | 5.31 | 31 December 2009 est. |
| 148 | Vanuatu | 5.29 | 31 December 2008 est. |
| 149 | United States | 5.09 | 31 December 2008 est. |
| 150 | Hong Kong | 5.00 | 31 December 2008 est. |
| 151 | Canada | 4.73 | 31 December 2008 est. |
| 152 | United Kingdom | 4.63 | 31 December 2008 est. |
| 153 | Taiwan | 4.06 | 31 December 2008 est. |
| 154 | Switzerland | 3.34 | 31 December 2008 est. |
| 155 | Japan | 1.91 | 31 December 2008 est. |
