CIA - The World Factbook --  Commercial bank prime lending rate   

This entry provides a simple average of annualized interest rates commercial banks charge on new loans, denominated in the national currency, to their most credit-worthy customers.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Madagascar | 52.50 | 31 December 2011 est. |
| 2 | Brazil | 43.88 | 31 December 2011 est. |
| 3 | Congo, Democratic Republic of the | 43.75 | 31 December 2011 est. |
| 4 | Kyrgyzstan | 34.07 | 31 December 2011 est. |
| 5 | Zimbabwe | 34.00 | 31 December 2011 est. |
| 6 | Gambia, The | 28.00 | 31 December 2011 est. |
| 7 | Paraguay | 28.00 | 31 December 2011 est. |
| 8 | Guinea | 28.00 | 31 December 2011 est. |
| 9 | Sao Tome and Principe | 26.75 | 31 December 2011 est. |
| 10 | Tajikistan | 26.30 | 31 December 2011 est. |
| 11 | Georgia | 25.87 | 31 December 2011 est. |
| 12 | Yemen | 25.00 | 31 December 2011 est. |
| 13 | Malawi | 23.80 | 31 December 2011 est. |
| 14 | Laos | 21.90 | 31 December 2011 est. |
| 15 | Uganda | 21.83 | 31 December 2011 est. |
| 16 | Sierra Leone | 21.00 | 31 December 2011 est. |
| 17 | Jamaica | 19.51 | 31 December 2011 est. |
| 18 | Mozambique | 19.10 | 31 December 2011 est. |
| 19 | Azerbaijan | 19.00 | 31 December 2011 est. |
| 20 | Zambia | 18.84 | 31 December 2011 est. |
| 21 | Angola | 18.76 | 31 December 2011 est. |
| 22 | Peru | 18.69 | 31 December 2011 est. |
| 23 | Honduras | 18.56 | 31 December 2011 est. |
| 24 | Ghana | 18.20 | 31 December 2011 est. |
| 25 | Mauritania | 18.00 | 31 December 2011 est. |
| 26 | Armenia | 17.76 | 31 December 2011 est. |
| 27 | Rwanda | 17.40 | 31 December 2011 est. |
| 28 | Serbia | 17.20 | 31 December 2011 est. |
| 29 | Venezuela | 17.15 | 31 December 2011 est. |
| 30 | Turkey | 17.00 | 31 December 2011 est. |
| 31 | Vietnam | 16.96 | 31 December 2011 est. |
| 32 | Burma | 16.33 | 31 December 2011 est. |
| 33 | Costa Rica | 16.15 | 31 December 2011 est. |
| 34 | Nigeria | 16.02 | 31 December 2011 est. |
| 35 | Ethiopia | 16.00 | 31 December 2011 est. |
| 36 | Ukraine | 15.95 | 31 December 2011 est. |
| 37 | Afghanistan | 15.69 | 31 December 2010 est. |
| 38 | Dominican Republic | 15.55 | 31 December 2011 est. |
| 39 | Mongolia | 15.50 | 31 December 2011 est. |
| 40 | Cambodia | 15.22 | 31 December 2011 est. |
| 41 | Micronesia, Federated States of | 15.13 | 31 December 2010 est. |
| 42 | Kenya | 15.05 | 31 December 2011 est. |
| 43 | Guinea-Bissau | 15.00 | 31 December 2011 est. |
| 44 | Gabon | 15.00 | 31 December 2011 est. |
| 45 | Central African Republic | 15.00 | 31 December 2011 est. |
| 46 | Congo, Republic of the | 15.00 | 31 December 2011 est. |
| 47 | Chad | 15.00 | 31 December 2011 est. |
| 48 | Equatorial Guinea | 15.00 | 31 December 2011 est. |
| 49 | Tanzania | 14.96 | 31 December 2011 est. |
