CIA - The World Factbook --  COMMERCIAL BANK PRIME LENDING RATE

Commercial bank prime lending rate compares a simple average of annualized interest rates commercial banks charge on new loans, denominated in the national currency, to their most credit-worthy customers.

| Rank | Country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Madagascar | 62.00 | 31 December 2016 est. |
| 2 | Brazil | 52.10 | 31 December 2016 est. |
| 3 | Malawi | 44.10 | 31 December 2016 est. |
| 4 | Syria | 32.00 | 31 December 2016 est. |
| 5 | Ghana | 31.30 | 31 December 2016 est. |
| 6 | Argentina | 31.23 | 31 December 2016 est. |
| 7 | Gambia, The | 30.40 | 31 December 2016 est. |
| 8 | Yemen | 27.00 | 31 December 2016 est. |
| 9 | Tajikistan | 25.60 | 31 December 2016 est. |
| 10 | Uganda | 23.89 | 31 December 2016 est. |
| 11 | Kyrgyzstan | 22.23 | 31 December 2016 est. |
| 12 | Guinea | 21.70 | 31 December 2016 est. |
| 13 | Mozambique | 21.18 | 31 December 2016 est. |
| 14 | Venezuela | 20.78 | 31 December 2016 est. |
| 15 | Mongolia | 19.74 | 31 December 2016 est. |
| 16 | Sao Tome and Principe | 19.59 | 31 December 2016 est. |
| 17 | Honduras | 19.33 | 31 December 2016 est. |
| 18 | Ukraine | 19.24 | 31 December 2016 est. |
| 19 | Congo, Democratic Republic of the | 18.76 | 31 December 2016 est. |
| 20 | Paraguay | 18.08 | 31 December 2016 est. |
| 21 | Sierra Leone | 18.00 | 31 December 2016 est. |
| 22 | Iran | 18.00 | 31 December 2016 est. |
| 23 | Laos | 18.00 | 31 December 2016 est. |
| 24 | Armenia | 17.36 | 31 December 2016 est. |
| 25 | Rwanda | 17.30 | 31 December 2016 est. |
| 26 | Mauritania | 17.00 | 31 December 2016 est. |
| 27 | Nigeria | 16.87 | 31 December 2016 est. |
| 28 | Kenya | 16.58 | 31 December 2016 est. |
| 29 | Jamaica | 16.50 | 31 December 2016 est. |
| 30 | Peru | 16.47 | 31 December 2016 est. |
| 31 | Senegal | 16.40 | 31 December 2016 est. |
| 32 | Uruguay | 16.17 | 31 December 2016 est. |
| 33 | Uzbekistan | 16.00 | 31 December 2016 est. |
| 34 | Tanzania | 15.96 | 31 December 2016 est. |
| 35 | Angola | 15.71 | 31 December 2016 est. |
| 36 | Micronesia, Federated States of | 15.70 | 31 December 2016 est. |
| 37 | Central African Republic | 15.50 | 31 December 2016 est. |
| 38 | Gabon | 15.50 | 31 December 2016 est. |
| 39 | Zambia | 15.50 | 31 December 2016 est. |
| 40 | Chad | 15.50 | 31 December 2016 est. |
| 41 | Kazakhstan | 15.33 | 31 December 2016 est. |
| 42 | Dominican Republic | 15.08 | 31 December 2016 est. |
| 43 | Zimbabwe | 15.00 | 31 December 2016 est. |
| 44 | Afghanistan | 15.00 | 31 December 2016 est. |
| 45 | Turkey | 14.74 | 31 December 2016 est. |
| 46 | Colombia | 14.65 | 31 December 2016 est. |
| 47 | Belarus | 14.40 | 31 December 2016 est. |
| 48 | Moldova | 14.28 | 31 December 2016 est. |
| 49 | Burundi | 14.24 | 31 December 2016 est. |
| 50 | Timor-Leste | 14.22 | 31 December 2016 est. |
| 51 | Bhutan | 14.15 | 31 December 2016 est. |
| 52 | Congo, Republic of the | 14.00 | 31 December 2016 est. |
| 53 | Equatorial Guinea | 14.00 | 31 December 2016 est. |
| 54 | Egypt | 13.60 | 31 December 2016 est. |
| 55 | Liberia | 13.59 | 31 December 2016 est. |
| 56 | Suriname | 13.50 | 31 December 2016 est. |
| 57 | Haiti | 13.23 | 31 December 2016 est. |
| 58 | Guatemala | 13.10 | 31 December 2016 est. |
| 59 | Burma | 13.00 | 31 December 2016 est. |
| 60 | Guyana | 13.00 | 31 December 2016 est. |
| 61 | Kosovo | 12.80 | 30 June 2013 est. |
| 62 | Georgia | 12.62 | 31 December 2016 est. |
| 63 | Russia | 12.59 | 31 December 2016 est. |
| 64 | Azerbaijan | 12.56 | 31 December 2016 est. |
| 65 | Cameroon | 12.50 | 31 December 2016 est. |
| 66 | Seychelles | 12.36 | 31 December 2016 est. |
| 67 | Ethiopia | 12.20 | 31 December 2016 est. |
| 68 | Indonesia | 11.89 | 31 December 2016 est. |
| 69 | Costa Rica | 11.64 | 31 December 2016 est. |
| 70 | Lesotho | 11.58 | 31 December 2016 est. |
| 71 | Djibouti | 11.45 | 31 December 2016 est. |
| 72 | Nicaragua | 11.44 | 31 December 2016 est. |
| 73 | Cambodia | 11.36 | 31 December 2016 est. |
| 74 | Tuvalu | 10.60 | 31 December 2013 est. |
| 75 | Maldives | 10.50 | 31 December 2012 est. |
| 76 | Comoros | 10.50 | 31 December 2016 est. |
| 77 | Sri Lanka | 10.49 | 31 December 2016 est. |
| 78 | South Africa | 10.46 | 31 December 2016 est. |
| 79 | Bangladesh | 10.41 | 31 December 2016 est. |
| 80 | Swaziland | 10.30 | 31 December 2016 est. |
| 81 | Solomon Islands | 10.10 | 31 December 2016 est. |
| 82 | Namibia | 9.87 | 31 December 2016 est. |
| 83 | Belize | 9.84 | 31 December 2016 est. |
| 84 | India | 9.67 | 31 December 2016 est. |
| 85 | Albania | 9.65 | 31 December 2016 est. |
