CIA - The World Factbook --  Age structure   

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Qatar | 69.90 | 2014 est. |
| 2 | United Arab Emirates | 61.50 | 2014 est. |
| 3 | Bahrain | 56.20 | 2014 est. |
| 4 | Turks and Caicos Islands | 53.50 | 2014 est. |
| 5 | Kuwait | 52.30 | 2014 est. |
| 6 | Macau | 50.90 | 2014 est. |
| 7 | Singapore | 50.30 | 2014 est. |
| 8 | Niger | 49.80 | 2014 est. |
| 9 | British Virgin Islands | 49.80 | 2014 est. |
| 10 | Seychelles | 49.40 | 2014 est. |
| 11 | Uganda | 48.70 | 2014 est. |
| 12 | Andorra | 48.70 | 2014 est. |
| 13 | Montserrat | 47.90 | 2014 est. |
| 14 | Mali | 47.60 | 2014 est. |
| 15 | Taiwan | 47.40 | 2014 est. |
| 16 | Korea, South | 47.30 | 2014 est. |
| 17 | Saint Martin | 47.20 | 2014 est. |
| 18 | China | 47.20 | 2014 est. |
| 19 | Cuba | 47.10 | 2014 est. |
| 20 | Montenegro | 47.10 | 2014 est. |
| 21 | Malawi | 46.90 | 2014 est. |
| 22 | Thailand | 46.90 | 2014 est. |
| 23 | Trinidad and Tobago | 46.90 | 2014 est. |
| 24 | Hong Kong | 46.90 | 2014 est. |
| 25 | Cyprus | 46.90 | 2014 est. |
| 26 | Brunei | 46.90 | 2014 est. |
| 27 | Bosnia and Herzegovina | 46.70 | 2014 est. |
| 28 | Maldives | 46.50 | 2014 est. |
| 29 | Palau | 46.40 | 2014 est. |
| 30 | Zambia | 46.20 | 2014 est. |
| 31 | Libya | 46.10 | 2014 est. |
| 32 | Iran | 46.10 | 2014 est. |
| 33 | Saint Barthelemy | 46.10 | 2014 est. |
| 34 | Spain | 45.90 | 2014 est. |
| 35 | Russia | 45.80 | 2014 est. |
| 36 | South Sudan | 45.80 | 2014 est. |
| 37 | Romania | 45.70 | 2014 est. |
| 38 | Burundi | 45.70 | 2014 est. |
| 39 | Belarus | 45.50 | 2014 est. |
| 40 | Saudi Arabia | 45.40 | 2014 est. |
| 41 | Burkina Faso | 45.40 | 2014 est. |
| 42 | Sint Maarten | 45.30 | 2013 est. |
| 43 | Mozambique | 45.30 | 2014 est. |
| 44 | Slovakia | 45.20 | 2014 est. |
| 45 | Azerbaijan | 45.10 | 2014 est. |
| 46 | Saint Kitts and Nevis | 45.10 | 2014 est. |
| 47 | Saint Helena, Ascension, and Tristan da Cunha | 45.10 | 2014 est. |
| 48 | Ukraine | 45.00 | 2014 est. |
| 49 | Barbados | 45.00 | 2014 est. |
| 50 | Anguilla | 45.00 | 2014 est. |
| 51 | Northern Mariana Islands | 44.90 | 2014 est. |
| 52 | Latvia | 44.80 | 2014 est. |
| 53 | Vietnam | 44.80 | 2014 est. |
| 54 | Chad | 44.70 | 2014 est. |
| 55 | Lithuania | 44.70 | 2014 est. |
| 56 | Tunisia | 44.60 | 2014 est. |
| 57 | Tanzania | 44.60 | 2014 est. |
| 58 | Mongolia | 44.50 | 2014 est. |
| 59 | Ethiopia | 44.20 | 2014 est. |
| 60 | Bahamas, The | 44.10 | 2014 est. |
| 61 | Suriname | 44.10 | 2014 est. |
| 62 | Ireland | 44.10 | 2014 est. |
| 63 | Lebanon | 44.10 | 2014 est. |
| 64 | Mauritius | 44.10 | 2014 est. |
| 65 | Korea, North | 44.00 | 2014 est. |
| 66 | Somalia | 44.00 | 2014 est. |
| 67 | Cayman Islands | 44.00 | 2014 est. |
| 68 | Moldova | 43.90 | 2014 est. |
| 69 | French Polynesia | 43.90 | 2014 est. |
| 70 | Switzerland | 43.90 | 2014 est. |
| 71 | Slovenia | 43.90 | 2014 est. |
| 72 | Macedonia | 43.80 | 2014 est. |
| 73 | Poland | 43.80 | 2014 est. |
| 74 | Benin | 43.80 | 2014 est. |
| 75 | Costa Rica | 43.80 | 2014 est. |
| 76 | Brazil | 43.70 | 2014 est. |
| 77 | Czech Republic | 43.60 | 2014 est. |
| 78 | Armenia | 43.50 | 2014 est. |
| 79 | Sao Tome and Principe | 43.50 | 2014 est. |
| 80 | Saint Pierre and Miquelon | 43.50 | 2014 est. |
| 81 | Nigeria | 43.20 | 2014 est. |
| 82 | Greece | 43.20 | 2014 est. |
| 83 | Gaza Strip | 43.20 | 2014 est. |
| 84 | Angola | 43.20 | 2014 est. |
| 85 | Chile | 43.20 | 2014 est. |
| 86 | Liberia | 43.20 | 2014 est. |
| 87 | Burma | 43.10 | 2014 est. |
| 88 | Congo, Democratic Republic of the | 43.10 | 2014 est. |
| 89 | Liechtenstein | 43.10 | 2014 est. |
| 90 | Aruba | 43.00 | 2014 est. |
| 91 | Uzbekistan | 43.00 | 2014 est. |
| 92 | Italy | 43.00 | 2014 est. |
| 93 | Saint Lucia | 42.90 | 2014 est. |
| 94 | Austria | 42.90 | 2014 est. |
| 95 | Turkey | 42.90 | 2014 est. |
| 96 | Cameroon | 42.90 | 2014 est. |
| 97 | New Caledonia | 42.80 | 2014 est. |
| 98 | Algeria | 42.80 | 2014 est. |
| 99 | Nauru | 42.70 | 2014 est. |
| 100 | Oman | 42.60 | 2014 est. |
| 101 | Saint Vincent and the Grenadines | 42.60 | 2014 est. |
| 102 | Kazakhstan | 42.60 | 2014 est. |
| 103 | Antigua and Barbuda | 42.60 | 2014 est. |
| 104 | Senegal | 42.50 | 2014 est. |
| 105 | Greenland | 42.50 | 2014 est. |
| 106 | Bulgaria | 42.40 | 2014 est. |
| 107 | San Marino | 42.40 | 2014 est. |
| 108 | Timor-Leste | 42.40 | 2014 est. |
| 109 | Indonesia | 42.30 | 2014 est. |
| 110 | Turkmenistan | 42.30 | 2014 est. |
| 111 | Guernsey | 42.20 | 2014 est. |
| 112 | Portugal | 42.20 | 2014 est. |
| 113 | Gabon | 42.10 | 2014 est. |
| 114 | Kenya | 42.10 | 2014 est. |
| 115 | Sri Lanka | 42.10 | 2014 est. |
| 116 | Rwanda | 42.10 | 2014 est. |
| 117 | Luxembourg | 42.10 | 2014 est. |
| 118 | European Union | 42.10 | 2014 est. |
| 119 | Guinea | 42.00 | 2014 est. |
| 120 | Morocco | 42.00 | 2014 est. |
| 121 | Afghanistan | 42.00 | 2014 est. |
| 122 | Sierra Leone | 41.90 | 2014 est. |
| 123 | Australia | 41.80 | 2014 est. |
| 124 | American Samoa | 41.70 | 2014 est. |
| 125 | Germany | 41.70 | 2014 est. |
| 126 | Yemen | 41.70 | 2014 est. |
| 127 | Colombia | 41.60 | 2014 est. |
| 128 | Hungary | 41.60 | 2014 est. |
| 129 | Serbia | 41.60 | 2014 est. |
| 130 | Kosovo | 41.50 | 2014 est. |
| 131 | Estonia | 41.50 | 2014 est. |
| 132 | Dominica | 41.50 | 2014 est. |
| 133 | Jersey | 41.40 | 2014 est. |
| 134 | Comoros | 41.30 | 2014 est. |
| 135 | Malaysia | 41.20 | 2014 est. |
| 136 | Congo, Republic of the | 41.10 | 2014 est. |
| 137 | Croatia | 41.10 | 2014 est. |
| 138 | Fiji | 41.10 | 2014 est. |
| 139 | Canada | 41.00 | 2014 est. |
| 140 | United Kingdom | 41.00 | 2014 est. |
| 141 | Georgia | 40.90 | 2014 est. |
| 142 | Bhutan | 40.80 | 2014 est. |
| 143 | Sudan | 40.80 | 2014 est. |
| 144 | Equatorial Guinea | 40.80 | 2014 est. |
| 145 | Norway | 40.80 | 2014 est. |
| 146 | Eritrea | 40.80 | 2014 est. |
| 147 | Madagascar | 40.70 | 2014 est. |
| 148 | Iceland | 40.70 | 2014 est. |
| 149 | Wallis and Futuna | 40.70 | 2014 est. |
| 150 | Togo | 40.70 | 2014 est. |
| 151 | Central African Republic | 40.60 | 2014 est. |
| 152 | India | 40.60 | 2014 est. |
| 153 | Mexico | 40.40 | 2014 est. |
| 154 | Netherlands | 40.40 | 2014 est. |
| 155 | New Zealand | 40.40 | 2014 est. |
| 156 | Belgium | 40.40 | 2014 est. |
| 157 | Malta | 40.40 | 2014 est. |
| 158 | Grenada | 40.30 | 2014 est. |
| 159 | Panama | 40.10 | 2014 est. |
| 160 | Albania | 40.00 | 2014 est. |
| 161 | United States | 39.90 | 2014 est. |
| 162 | Guinea-Bissau | 39.80 | 2014 est. |
| 163 | Venezuela | 39.60 | 2014 est. |
| 164 | Mauritania | 39.50 | 2014 est. |
| 165 | Paraguay | 39.50 | 2014 est. |
| 166 | Isle of Man | 39.50 | 2014 est. |
| 167 | Peru | 39.40 | 2014 est. |
| 168 | Kyrgyzstan | 39.40 | 2014 est. |
| 169 | Bermuda | 39.30 | 2014 est. |
| 170 | Dominican Republic | 39.30 | 2014 est. |
| 171 | Guam | 39.30 | 2014 est. |
| 172 | Sweden | 39.20 | 2014 est. |
| 173 | Denmark | 39.20 | 2014 est. |
| 174 | Virgin Islands | 39.00 | 2014 est. |
| 175 | Ecuador | 38.90 | 2014 est. |
| 176 | Argentina | 38.90 | 2014 est. |
| 177 | Tajikistan | 38.90 | 2014 est. |
| 178 | Uruguay | 38.90 | 2014 est. |
| 179 | Cambodia | 38.90 | 2014 est. |
| 180 | Gambia, The | 38.70 | 2014 est. |
| 181 | France | 38.60 | 2014 est. |
| 182 | Ghana | 38.60 | 2014 est. |
