CIA - The World Factbook --  Sanitation facility access   

| Rank | country | (% of population) | Date of Information |
| 556 | Kiribati | 60.30 | 2012 est. |
| 557 | India | 60.20 | 2012 est. |
| 558 | Gambia, The | 60.20 | 2012 est. |
| 559 | Angola | 60.10 | 2012 est. |
| 560 | Zimbabwe | 60.10 | 2012 est. |
| 561 | Senegal | 59.50 | 2012 est. |
| 562 | Russia | 59.30 | 2012 est. |
| 563 | Sao Tome and Principe | 59.20 | 2012 est. |
| 564 | Indonesia | 58.80 | 2012 est. |
| 565 | Gabon | 58.60 | 2012 est. |
| 566 | Botswana | 58.20 | 2012 est. |
| 567 | Vanuatu | 57.90 | 2012 est. |
| 568 | Bangladesh | 57.80 | 2012 est. |
| 569 | Swaziland | 57.50 | 2012 est. |
| 570 | Bolivia | 57.50 | 2012 est. |
| 571 | Burundi | 57.30 | 2012 est. |
| 572 | Zambia | 57.20 | 2012 est. |
| 573 | Micronesia, Federated States of | 57.20 | 2012 est. |
| 574 | Gabon | 57.10 | 2012 est. |
| 575 | Bangladesh | 57.00 | 2012 est. |
| 576 | Venezuela | 56.90 | 2007 est. |
| 577 | Zambia | 56.40 | 2012 est. |
| 578 | Mozambique | 56.40 | 2012 est. |
| 579 | Central African Republic | 56.40 | 2012 est. |
| 580 | Papua New Guinea | 56.40 | 2012 est. |
| 581 | Mongolia | 56.20 | 2012 est. |
| 582 | Namibia | 56.10 | 2012 est. |
| 583 | Sudan | 56.10 | 2012 est. |
| 584 | Swaziland | 56.00 | 2012 est. |
| 585 | China | 55.80 | 2012 est. |
| 586 | Marshall Islands | 55.50 | 2012 est. |
| 587 | Vanuatu | 55.40 | 2012 est. |
| 588 | Peru | 55.20 | 2012 est. |
| 589 | Bangladesh | 55.20 | 2012 est. |
| 590 | Gambia, The | 55.00 | 2012 est. |
| 591 | Cameroon | 54.80 | 2012 est. |
| 592 | Indonesia | 54.50 | 2012 est. |
| 593 | Romania | 54.40 | 2008 est. |
| 594 | Bolivia | 53.60 | 2012 est. |
| 595 | El Salvador | 53.40 | 2012 est. |
| 596 | Yemen | 53.30 | 2012 est. |
| 597 | Afghanistan | 53.20 | 2012 est. |
| 598 | Bhutan | 53.10 | 2012 est. |
| 599 | Cabo Verde | 52.80 | 2012 est. |
| 600 | Panama | 52.50 | 2012 est. |
| 601 | Paraguay | 52.50 | 2012 est. |
| 602 | Burundi | 52.50 | 2012 est. |
| 603 | Pakistan | 52.40 | 2012 est. |
| 604 | Nicaragua | 52.10 | 2012 est. |
| 605 | Somalia | 52.00 | 2011 est. |
| 606 | Senegal | 51.90 | 2012 est. |
| 607 | Burundi | 51.90 | 2012 est. |
| 608 | Zimbabwe | 51.60 | 2012 est. |
| 609 | Eritrea | 51.60 | 2008 est. |
| 610 | Nepal | 51.20 | 2012 est. |
| 611 | Kiribati | 51.20 | 2012 est. |
| 612 | Mauritania | 51.10 | 2012 est. |
| 613 | Micronesia, Federated States of | 51.00 | 2012 est. |
| 614 | Brazil | 50.80 | 2012 est. |
| 615 | Laos | 50.50 | 2012 est. |
| 616 | Burkina Faso | 50.40 | 2012 est. |
| 617 | Comoros | 50.00 | 2010 est. |
| 618 | Comoros | 50.00 | 2010 est. |
| 619 | Burkina Faso | 49.60 | 2012 est. |
| 620 | Laos | 49.50 | 2012 est. |
| 621 | Brazil | 49.20 | 2012 est. |
| 622 | Micronesia, Federated States of | 49.00 | 2012 est. |
| 623 | Mauritania | 48.90 | 2012 est. |
| 624 | Nepal | 48.80 | 2012 est. |
| 625 | Kiribati | 48.80 | 2012 est. |
| 626 | Zimbabwe | 48.40 | 2012 est. |
| 627 | Eritrea | 48.40 | 2008 est. |
| 628 | Burundi | 48.10 | 2012 est. |
| 629 | Senegal | 48.10 | 2012 est. |
| 630 | Somalia | 48.00 | 2011 est. |
| 631 | Nicaragua | 47.90 | 2012 est. |
| 632 | Paraguay | 47.50 | 2012 est. |
| 633 | Burundi | 47.50 | 2012 est. |
| 634 | Panama | 47.50 | 2012 est. |
| 635 | Pakistan | 47.40 | 2012 est. |
| 636 | Cabo Verde | 47.20 | 2012 est. |
| 637 | Bhutan | 46.90 | 2012 est. |
| 638 | Afghanistan | 46.80 | 2012 est. |
| 639 | Yemen | 46.70 | 2012 est. |
| 640 | El Salvador | 46.60 | 2012 est. |
| 641 | Bolivia | 46.40 | 2012 est. |
| 642 | Romania | 45.60 | 2008 est. |
| 643 | Indonesia | 45.50 | 2012 est. |
| 644 | Cameroon | 45.20 | 2012 est. |
| 645 | Gambia, The | 45.00 | 2012 est. |
| 646 | Peru | 44.80 | 2012 est. |
| 647 | Bangladesh | 44.80 | 2012 est. |
| 648 | Vanuatu | 44.60 | 2012 est. |
| 649 | Marshall Islands | 44.50 | 2012 est. |
| 650 | China | 44.20 | 2012 est. |
| 651 | Swaziland | 44.00 | 2012 est. |
| 652 | Sudan | 43.90 | 2012 est. |
| 653 | Namibia | 43.90 | 2012 est. |
| 654 | Mongolia | 43.80 | 2012 est. |
| 655 | Zambia | 43.60 | 2012 est. |
| 656 | Papua New Guinea | 43.60 | 2012 est. |
| 657 | Central African Republic | 43.60 | 2012 est. |
| 658 | Mozambique | 43.60 | 2012 est. |
| 659 | Venezuela | 43.10 | 2007 est. |
| 660 | Bangladesh | 43.00 | 2012 est. |
| 661 | Gabon | 42.90 | 2012 est. |
| 662 | Zambia | 42.80 | 2012 est. |
| 663 | Micronesia, Federated States of | 42.80 | 2012 est. |
| 664 | Burundi | 42.70 | 2012 est. |
| 665 | Swaziland | 42.50 | 2012 est. |
| 666 | Bolivia | 42.50 | 2012 est. |
| 667 | Bangladesh | 42.20 | 2012 est. |
| 668 | Vanuatu | 42.10 | 2012 est. |
| 669 | Botswana | 41.80 | 2012 est. |
| 670 | Gabon | 41.40 | 2012 est. |
| 671 | Indonesia | 41.20 | 2012 est. |
| 672 | Sao Tome and Principe | 40.80 | 2012 est. |
| 673 | Russia | 40.70 | 2012 est. |
| 674 | Senegal | 40.50 | 2012 est. |
| 675 | Zimbabwe | 39.90 | 2012 est. |
| 676 | Angola | 39.90 | 2012 est. |
| 677 | India | 39.80 | 2012 est. |
| 678 | Gambia, The | 39.80 | 2012 est. |
| 679 | Kiribati | 39.70 | 2012 est. |
| 680 | Rwanda | 39.00 | 2012 est. |
| 681 | Timor-Leste | 38.90 | 2012 est. |
| 682 | Suriname | 38.60 | 2012 est. |
| 683 | Djibouti | 38.60 | 2012 est. |
| 684 | Cameroon | 38.30 | 2012 est. |
| 685 | South Africa | 37.60 | 2012 est. |
| 686 | American Samoa | 37.50 | 2012 est. |
| 687 | American Samoa | 37.50 | 2012 est. |
| 688 | American Samoa | 37.50 | 2012 est. |
| 689 | Nicaragua | 37.00 | 2012 est. |
| 690 | Lesotho | 37.00 | 2012 est. |
| 691 | Swaziland | 36.90 | 2012 est. |
| 692 | Morocco | 36.90 | 2012 est. |
| 693 | Nicaragua | 36.80 | 2012 est. |
| 694 | Cambodia | 36.80 | 2012 est. |
| 695 | Nepal | 36.70 | 2012 est. |
| 696 | Rwanda | 36.20 | 2012 est. |
| 697 | India | 36.00 | 2012 est. |
| 698 | Gambia, The | 36.00 | 2012 est. |
| 699 | Saint Lucia | 35.90 | 2011 est. |
| 700 | Botswana | 35.70 | 2012 est. |
| 701 | Rwanda | 35.60 | 2012 est. |
| 702 | Mongolia | 35.40 | 2012 est. |
| 703 | Laos | 35.40 | 2012 est. |
| 704 | Comoros | 35.40 | 2010 est. |
| 705 | Mali | 35.30 | 2012 est. |
| 706 | Cabo Verde | 35.10 | 2012 est. |
| 707 | Vanuatu | 34.90 | 2012 est. |
| 708 | Saint Lucia | 34.80 | 2011 est. |
| 709 | China | 34.70 | 2012 est. |
| 710 | Mongolia | 34.70 | 2012 est. |
| 711 | Nauru | 34.40 | 2012 est. |
| 712 | Sao Tome and Principe | 34.40 | 2012 est. |
| 713 | Nauru | 34.40 | 2012 est. |
| 714 | Colombia | 34.30 | 2012 est. |
| 715 | Yemen | 34.10 | 2012 est. |
| 716 | Uganda | 34.10 | 2012 est. |
| 717 | Zambia | 33.90 | 2012 est. |
| 718 | Uganda | 33.90 | 2012 est. |
| 719 | Nepal | 33.70 | 2012 est. |
| 720 | Pakistan | 33.60 | 2012 est. |
| 721 | Guinea-Bissau | 33.50 | 2012 est. |
| 722 | Vietnam | 33.40 | 2012 est. |
| 723 | Niger | 32.90 | 2012 est. |
| 724 | Senegal | 32.90 | 2012 est. |
| 725 | Uganda | 32.80 | 2012 est. |
| 726 | Guinea | 32.70 | 2012 est. |
| 727 | Cote d'Ivoire | 32.70 | 2012 est. |
| 728 | Congo, Democratic Republic of the | 32.60 | 2012 est. |
| 729 | Zimbabwe | 32.40 | 2012 est. |
| 730 | Namibia | 32.20 | 2012 est. |
| 731 | Gabon | 32.00 | 2012 est. |
| 732 | Chad | 31.40 | 2012 est. |
| 733 | Congo, Democratic Republic of the | 31.40 | 2012 est. |
| 734 | Kenya | 31.30 | 2012 est. |
| 735 | Bhutan | 31.10 | 2012 est. |
| 736 | Timor-Leste | 31.00 | 2012 est. |
| 737 | Haiti | 31.00 | 2012 est. |
| 738 | Nigeria | 30.80 | 2012 est. |
| 739 | Kiribati | 30.60 | 2012 est. |
| 740 | Philippines | 30.60 | 2012 est. |
| 741 | Comoros | 29.70 | 2010 est. |
| 742 | Saint Lucia | 29.60 | 2011 est. |
| 743 | Lesotho | 29.60 | 2012 est. |
| 744 | Kenya | 29.60 | 2012 est. |
| 745 | Russia | 29.50 | 2012 est. |
| 746 | El Salvador | 29.50 | 2012 est. |
| 747 | Congo, Democratic Republic of the | 29.10 | 2012 est. |
| 748 | Kenya | 29.10 | 2012 est. |
| 749 | Afghanistan | 29.00 | 2012 est. |
| 750 | Latvia | 28.90 | 2009 est. |
| 751 | Solomon Islands | 28.80 | 2012 est. |
| 752 | Indonesia | 28.60 | 2012 est. |
| 753 | Liberia | 28.40 | 2012 est. |
| 754 | Pakistan | 28.20 | 2012 est. |
| 755 | Romania | 27.90 | 2008 est. |
| 756 | Guatemala | 27.90 | 2012 est. |
| 757 | Nigeria | 27.80 | 2012 est. |
| 758 | Korea, North | 27.50 | 2012 est. |
| 759 | Ethiopia | 27.40 | 2012 est. |
| 760 | Djibouti | 26.90 | 2012 est. |
| 761 | Peru | 26.90 | 2012 est. |
| 762 | Panama | 26.80 | 2012 est. |
| 763 | Timor-Leste | 26.80 | 2012 est. |
| 764 | Cameroon | 26.80 | 2012 est. |
| 765 | Mauritania | 26.70 | 2012 est. |
| 766 | Lesotho | 26.70 | 2012 est. |
| 767 | Dominican Republic | 26.20 | 2012 est. |
| 768 | Burma | 26.10 | 2012 est. |
| 769 | Honduras | 26.00 | 2012 est. |
| 770 | China | 25.90 | 2012 est. |
| 771 | Philippines | 25.70 | 2012 est. |
| 772 | Russia | 25.60 | 2012 est. |
| 773 | South Africa | 25.60 | 2012 est. |
| 774 | Togo | 25.50 | 2012 est. |
| 775 | Cambodia | 25.50 | 2012 est. |
| 776 | Bhutan | 25.50 | 2012 est. |
| 777 | Benin | 25.30 | 2012 est. |
| 778 | Vietnam | 25.00 | 2012 est. |
| 779 | Tanzania | 24.90 | 2012 est. |
| 780 | Cabo Verde | 24.80 | 2012 est. |
| 781 | Nigeria | 24.70 | 2012 est. |
| 782 | India | 24.70 | 2012 est. |
| 783 | Morocco | 24.60 | 2012 est. |
| 784 | Turkey | 24.50 | 2012 est. |
| 785 | Haiti | 24.40 | 2012 est. |
| 786 | Ecuador | 24.10 | 2012 est. |
| 787 | Saint Vincent and the Grenadines | 23.90 | 2007 est. |
| 788 | Saint Vincent and the Grenadines | 23.90 | 2007 est. |
| 789 | Saint Vincent and the Grenadines | 23.90 | 2007 est. |
| 790 | Marshall Islands | 23.80 | 2012 est. |
| 791 | Bolivia | 23.70 | 2012 est. |
| 792 | Somalia | 23.60 | 2011 est. |
| 793 | Ethiopia | 23.60 | 2012 est. |
| 794 | Sudan | 23.60 | 2012 est. |
| 795 | Afghanistan | 23.40 | 2012 est. |
| 796 | Tunisia | 23.40 | 2012 est. |
| 797 | Sao Tome and Principe | 23.30 | 2012 est. |
| 798 | Ethiopia | 22.80 | 2012 est. |
| 799 | Burma | 22.60 | 2012 est. |
| 800 | Azerbaijan | 22.50 | 2012 est. |
| 801 | Sierra Leone | 22.50 | 2012 est. |
| 802 | Malawi | 22.30 | 2012 est. |
| 803 | Botswana | 22.10 | 2012 est. |
| 804 | Mali | 21.90 | 2012 est. |
| 805 | Cote d'Ivoire | 21.90 | 2012 est. |
| 806 | Djibouti | 21.60 | 2012 est. |
| 807 | Jamaica | 21.60 | 2012 est. |
| 808 | Central African Republic | 21.50 | 2012 est. |
| 809 | Latvia | 21.40 | 2009 est. |
| 810 | Mozambique | 21.00 | 2012 est. |
| 811 | Mexico | 21.00 | 2012 est. |
| 812 | Philippines | 20.60 | 2012 est. |
| 813 | El Salvador | 20.50 | 2012 est. |
| 814 | Dominica | 20.40 | 2007 est. |
| 815 | Northern Mariana Islands | 20.30 | 2012 est. |
| 816 | Northern Mariana Islands | 20.30 | 2012 est. |
| 817 | Panama | 20.30 | 2012 est. |
| 818 | Poland | 20.30 | 2008 est. |
| 819 | Paraguay | 20.30 | 2012 est. |
| 820 | Northern Mariana Islands | 20.30 | 2012 est. |
| 821 | Angola | 20.10 | 2012 est. |
| 822 | Honduras | 20.00 | 2012 est. |
| 823 | Ghana | 19.90 | 2012 est. |
| 824 | Tuvalu | 19.80 | 2012 est. |
| 825 | Jamaica | 19.80 | 2012 est. |
| 826 | Colombia | 19.80 | 2012 est. |
| 827 | Suriname | 19.70 | 2012 est. |
| 828 | Guinea-Bissau | 19.70 | 2012 est. |
| 829 | Guatemala | 19.70 | 2012 est. |
| 830 | Congo, Republic of the | 19.60 | 2012 est. |
| 831 | Madagascar | 19.20 | 2012 est. |
| 832 | Armenia | 19.10 | 2012 est. |
| 833 | Dominica | 18.90 | 2007 est. |
| 834 | Guinea | 18.90 | 2012 est. |
| 835 | Peru | 18.80 | 2012 est. |
| 836 | Papua New Guinea | 18.70 | 2012 est. |
| 837 | Brazil | 18.70 | 2012 est. |
| 838 | Burkina Faso | 18.60 | 2012 est. |
| 839 | Turks and Caicos Islands | 18.60 | 2007 est. |
| 840 | Turks and Caicos Islands | 18.60 | 2007 est. |
| 841 | Turks and Caicos Islands | 18.60 | 2007 est. |
| 842 | Solomon Islands | 18.60 | 2012 est. |
| 843 | Cambodia | 18.40 | 2012 est. |
| 844 | Iran | 18.40 | 2012 est. |
| 845 | Fiji | 18.30 | 2012 est. |
| 846 | South Africa | 18.30 | 2012 est. |
| 847 | Korea, North | 18.20 | 2012 est. |
| 848 | Iraq | 18.20 | 2012 est. |
| 849 | Dominican Republic | 18.00 | 2012 est. |
| 850 | Azerbaijan | 18.00 | 2012 est. |
| 851 | Guyana | 18.00 | 2012 est. |
| 852 | Latvia | 17.90 | 2009 est. |
| 853 | Jamaica | 17.80 | 2012 est. |
| 854 | Macedonia | 17.20 | 2012 est. |
| 855 | Sri Lanka | 17.10 | 2012 est. |
| 856 | Montserrat | 17.10 | 2007 est. |
| 857 | Montserrat | 17.10 | 2007 est. |
| 858 | Montserrat | 17.10 | 2007 est. |
| 859 | Ecuador | 16.90 | 2012 est. |
| 860 | Namibia | 16.90 | 2012 est. |
| 861 | Liberia | 16.80 | 2012 est. |
| 862 | Tuvalu | 16.70 | 2012 est. |
| 863 | Guyana | 16.40 | 2012 est. |
| 864 | Haiti | 16.30 | 2012 est. |
| 865 | Marshall Islands | 15.80 | 2012 est. |
| 866 | South Sudan | 15.70 | 2012 est. |
| 867 | Burma | 15.70 | 2012 est. |
| 868 | Dominica | 15.70 | 2007 est. |
| 869 | Moldova | 15.60 | 2012 est. |
| 870 | Morocco | 15.50 | 2012 est. |
| 871 | Iraq | 15.30 | 2012 est. |
| 872 | Colombia | 15.10 | 2012 est. |
| 873 | Solomon Islands | 15.00 | 2012 est. |
| 874 | Micronesia, Federated States of | 14.90 | 2012 est. |
| 875 | Mexico | 14.70 | 2012 est. |
| 876 | Honduras | 14.70 | 2012 est. |
| 877 | Lithuania | 14.60 | 2012 est. |
| 878 | Congo, Republic of the | 14.60 | 2012 est. |
| 879 | Mali | 14.50 | 2012 est. |
| 880 | Dominican Republic | 14.50 | 2012 est. |
| 881 | Ghana | 14.40 | 2012 est. |
| 882 | Benin | 14.30 | 2012 est. |
| 883 | Azerbaijan | 14.10 | 2012 est. |
| 884 | Madagascar | 13.90 | 2012 est. |
| 885 | Iraq | 13.80 | 2012 est. |
| 886 | Tuvalu | 13.70 | 2012 est. |
| 887 | Albania | 13.70 | 2012 est. |
| 888 | Ecuador | 13.50 | 2012 est. |
| 889 | Sudan | 13.40 | 2012 est. |
| 890 | Papua New Guinea | 13.30 | 2012 est. |
| 891 | Moldova | 13.30 | 2012 est. |
| 892 | Equatorial Guinea | 13.20 | 2006 est. |
| 893 | Angola | 13.20 | 2012 est. |
| 894 | Eritrea | 13.20 | 2008 est. |
| 895 | Montenegro | 13.20 | 2012 est. |
| 896 | Brazil | 13.00 | 2012 est. |
| 897 | Lebanon | 13.00 | 2005 est. |
| 898 | Mexico | 13.00 | 2012 est. |
| 899 | Sierra Leone | 13.00 | 2012 est. |
| 900 | Fiji | 12.80 | 2012 est. |
| 901 | Saint Kitts and Nevis | 12.70 | 2007 est. |
| 902 | Saint Kitts and Nevis | 12.70 | 2007 est. |
| 903 | Saint Kitts and Nevis | 12.70 | 2007 est. |
| 904 | Belize | 12.40 | 2012 est. |
| 905 | Tanzania | 12.20 | 2012 est. |
| 906 | Guyana | 12.10 | 2012 est. |
| 907 | Korea, North | 12.10 | 2012 est. |
| 908 | Romania | 12.10 | 2008 est. |
| 909 | Chad | 11.90 | 2012 est. |
| 910 | Cuba | 11.80 | 2012 est. |
| 911 | Guatemala | 11.60 | 2012 est. |
| 912 | Algeria | 11.60 | 2012 est. |
| 913 | Suriname | 11.60 | 2012 est. |
| 914 | Togo | 11.30 | 2012 est. |
| 915 | Thailand | 11.30 | 2012 est. |
| 916 | Madagascar | 11.30 | 2012 est. |
| 917 | Guinea | 11.20 | 2012 est. |
| 918 | Equatorial Guinea | 11.10 | 2006 est. |
| 919 | Tonga | 11.10 | 2012 est. |
| 920 | Moldova | 10.80 | 2012 est. |
| 921 | Mozambique | 10.70 | 2012 est. |
| 922 | Chile | 10.70 | 2012 est. |
| 923 | Ukraine | 10.60 | 2012 est. |
| 924 | Iran | 10.60 | 2012 est. |
| 925 | Poland | 10.50 | 2008 est. |
| 926 | Malawi | 10.30 | 2012 est. |
| 927 | Guam | 10.20 | 2012 est. |
| 928 | Guam | 10.20 | 2012 est. |
| 929 | Guam | 10.20 | 2012 est. |
| 930 | Montenegro | 10.00 | 2012 est. |
| 931 | Cote d'Ivoire | 10.00 | 2012 est. |
| 932 | Mauritius | 9.90 | 2012 est. |
| 933 | Laos | 9.60 | 2012 est. |
| 934 | Tunisia | 9.60 | 2012 est. |
| 935 | Armenia | 9.50 | 2012 est. |
| 936 | Belize | 9.50 | 2012 est. |
| 937 | Georgia | 9.30 | 2012 est. |
| 938 | Mauritius | 9.20 | 2012 est. |
| 939 | Mauritania | 9.20 | 2012 est. |
| 940 | Venezuela | 9.10 | 2007 est. |
| 941 | Niger | 9.00 | 2012 est. |
| 942 | Samoa | 8.90 | 2012 est. |
| 943 | South Sudan | 8.90 | 2012 est. |
| 944 | Albania | 8.80 | 2012 est. |
| 945 | Turkey | 8.80 | 2012 est. |
| 946 | Tonga | 8.70 | 2012 est. |
| 947 | Macedonia | 8.60 | 2012 est. |
| 948 | Antigua and Barbuda | 8.60 | 2011 est. |
| 949 | Antigua and Barbuda | 8.60 | 2011 est. |
| 950 | Antigua and Barbuda | 8.60 | 2011 est. |
| 951 | Guinea-Bissau | 8.50 | 2012 est. |
| 952 | Barbados | 8.40 | 2006 est. |
| 953 | Samoa | 8.40 | 2012 est. |
| 954 | Ghana | 8.40 | 2012 est. |
| 955 | Barbados | 8.40 | 2006 est. |
| 956 | Barbados | 8.40 | 2006 est. |
| 957 | Mauritius | 8.30 | 2012 est. |
| 958 | Kyrgyzstan | 8.30 | 2012 est. |
| 959 | Kyrgyzstan | 8.20 | 2012 est. |
| 960 | Kyrgyzstan | 8.10 | 2012 est. |
| 961 | Montenegro | 8.10 | 2012 est. |
| 962 | Bahamas, The | 8.00 | 2012 est. |
| 963 | Malawi | 8.00 | 2012 est. |
| 964 | Bahamas, The | 8.00 | 2012 est. |
| 965 | Bahamas, The | 8.00 | 2012 est. |
| 966 | Costa Rica | 8.00 | 2012 est. |
| 967 | Fiji | 7.90 | 2012 est. |
| 968 | Bosnia and Herzegovina | 7.90 | 2012 est. |
| 969 | Trinidad and Tobago | 7.90 | 2012 est. |
| 970 | Trinidad and Tobago | 7.90 | 2012 est. |
| 971 | Trinidad and Tobago | 7.90 | 2012 est. |
| 972 | Equatorial Guinea | 7.80 | 2006 est. |
| 973 | Sri Lanka | 7.70 | 2012 est. |
| 974 | Yemen | 7.50 | 2012 est. |
| 975 | Tanzania | 7.50 | 2012 est. |
| 976 | Cuba | 7.40 | 2012 est. |
| 977 | South Sudan | 7.30 | 2012 est. |
| 978 | Iran | 7.20 | 2012 est. |
| 979 | Gaza Strip | 7.20 | 2012 est. |
| 980 | Central African Republic | 7.20 | 2012 est. |
| 981 | West Bank | 7.20 | 2012 est. |
| 982 | Tokelau | 7.10 | 2012 est. |
| 983 | Tokelau | 7.10 | 2012 est. |
| 984 | Vietnam | 6.90 | 2012 est. |
| 985 | Sierra Leone | 6.80 | 2012 est. |
| 986 | Samoa | 6.70 | 2012 est. |
| 987 | Burkina Faso | 6.70 | 2012 est. |
| 988 | Georgia | 6.70 | 2012 est. |
| 989 | Thailand | 6.60 | 2012 est. |
| 990 | Chad | 6.50 | 2012 est. |
| 991 | Tajikistan | 6.40 | 2012 est. |
| 992 | Venezuela | 6.40 | 2007 est. |
| 993 | Somalia | 6.30 | 2011 est. |
| 994 | Estonia | 6.20 | 2012 est. |
| 995 | Costa Rica | 6.10 | 2012 est. |
| 996 | Sri Lanka | 6.10 | 2012 est. |
| 997 | Cuba | 6.00 | 2012 est. |
| 998 | Belarus | 6.00 | 2012 est. |
| 999 | Liberia | 5.90 | 2012 est. |
| 1000 | Belize | 5.80 | 2012 est. |
| 1001 | West Bank | 5.70 | 2012 est. |
| 1002 | Ukraine | 5.70 | 2012 est. |
| 1003 | Belarus | 5.70 | 2012 est. |
| 1004 | Gaza Strip | 5.70 | 2012 est. |
| 1005 | Lithuania | 5.70 | 2012 est. |
| 1006 | Tajikistan | 5.60 | 2012 est. |
| 1007 | Congo, Republic of the | 5.60 | 2012 est. |
| 1008 | Egypt | 5.60 | 2012 est. |
| 1009 | Tajikistan | 5.40 | 2012 est. |
| 1010 | Malaysia | 5.40 | 2012 est. |
| 1011 | Oman | 5.30 | 2012 est. |
| 1012 | West Bank | 5.20 | 2012 est. |
| 1013 | Gaza Strip | 5.20 | 2012 est. |
| 1014 | Benin | 5.10 | 2012 est. |
| 1015 | Costa Rica | 5.10 | 2012 est. |
| 1016 | Syria | 4.90 | 2012 est. |
| 1017 | Algeria | 4.80 | 2012 est. |
| 1018 | United Arab Emirates | 4.80 | 2012 est. |
| 1019 | Estonia | 4.80 | 2012 est. |
| 1020 | Albania | 4.70 | 2012 est. |
| 1021 | Belarus | 4.70 | 2012 est. |
| 1022 | Bosnia and Herzegovina | 4.60 | 2012 est. |
| 1023 | Georgia | 4.50 | 2012 est. |
| 1024 | Malaysia | 4.30 | 2012 est. |
| 1025 | Serbia | 4.30 | 2012 est. |
| 1026 | Poland | 4.30 | 2008 est. |
| 1027 | Syria | 4.30 | 2012 est. |
| 1028 | Libya | 4.30 | 2012 est. |
| 1029 | Uruguay | 4.20 | 2012 est. |
| 1030 | Estonia | 4.20 | 2012 est. |
| 1031 | Egypt | 4.10 | 2012 est. |
| 1032 | Thailand | 4.10 | 2012 est. |
| 1033 | Armenia | 4.10 | 2012 est. |
| 1034 | Wallis and Futuna | 4.00 | 2008 est. |
| 1035 | Wallis and Futuna | 4.00 | 2008 est. |
| 1036 | Paraguay | 3.90 | 2012 est. |
| 1037 | Malaysia | 3.90 | 2012 est. |
| 1038 | Cayman Islands | 3.80 | 2012 est. |
| 1039 | Syria | 3.80 | 2012 est. |
| 1040 | Cayman Islands | 3.80 | 2012 est. |
| 1041 | Niger | 3.80 | 2012 est. |
| 1042 | Virgin Islands | 3.60 | 2012 est. |
| 1043 | Virgin Islands | 3.60 | 2012 est. |
| 1044 | Uruguay | 3.60 | 2012 est. |
| 1045 | Virgin Islands | 3.60 | 2012 est. |
| 1046 | Ukraine | 3.50 | 2012 est. |
| 1047 | Uruguay | 3.50 | 2012 est. |
| 1048 | Eritrea | 3.50 | 2008 est. |
| 1049 | Libya | 3.40 | 2012 est. |
| 1050 | Oman | 3.40 | 2012 est. |
| 1051 | Libya | 3.20 | 2012 est. |
| 1052 | Kazakhstan | 3.00 | 2012 est. |
| 1053 | Argentina | 2.90 | 2012 est. |
| 1054 | French Polynesia | 2.90 | 2012 est. |
| 1055 | French Polynesia | 2.90 | 2012 est. |
| 1056 | Seychelles | 2.90 | 2012 est. |
| 1057 | Seychelles | 2.90 | 2012 est. |
| 1058 | Seychelles | 2.90 | 2012 est. |
| 1059 | French Polynesia | 2.90 | 2012 est. |
| 1060 | Macedonia | 2.80 | 2012 est. |
| 1061 | Cook Islands | 2.80 | 2012 est. |
| 1062 | Cook Islands | 2.80 | 2012 est. |
| 1063 | Cook Islands | 2.80 | 2012 est. |
| 1064 | Turkey | 2.80 | 2012 est. |
| 1065 | Argentina | 2.80 | 2012 est. |
| 1066 | Serbia | 2.70 | 2012 est. |
| 1067 | Oman | 2.70 | 2012 est. |
| 1068 | Tunisia | 2.60 | 2012 est. |
| 1069 | United Arab Emirates | 2.50 | 2012 est. |
| 1070 | Togo | 2.50 | 2012 est. |
| 1071 | Kazakhstan | 2.50 | 2012 est. |
| 1072 | British Virgin Islands | 2.50 | 2012 est. |
| 1073 | British Virgin Islands | 2.50 | 2012 est. |
| 1074 | British Virgin Islands | 2.50 | 2012 est. |
| 1075 | Greece | 2.50 | 2012 est. |
| 1076 | Maldives | 2.50 | 2012 est. |
| 1077 | Grenada | 2.50 | 2012 est. |
| 1078 | Croatia | 2.40 | 2012 est. |
| 1079 | Algeria | 2.40 | 2012 est. |
| 1080 | Aruba | 2.30 | 2012 est. |
| 1081 | Aruba | 2.30 | 2012 est. |
| 1082 | Aruba | 2.30 | 2012 est. |
| 1083 | Egypt | 2.20 | 2012 est. |
| 1084 | Ireland | 2.10 | 2012 est. |
| 1085 | Anguilla | 2.10 | 2012 est. |
| 1086 | Anguilla | 2.10 | 2012 est. |
| 1087 | Kazakhstan | 2.00 | 2012 est. |
| 1088 | Jordan | 2.00 | 2012 est. |
| 1089 | Grenada | 2.00 | 2012 est. |
| 1090 | United Arab Emirates | 2.00 | 2012 est. |
| 1091 | Jordan | 1.90 | 2012 est. |
| 1092 | Jordan | 1.90 | 2012 est. |
| 1093 | Turkmenistan | 1.80 | 2012 est. |
| 1094 | Croatia | 1.80 | 2012 est. |
| 1095 | Grenada | 1.70 | 2012 est. |
| 1096 | Lebanon | 1.70 | 2005 est. |
| 1097 | Serbia | 1.40 | 2012 est. |
| 1098 | Croatia | 1.40 | 2012 est. |
| 1099 | Greece | 1.40 | 2012 est. |
| 1100 | Maldives | 1.30 | 2012 est. |
| 1101 | Lithuania | 1.30 | 2012 est. |
| 1102 | Chile | 1.10 | 2012 est. |
| 1103 | Bosnia and Herzegovina | 1.10 | 2012 est. |
| 1104 | Ireland | 1.00 | 2012 est. |
