CIA - The World Factbook --  Land use   

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Ashmore and Cartier Islands | 100.00 | 2011 |
| 2 | Wake Island | 100.00 | 2011 |
| 3 | Antarctica | 100.00 | 2011 |
| 4 | Navassa Island | 100.00 | 2011 |
| 5 | Bouvet Island | 100.00 | 2011 |
| 6 | Cocos (Keeling) Islands | 100.00 | 2011 |
| 7 | Coral Sea Islands | 100.00 | 2011 |
| 8 | Falkland Islands (Islas Malvinas) | 100.00 | 2011 |
| 9 | Gibraltar | 100.00 | 2011 |
| 10 | Greenland | 100.00 | 2011 |
| 11 | Heard Island and McDonald Islands | 100.00 | 2011 |
| 12 | Howland Island | 100.00 | 2001 |
| 13 | British Indian Ocean Territory | 100.00 | 2011 |
| 14 | Clipperton Island | 100.00 | 2011 |
| 15 | Jan Mayen | 100.00 | 2011 |
| 16 | Christmas Island | 100.00 | 2011 |
| 17 | Macau | 100.00 | 2011 |
| 18 | Norfolk Island | 100.00 | 2011 |
| 19 | Pitcairn Islands | 100.00 | 2011 |
| 20 | Paracel Islands | 100.00 | 2011 |
| 21 | Spratly Islands | 100.00 | 2011 |
| 22 | Svalbard | 100.00 | 2011 |
| 23 | South Georgia and South Sandwich Islands | 100.00 | 2011 |
| 24 | United States Pacific Island Wildlife Refuges | 100.00 | 2011 |
| 25 | Holy See (Vatican City) | 100.00 | 2011 |
| 26 | Anguilla | 100.00 | 2011 |
| 27 | Western Sahara | 99.98 | 2011 |
| 28 | Djibouti | 99.91 | 2011 |
| 29 | Oman | 99.77 | 2011 |
| 30 | Mongolia | 99.61 | 2011 |
| 31 | Suriname | 99.60 | 2011 |
| 32 | Mauritania | 99.55 | 2011 |
| 33 | Botswana | 99.55 | 2011 |
| 34 | New Caledonia | 99.34 | 2011 |
| 35 | Kuwait | 99.10 | 2011 |
| 36 | Bahamas, The | 99.06 | 2011 |
| 37 | Namibia | 99.02 | 2011 |
| 38 | Monaco | 99.00 | 2011 |
