CIA - The World Factbook --  Land use   

This entry contains the percentage shares of total land area for three different types of land use: arable land - land cultivated for crops like wheat, maize, and rice that are replanted after each harvest; permanent crops - land cultivated for crops like citrus, coffee, and rubber that are not replanted after each harvest; includes land under flowering shrubs, fruit trees, nut trees, and vines, but excludes land under trees grown for wood or timber; other - any land not arable or under permanent crops; includes permanent meadows and pastures, forests and woodlands, built-on areas, roads, barren land, etc.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Anguilla | 100.00 | 2005 |
| 2 | Antarctica | 100.00 | 2005 |
| 3 | Bouvet Island | 100.00 | 2005 |
| 4 | Ashmore and Cartier Islands | 100.00 | 2005 |
| 5 | British Indian Ocean Territory | 100.00 | 2005 |
| 6 | Clipperton Island | 100.00 | 2005 |
| 7 | Cocos (Keeling) Islands | 100.00 | 2005 |
| 8 | Coral Sea Islands | 100.00 | 2005 |
| 9 | Falkland Islands (Islas Malvinas) | 100.00 | 2005 |
| 10 | Spratly Islands | 100.00 | 2005 |
| 11 | South Georgia and South Sandwich Islands | 100.00 | 2005 |
| 12 | Paracel Islands | 100.00 | 2005 |
| 13 | Norfolk Island | 100.00 | 2005 |
| 14 | Navassa Island | 100.00 | 2005 |
| 15 | Nauru | 100.00 | 2005 |
| 16 | Monaco | 100.00 | 2005 |
| 17 | Macau | 100.00 | 2005 |
| 18 | Jersey | 100.00 | 2005 |
| 19 | Wake Island | 100.00 | 2005 |
| 20 | United States Pacific Island Wildlife Refuges | 100.00 | 2008 |
| 21 | Tokelau | 100.00 | 2005 |
| 22 | Svalbard | 100.00 | 2005 |
| 23 | Jan Mayen | 100.00 | 2005 |
| 24 | Holy See (Vatican City) | 100.00 | 2005 |
| 25 | Heard Island and McDonald Islands | 100.00 | 2005 |
| 26 | Greenland | 100.00 | 2005 |
| 27 | Gibraltar | 100.00 | 2005 |
| 28 | Christmas Island | 100.00 | 2005 |
| 29 | Western Sahara | 99.98 | 2005 |
