CIA - The World Factbook --  Crude oil - exports   

This entry is the total amount of crude oil exported, in barrels per day (bbl/day).

| Rank | country | (bbl/day) | Date of Information |
| 65 | Burma | 880 | 2009 est. |
| 66 | Georgia | 820 | 2009 est. |
| 67 | Czech Republic | 420 | 2009 est. |
| 68 | Slovakia | 300 | 2009 est. |
| 69 | Ukraine | 160 | 2009 est. |
| 70 | Tajikistan | 80 | 2009 est. |
| 71 | Aruba | 0 | 2009 est. |
| 72 | Antigua and Barbuda | 0 | 2009 est. |
| 73 | Afghanistan | 0 | 2009 est. |
| 74 | Armenia | 0 | 2009 est. |
| 75 | American Samoa | 0 | 2009 est. |
| 76 | Austria | 0 | 2009 est. |
| 77 | Bahrain | 0 | 2009 est. |
| 78 | Barbados | 0 | 2009 est. |
| 79 | Botswana | 0 | 2009 est. |
| 80 | Bermuda | 0 | 2009 est. |
| 81 | Belgium | 0 | 2009 est. |
| 82 | Bahamas, The | 0 | 2009 est. |
| 83 | Bangladesh | 0 | 2009 est. |
| 84 | Belize | 0 | 2009 est. |
| 85 | Bosnia and Herzegovina | 0 | 2009 est. |
| 86 | Bolivia | 0 | 2009 est. |
| 87 | Benin | 0 | 2009 est. |
| 88 | Solomon Islands | 0 | 2009 est. |
| 89 | Bhutan | 0 | 2009 est. |
| 90 | Bulgaria | 0 | 2012 est. |
| 91 | Burundi | 0 | 2009 est. |
| 92 | Cambodia | 0 | 2009 est. |
| 93 | Sri Lanka | 0 | 2012 est. |
| 94 | Chile | 0 | 2009 est. |
| 95 | Cayman Islands | 0 | 2009 est. |
| 96 | Comoros | 0 | 2009 est. |
| 97 | Costa Rica | 0 | 2009 est. |
| 98 | Central African Republic | 0 | 2009 est. |
| 99 | Cuba | 0 | 2009 est. |
| 100 | Cape Verde | 0 | 2009 est. |
| 101 | Cook Islands | 0 | 2009 est. |
| 102 | Cyprus | 0 | 2009 est. |
| 103 | Djibouti | 0 | 2009 est. |
| 104 | Dominica | 0 | 2009 est. |
| 105 | Dominican Republic | 0 | 2009 est. |
| 106 | Ireland | 0 | 2009 est. |
| 107 | Estonia | 0 | 2009 est. |
| 108 | Eritrea | 0 | 2009 est. |
| 109 | El Salvador | 0 | 2009 est. |
| 110 | Ethiopia | 0 | 2009 est. |
| 111 | Finland | 0 | 2009 est. |
| 112 | Fiji | 0 | 2009 est. |
| 113 | Falkland Islands (Islas Malvinas) | 0 | 2009 est. |
| 114 | Faroe Islands | 0 | 2009 est. |
| 115 | French Polynesia | 0 | 2009 est. |
| 116 | France | 0 | 2009 est. |
| 117 | Gambia, The | 0 | 2009 est. |
| 118 | Gibraltar | 0 | 2009 est. |
| 119 | Grenada | 0 | 2009 est. |
| 120 | Greenland | 0 | 2009 est. |
| 121 | Guam | 0 | 2009 est. |
| 122 | Guinea | 0 | 2009 est. |
| 123 | Guyana | 0 | 2009 est. |
| 124 | Haiti | 0 | 2009 est. |
| 125 | Hong Kong | 0 | 2009 est. |
| 126 | Honduras | 0 | 2009 est. |
| 127 | Croatia | 0 | 2009 est. |
| 128 | Hungary | 0 | 2009 est. |
| 129 | Iceland | 0 | 2009 est. |
| 130 | India | 0 | 2009 est. |
| 131 | Israel | 0 | 2009 est. |
| 132 | Japan | 0 | 2009 est. |
| 133 | Jamaica | 0 | 2009 est. |
| 134 | Jordan | 0 | 2009 est. |
| 135 | Kenya | 0 | 2009 est. |
| 136 | Kyrgyzstan | 0 | 2009 est. |
| 137 | Korea, North | 0 | 2009 est. |
| 138 | Kiribati | 0 | 2009 est. |
| 139 | Korea, South | 0 | 2009 est. |
| 140 | Laos | 0 | 2009 est. |
| 141 | Lebanon | 0 | 2009 est. |
| 142 | Latvia | 0 | 2009 est. |
| 143 | Liberia | 0 | 2009 est. |
| 144 | Lesotho | 0 | 2009 est. |
| 145 | Luxembourg | 0 | 2009 est. |
| 146 | Madagascar | 0 | 2009 est. |
| 147 | Macau | 0 | 2009 est. |
| 148 | Moldova | 0 | 2009 est. |
| 149 | Montserrat | 0 | 2009 est. |
| 150 | Malawi | 0 | 2009 est. |
| 151 | Montenegro | 0 | 2009 est. |
| 152 | Macedonia | 0 | 2009 est. |
| 153 | Mali | 0 | 2009 est. |
| 154 | Morocco | 0 | 2009 est. |
| 155 | Mauritius | 0 | 2009 est. |
| 156 | Malta | 0 | 2011 est. |
| 157 | Maldives | 0 | 2012 est. |
| 158 | Mozambique | 0 | 2009 est. |
| 159 | New Caledonia | 0 | 2009 est. |
| 160 | Niue | 0 | 2009 est. |
| 161 | Niger | 0 | 2009 est. |
| 162 | Vanuatu | 0 | 2009 est. |
| 163 | Nepal | 0 | 2009 est. |
| 164 | Nauru | 0 | 2009 est. |
| 165 | Suriname | 0 | 2009 est. |
| 166 | Nicaragua | 0 | 2009 est. |
| 167 | Paraguay | 0 | 2009 est. |
| 168 | Pakistan | 0 | 2009 est. |
| 169 | Panama | 0 | 2009 est. |
| 170 | Portugal | 0 | 2009 est. |
| 171 | Papua New Guinea | 0 | 2009 est. |
| 172 | Guinea-Bissau | 0 | 2009 est. |
| 173 | Serbia | 0 | 2009 est. |
| 174 | Romania | 0 | 2009 est. |
| 175 | Puerto Rico | 0 | 2009 est. |
| 176 | Rwanda | 0 | 2009 est. |
| 177 | Saint Pierre and Miquelon | 0 | 2009 est. |
| 178 | Saint Kitts and Nevis | 0 | 2009 est. |
| 179 | Seychelles | 0 | 2009 est. |
| 180 | South Africa | 0 | 2009 est. |
| 181 | Senegal | 0 | 2009 est. |
| 182 | Saint Helena, Ascension, and Tristan da Cunha | 0 | 2009 est. |
| 183 | Slovenia | 0 | 2009 est. |
| 184 | Sierra Leone | 0 | 2009 est. |
| 185 | Somalia | 0 | 2009 est. |
| 186 | Spain | 0 | 2009 est. |
| 187 | Saint Lucia | 0 | 2009 est. |
| 188 | Sweden | 0 | 2009 est. |
| 189 | Switzerland | 0 | 2011 est. |
| 190 | Turks and Caicos Islands | 0 | 2009 est. |
| 191 | Tonga | 0 | 2009 est. |
| 192 | Togo | 0 | 2009 est. |
| 193 | Sao Tome and Principe | 0 | 2009 est. |
| 194 | Turkey | 0 | 2009 est. |
| 195 | Taiwan | 0 | 2009 est. |
| 196 | Tanzania | 0 | 2009 est. |
| 197 | Uganda | 0 | 2009 est. |
| 198 | Burkina Faso | 0 | 2009 est. |
| 199 | Uruguay | 0 | 2009 est. |
| 200 | Uzbekistan | 0 | 2009 est. |
| 201 | Saint Vincent and the Grenadines | 0 | 2009 est. |
| 202 | British Virgin Islands | 0 | 2009 est. |
| 203 | Virgin Islands | 0 | 2009 est. |
| 204 | Namibia | 0 | 2009 est. |
| 205 | West Bank | 0 | 2009 est. |
| 206 | Western Sahara | 0 | 2009 est. |
| 207 | Samoa | 0 | 2009 est. |
| 208 | Swaziland | 0 | 2009 est. |
| 209 | Zambia | 0 | 2009 est. |
| 210 | Zimbabwe | 0 | 2009 est. |
