CIA - The World Factbook --  Sex ratio   

This entry includes the number of males for each female in five age groups - at birth, under 15 years, 15-64 years, 65 years and over, and for the total population. Sex ratio at birth has recently emerged as an indicator of certain kinds of sex discrimination in some countries. For instance, high sex ratios at birth in some Asian countries are now attributed to sex-selective abortion and infanticide due to a strong preference for sons. This will affect future marriage patterns and fertility patterns. Eventually, it could cause unrest among young adult males who are unable to find partners.

| Rank | country | (male(s)/female) | Date of Information |
| 88 | Samoa | 1.07 | 2010 est. |
| 89 | Pakistan | 1.07 | 2010 est. |
| 90 | Korea, South | 1.07 | 2010 est. |
| 91 | Ireland | 1.07 | 2010 est. |
| 92 | India | 1.07 | 2010 est. |
| 93 | French Polynesia | 1.07 | 2010 est. |
| 94 | Faroe Islands | 1.07 | 2010 est. |
| 95 | Cook Islands | 1.07 | 2010 est. |
| 96 | Bosnia and Herzegovina | 1.07 | 2010 est. |
| 97 | British Virgin Islands | 1.07 | 2010 est. |
| 98 | Turks and Caicos Islands | 1.07 | 2010 est. |
| 99 | Tunisia | 1.07 | 2010 est. |
| 100 | Luxembourg | 1.07 | 2010 est. |
| 101 | Faroe Islands | 1.07 | 2010 est. |
| 102 | Malaysia | 1.07 | 2010 est. |
| 103 | Suriname | 1.07 | 2010 est. |
| 104 | Portugal | 1.07 | 2010 est. |
| 105 | Andorra | 1.07 | 2010 est. |
| 106 | Luxembourg | 1.07 | 2010 est. |
| 107 | Italy | 1.07 | 2010 est. |
| 108 | Slovenia | 1.07 | 2010 est. |
| 109 | Palau | 1.07 | 2010 est. |
| 110 | Serbia | 1.07 | 2010 est. |
| 111 | Ukraine | 1.07 | 2010 est. |
| 112 | Spain | 1.07 | 2010 est. |
| 113 | Greece | 1.06 | 2010 est. |
| 114 | Estonia | 1.06 | 2010 est. |
| 115 | Belarus | 1.06 | 2010 est. |
| 116 | American Samoa | 1.06 | 2010 est. |
| 117 | Sweden | 1.06 | 2010 est. |
| 118 | Poland | 1.06 | 2010 est. |
| 119 | Andorra | 1.06 | 2010 est. |
| 120 | European Union | 1.06 | 2009 est. |
| 121 | European Union | 1.06 | 2009 est. |
| 122 | West Bank | 1.06 | 2010 est. |
| 123 | Uzbekistan | 1.06 | 2010 est. |
| 124 | Ukraine | 1.06 | 2010 est. |
| 125 | Tuvalu | 1.06 | 2010 est. |
| 126 | Trinidad and Tobago | 1.06 | 2010 est. |
| 127 | Syria | 1.06 | 2010 est. |
| 128 | Sweden | 1.06 | 2010 est. |
| 129 | Spain | 1.06 | 2010 est. |
| 130 | Slovenia | 1.06 | 2010 est. |
| 131 | Samoa | 1.06 | 2010 est. |
| 132 | Saint Vincent and the Grenadines | 1.06 | 2010 est. |
| 133 | Saint Pierre and Miquelon | 1.06 | 2010 est. |
| 134 | Saint Barthelemy | 1.06 | 2010 est. |
| 135 | Russia | 1.06 | 2010 est. |
| 136 | Russia | 1.06 | 2010 est. |
| 137 | Romania | 1.06 | 2010 est. |
| 138 | Qatar | 1.06 | 2010 est. |
| 139 | Poland | 1.06 | 2010 est. |
| 140 | Papua New Guinea | 1.06 | 2010 est. |
| 141 | Papua New Guinea | 1.06 | 2010 est. |
| 142 | Palau | 1.06 | 2010 est. |
| 143 | Pakistan | 1.06 | 2010 est. |
| 144 | Oman | 1.06 | 2010 est. |
| 145 | Nigeria | 1.06 | 2010 est. |
| 146 | Moldova | 1.06 | 2010 est. |
| 147 | Malaysia | 1.06 | 2010 est. |
| 148 | French Polynesia | 1.06 | 2010 est. |
| 149 | Estonia | 1.06 | 2010 est. |
| 150 | Czech Republic | 1.06 | 2010 est. |
| 151 | Cyprus | 1.06 | 2010 est. |
| 152 | Cuba | 1.06 | 2010 est. |
| 153 | Cuba | 1.06 | 2010 est. |
| 154 | Croatia | 1.06 | 2010 est. |
| 155 | Colombia | 1.06 | 2010 est. |
| 156 | China | 1.06 | 2010 est. |
| 157 | Lithuania | 1.06 | 2010 est. |
| 158 | Libya | 1.06 | 2010 est. |
| 159 | Kosovo | 1.06 | 2010 est. |
| 160 | Korea, North | 1.06 | 2010 est. |
| 161 | Jordan | 1.06 | 2010 est. |
| 162 | Jordan | 1.06 | 2010 est. |
| 163 | Jersey | 1.06 | 2010 est. |
| 164 | Japan | 1.06 | 2010 est. |
| 165 | Italy | 1.06 | 2010 est. |
| 166 | Hungary | 1.06 | 2010 est. |
| 167 | Greece | 1.06 | 2010 est. |
| 168 | Gibraltar | 1.06 | 2010 est. |
| 169 | Gaza Strip | 1.06 | 2010 est. |
| 170 | Gaza Strip | 1.06 | 2010 est. |
| 171 | China | 1.06 | 2010 est. |
| 172 | Burma | 1.06 | 2010 est. |
| 173 | Bulgaria | 1.06 | 2010 est. |
| 174 | Brunei | 1.06 | 2010 est. |
| 175 | Belarus | 1.06 | 2010 est. |
| 176 | Czech Republic | 1.06 | 2010 est. |
| 177 | Moldova | 1.06 | 2010 est. |
| 178 | Virgin Islands | 1.06 | 2010 est. |
| 179 | Northern Mariana Islands | 1.06 | 2010 est. |
| 180 | Kazakhstan | 1.06 | 2010 est. |
| 181 | Malta | 1.06 | 2010 est. |
| 182 | Hungary | 1.06 | 2010 est. |
| 183 | Ireland | 1.06 | 2010 est. |
| 184 | Lithuania | 1.06 | 2010 est. |
| 185 | Wallis and Futuna | 1.06 | 2010 est. |
| 186 | Canada | 1.06 | 2010 est. |
| 187 | Japan | 1.06 | 2010 est. |
| 188 | Qatar | 1.06 | 2010 est. |
| 189 | Australia | 1.06 | 2010 est. |
| 190 | Saint Lucia | 1.06 | 2010 est. |
| 191 | Germany | 1.06 | 2010 est. |
| 192 | Denmark | 1.06 | 2010 est. |
| 193 | Croatia | 1.06 | 2010 est. |
| 194 | Latvia | 1.05 | 2010 est. |
| 195 | Switzerland | 1.05 | 2010 est. |
| 196 | Thailand | 1.05 | 2010 est. |
| 197 | Norway | 1.05 | 2010 est. |
| 198 | Greenland | 1.05 | 2010 est. |
| 199 | Kyrgyzstan | 1.05 | 2010 est. |
| 200 | Saint Barthelemy | 1.05 | 2010 est. |
| 201 | Argentina | 1.05 | 2010 est. |
| 202 | Netherlands | 1.05 | 2010 est. |
| 203 | United Kingdom | 1.05 | 2010 est. |
| 204 | Austria | 1.05 | 2010 est. |
| 205 | France | 1.05 | 2010 est. |
| 206 | Tuvalu | 1.05 | 2010 est. |
| 207 | Slovakia | 1.05 | 2010 est. |
| 208 | Afghanistan | 1.05 | 2010 est. |
| 209 | Afghanistan | 1.05 | 2010 est. |
| 210 | Albania | 1.05 | 2010 est. |
| 211 | Afghanistan | 1.05 | 2010 est. |
| 212 | Algeria | 1.05 | 2010 est. |
| 213 | Afghanistan | 1.05 | 2010 est. |
| 214 | British Virgin Islands | 1.05 | 2010 est. |
| 215 | Brazil | 1.05 | 2010 est. |
| 216 | Bolivia | 1.05 | 2010 est. |
| 217 | Bhutan | 1.05 | 2010 est. |
| 218 | Benin | 1.05 | 2010 est. |
| 219 | Belize | 1.05 | 2010 est. |
| 220 | Austria | 1.05 | 2010 est. |
| 221 | Australia | 1.05 | 2010 est. |
| 222 | Argentina | 1.05 | 2010 est. |
| 223 | Colombia | 1.05 | 2010 est. |
| 224 | Chile | 1.05 | 2010 est. |
| 225 | Chile | 1.05 | 2010 est. |
| 226 | Canada | 1.05 | 2010 est. |
| 227 | Bulgaria | 1.05 | 2010 est. |
| 228 | British Virgin Islands | 1.05 | 2010 est. |
| 229 | Antigua and Barbuda | 1.05 | 2010 est. |
| 230 | Anguilla | 1.05 | 2010 est. |
| 231 | Yemen | 1.05 | 2010 est. |
| 232 | West Bank | 1.05 | 2010 est. |
| 233 | West Bank | 1.05 | 2010 est. |
| 234 | Venezuela | 1.05 | 2010 est. |
| 235 | Vanuatu | 1.05 | 2010 est. |
| 236 | Vanuatu | 1.05 | 2010 est. |
| 237 | Uzbekistan | 1.05 | 2010 est. |
| 238 | United Kingdom | 1.05 | 2010 est. |
| 239 | United Arab Emirates | 1.05 | 2010 est. |
| 240 | United Arab Emirates | 1.05 | 2010 est. |
| 241 | Turkmenistan | 1.05 | 2010 est. |
| 242 | Turkey | 1.05 | 2010 est. |
| 243 | Turkey | 1.05 | 2010 est. |
| 244 | Trinidad and Tobago | 1.05 | 2010 est. |
| 245 | Tonga | 1.05 | 2010 est. |
| 246 | Timor-Leste | 1.05 | 2010 est. |
| 247 | Thailand | 1.05 | 2010 est. |
| 248 | Tajikistan | 1.05 | 2010 est. |
| 249 | Syria | 1.05 | 2010 est. |
| 250 | Sudan | 1.05 | 2010 est. |
| 251 | Sudan | 1.05 | 2010 est. |
| 252 | Solomon Islands | 1.05 | 2010 est. |
| 253 | Slovakia | 1.05 | 2010 est. |
| 254 | Seychelles | 1.05 | 2010 est. |
| 255 | Saudi Arabia | 1.05 | 2010 est. |
| 256 | Samoa | 1.05 | 2010 est. |
| 257 | Saint Lucia | 1.05 | 2010 est. |
| 258 | Romania | 1.05 | 2010 est. |
| 259 | Puerto Rico | 1.05 | 2010 est. |
| 260 | Philippines | 1.05 | 2010 est. |
| 261 | Paraguay | 1.05 | 2010 est. |
| 262 | Papua New Guinea | 1.05 | 2010 est. |
| 263 | Pakistan | 1.05 | 2010 est. |
| 264 | Oman | 1.05 | 2010 est. |
| 265 | Oman | 1.05 | 2010 est. |
| 266 | Nigeria | 1.05 | 2010 est. |
| 267 | Nicaragua | 1.05 | 2010 est. |
| 268 | New Zealand | 1.05 | 2010 est. |
| 269 | New Caledonia | 1.05 | 2010 est. |
| 270 | Netherlands | 1.05 | 2010 est. |
| 271 | Morocco | 1.05 | 2010 est. |
| 272 | Mongolia | 1.05 | 2010 est. |
| 273 | Monaco | 1.05 | 2010 est. |
| 274 | Micronesia, Federated States of | 1.05 | 2010 est. |
| 275 | Mexico | 1.05 | 2010 est. |
| 276 | Mayotte | 1.05 | 2010 est. |
| 277 | Mauritius | 1.05 | 2010 est. |
| 278 | Marshall Islands | 1.05 | 2010 est. |
| 279 | Malta | 1.05 | 2010 est. |
| 280 | Maldives | 1.05 | 2010 est. |
| 281 | Macau | 1.05 | 2010 est. |
| 282 | Libya | 1.05 | 2010 est. |
| 283 | Libya | 1.05 | 2010 est. |
| 284 | Lebanon | 1.05 | 2010 est. |
| 285 | Lebanon | 1.05 | 2010 est. |
| 286 | Latvia | 1.05 | 2010 est. |
| 287 | Kiribati | 1.05 | 2010 est. |
| 288 | Jamaica | 1.05 | 2010 est. |
| 289 | Israel | 1.05 | 2010 est. |
| 290 | Israel | 1.05 | 2010 est. |
| 291 | Isle of Man | 1.05 | 2010 est. |
| 292 | Iraq | 1.05 | 2010 est. |
| 293 | Iran | 1.05 | 2010 est. |
| 294 | Iran | 1.05 | 2010 est. |
| 295 | Indonesia | 1.05 | 2010 est. |
| 296 | Honduras | 1.05 | 2010 est. |
| 297 | Guyana | 1.05 | 2010 est. |
| 298 | Guatemala | 1.05 | 2010 est. |
| 299 | Grenada | 1.05 | 2010 est. |
| 300 | Greenland | 1.05 | 2010 est. |
| 301 | Germany | 1.05 | 2010 est. |
| 302 | Gaza Strip | 1.05 | 2010 est. |
| 303 | Fiji | 1.05 | 2010 est. |
| 304 | Ecuador | 1.05 | 2010 est. |
| 305 | Dominica | 1.05 | 2010 est. |
| 306 | Dominica | 1.05 | 2010 est. |
| 307 | Denmark | 1.05 | 2010 est. |
| 308 | Cyprus | 1.05 | 2010 est. |
| 309 | Curacao | 1.05 | 2010 |
| 310 | Costa Rica | 1.05 | 2010 est. |
| 311 | Costa Rica | 1.05 | 2010 est. |
| 312 | Angola | 1.05 | 2010 est. |
| 313 | French Polynesia | 1.05 | 2010 est. |
| 314 | France | 1.05 | 2010 est. |
| 315 | El Salvador | 1.05 | 2010 est. |
| 316 | El Salvador | 1.05 | 2010 est. |
| 317 | Egypt | 1.05 | 2010 est. |
| 318 | Egypt | 1.05 | 2010 est. |
| 319 | Guernsey | 1.05 | 2010 est. |
| 320 | Saint Helena, Ascension, and Tristan da Cunha | 1.05 | 2010 est. |
| 321 | Monaco | 1.05 | 2010 est. |
| 322 | New Zealand | 1.05 | 2010 est. |
| 323 | Brunei | 1.05 | 2010 est. |
| 324 | United States | 1.05 | 2010 est. |
| 325 | Turks and Caicos Islands | 1.05 | 2010 est. |
| 326 | Cook Islands | 1.05 | 2010 est. |
| 327 | Peru | 1.05 | 2010 est. |
| 328 | Belgium | 1.05 | 2010 est. |
| 329 | British Virgin Islands | 1.05 | 2010 est. |
| 330 | Cambodia | 1.05 | 2010 est. |
| 331 | Panama | 1.05 | 2010 est. |
| 332 | Sri Lanka | 1.04 | 2010 est. |
| 333 | Kuwait | 1.04 | 2010 est. |
| 334 | Albania | 1.04 | 2010 est. |
| 335 | Algeria | 1.04 | 2010 est. |
| 336 | American Samoa | 1.04 | 2010 est. |
| 337 | Libya | 1.04 | 2010 est. |
| 338 | Laos | 1.04 | 2010 est. |
| 339 | Kyrgyzstan | 1.04 | 2010 est. |
| 340 | Kuwait | 1.04 | 2010 est. |
| 341 | Korea, South | 1.04 | 2010 est. |
| 342 | Kiribati | 1.04 | 2010 est. |
| 343 | Kazakhstan | 1.04 | 2010 est. |
| 344 | Jordan | 1.04 | 2010 est. |
| 345 | Iraq | 1.04 | 2010 est. |
| 346 | Indonesia | 1.04 | 2010 est. |
| 347 | Iceland | 1.04 | 2010 est. |
| 348 | Honduras | 1.04 | 2010 est. |
| 349 | Finland | 1.04 | 2010 est. |
| 350 | Finland | 1.04 | 2010 est. |
| 351 | Fiji | 1.04 | 2010 est. |
| 352 | Dominica | 1.04 | 2010 est. |
| 353 | Cyprus | 1.04 | 2010 est. |
| 354 | Cote d'Ivoire | 1.04 | 2010 est. |
| 355 | Chad | 1.04 | 2010 est. |
| 356 | Burma | 1.04 | 2010 est. |
| 357 | Brazil | 1.04 | 2010 est. |
| 358 | Botswana | 1.04 | 2010 est. |
| 359 | Bolivia | 1.04 | 2010 est. |
| 360 | Bhutan | 1.04 | 2010 est. |
| 361 | Guyana | 1.04 | 2010 est. |
| 362 | Guatemala | 1.04 | 2010 est. |
| 363 | Grenada | 1.04 | 2010 est. |
| 364 | Germany | 1.04 | 2010 est. |
| 365 | Gaza Strip | 1.04 | 2010 est. |
| 366 | French Polynesia | 1.04 | 2010 est. |
| 367 | Ecuador | 1.04 | 2010 est. |
| 368 | Dominican Republic | 1.04 | 2010 est. |
| 369 | Dominican Republic | 1.04 | 2010 est. |
| 370 | Dominican Republic | 1.04 | 2010 est. |
| 371 | Yemen | 1.04 | 2010 est. |
| 372 | Western Sahara | 1.04 | 2010 est. |
| 373 | West Bank | 1.04 | 2010 est. |
| 374 | Virgin Islands | 1.04 | 2010 est. |
| 375 | Vanuatu | 1.04 | 2010 est. |
| 376 | Vanuatu | 1.04 | 2010 est. |
| 377 | Vanuatu | 1.04 | 2010 est. |
| 378 | United States | 1.04 | 2010 est. |
| 379 | Turks and Caicos Islands | 1.04 | 2010 est. |
| 380 | Tonga | 1.04 | 2010 est. |
| 381 | Timor-Leste | 1.04 | 2010 est. |
| 382 | Tajikistan | 1.04 | 2010 est. |
| 383 | Suriname | 1.04 | 2010 est. |
| 384 | Sudan | 1.04 | 2010 est. |
| 385 | Sri Lanka | 1.04 | 2010 est. |
| 386 | Solomon Islands | 1.04 | 2010 est. |
| 387 | Saudi Arabia | 1.04 | 2010 est. |
| 388 | Saint Pierre and Miquelon | 1.04 | 2010 est. |
| 389 | Saint Martin | 1.04 | 2010 est. |
| 390 | Saint Helena, Ascension, and Tristan da Cunha | 1.04 | 2010 est. |
| 391 | Saint Helena, Ascension, and Tristan da Cunha | 1.04 | 2010 est. |
| 392 | Puerto Rico | 1.04 | 2010 est. |
| 393 | Philippines | 1.04 | 2010 est. |
| 394 | Peru | 1.04 | 2010 est. |
| 395 | Panama | 1.04 | 2010 est. |
| 396 | Norway | 1.04 | 2010 est. |
| 397 | Nigeria | 1.04 | 2010 est. |
| 398 | Nigeria | 1.04 | 2010 est. |
| 399 | Nicaragua | 1.04 | 2010 est. |
| 400 | New Caledonia | 1.04 | 2010 est. |
| 401 | Nepal | 1.04 | 2010 est. |
| 402 | Nepal | 1.04 | 2010 est. |
| 403 | Nauru | 1.04 | 2010 est. |
| 404 | Mongolia | 1.04 | 2010 est. |
| 405 | Mexico | 1.04 | 2010 est. |
| 406 | Mauritius | 1.04 | 2010 est. |
| 407 | Marshall Islands | 1.04 | 2010 est. |
| 408 | Marshall Islands | 1.04 | 2010 est. |
| 409 | Marshall Islands | 1.04 | 2010 est. |
| 410 | Maldives | 1.04 | 2010 est. |
| 411 | Benin | 1.04 | 2010 est. |
| 412 | Belize | 1.04 | 2010 est. |
| 413 | Belgium | 1.04 | 2010 est. |
| 414 | Bangladesh | 1.04 | 2010 est. |
| 415 | Uruguay | 1.04 | 2010 est. |
| 416 | Montserrat | 1.03 | 2010 est. |
| 417 | Anguilla | 1.03 | 2010 est. |
| 418 | Seychelles | 1.03 | 2010 est. |
| 419 | American Samoa | 1.03 | 2010 est. |
| 420 | Antigua and Barbuda | 1.03 | 2010 est. |
| 421 | Australia | 1.03 | 2010 est. |
| 422 | Madagascar | 1.03 | 2010 est. |
| 423 | Liberia | 1.03 | 2010 est. |
| 424 | Liberia | 1.03 | 2010 est. |
| 425 | Lesotho | 1.03 | 2010 est. |
| 426 | Korea, North | 1.03 | 2010 est. |
| 427 | Jordan | 1.03 | 2010 est. |
| 428 | Jamaica | 1.03 | 2010 est. |
| 429 | Italy | 1.03 | 2010 est. |
| 430 | Israel | 1.03 | 2010 est. |
| 431 | Iraq | 1.03 | 2010 est. |
| 432 | Iraq | 1.03 | 2010 est. |
| 433 | Iceland | 1.03 | 2010 est. |
| 434 | Guinea-Bissau | 1.03 | 2010 est. |
| 435 | Guinea | 1.03 | 2010 est. |
| 436 | Guernsey | 1.03 | 2010 est. |
| 437 | Gabon | 1.03 | 2010 est. |
| 438 | Ethiopia | 1.03 | 2010 est. |
| 439 | Eritrea | 1.03 | 2010 est. |
| 440 | Equatorial Guinea | 1.03 | 2010 est. |
| 441 | Equatorial Guinea | 1.03 | 2010 est. |
| 442 | Egypt | 1.03 | 2010 est. |
| 443 | Egypt | 1.03 | 2010 est. |
| 444 | Dominican Republic | 1.03 | 2010 est. |
| 445 | Comoros | 1.03 | 2010 est. |
| 446 | Greenland | 1.03 | 2010 est. |
| 447 | Ghana | 1.03 | 2010 est. |
| 448 | Gambia, The | 1.03 | 2010 est. |
| 449 | Chad | 1.03 | 2010 est. |
| 450 | Central African Republic | 1.03 | 2010 est. |
| 451 | Cape Verde | 1.03 | 2010 est. |
| 452 | Cameroon | 1.03 | 2010 est. |
| 453 | Burundi | 1.03 | 2010 est. |
| 454 | Burkina Faso | 1.03 | 2010 est. |
| 455 | British Virgin Islands | 1.03 | 2010 est. |
| 456 | Botswana | 1.03 | 2010 est. |
| 457 | Zimbabwe | 1.03 | 2010 est. |
| 458 | Zambia | 1.03 | 2010 est. |
| 459 | Yemen | 1.03 | 2010 est. |
| 460 | Yemen | 1.03 | 2010 est. |
| 461 | Venezuela | 1.03 | 2010 est. |
| 462 | Uruguay | 1.03 | 2010 est. |
| 463 | United Kingdom | 1.03 | 2010 est. |
| 464 | Uganda | 1.03 | 2010 est. |
| 465 | Somalia | 1.03 | 2010 est. |
| 466 | Sierra Leone | 1.03 | 2010 est. |
| 467 | Seychelles | 1.03 | 2010 est. |
| 468 | Senegal | 1.03 | 2010 est. |
| 469 | Saudi Arabia | 1.03 | 2010 est. |
| 470 | Sao Tome and Principe | 1.03 | 2010 est. |
| 471 | Sao Tome and Principe | 1.03 | 2010 est. |
| 472 | Saint Vincent and the Grenadines | 1.03 | 2010 est. |
| 473 | Saint Vincent and the Grenadines | 1.03 | 2010 est. |
| 474 | Togo | 1.03 | 2010 est. |
| 475 | Timor-Leste | 1.03 | 2010 est. |
| 476 | Timor-Leste | 1.03 | 2010 est. |
| 477 | Tanzania | 1.03 | 2010 est. |
| 478 | Syria | 1.03 | 2010 est. |
| 479 | Syria | 1.03 | 2010 est. |
| 480 | Swaziland | 1.03 | 2010 est. |
| 481 | Sudan | 1.03 | 2010 est. |
| 482 | Saint Pierre and Miquelon | 1.03 | 2010 est. |
| 483 | Saint Kitts and Nevis | 1.03 | 2010 est. |
| 484 | Rwanda | 1.03 | 2010 est. |
| 485 | Paraguay | 1.03 | 2010 est. |
| 486 | Papua New Guinea | 1.03 | 2010 est. |
| 487 | Norway | 1.03 | 2010 est. |
| 488 | Niger | 1.03 | 2010 est. |
| 489 | Mayotte | 1.03 | 2010 est. |
| 490 | Mauritania | 1.03 | 2010 est. |
| 491 | Malta | 1.03 | 2010 est. |
| 492 | Mali | 1.03 | 2010 est. |
| 493 | Djibouti | 1.03 | 2010 est. |
| 494 | Cote d'Ivoire | 1.03 | 2010 est. |
| 495 | Cote d'Ivoire | 1.03 | 2010 est. |
| 496 | Congo, Republic of the | 1.03 | 2010 est. |
| 497 | Congo, Democratic Republic of the | 1.03 | 2010 est. |
| 498 | Namibia | 1.03 | 2010 est. |
| 499 | Namibia | 1.03 | 2010 est. |
| 500 | Morocco | 1.03 | 2010 est. |
| 501 | Micronesia, Federated States of | 1.03 | 2010 est. |
| 502 | Belize | 1.03 | 2010 est. |
| 503 | Bahamas, The | 1.03 | 2010 est. |
| 504 | Bahrain | 1.03 | 2010 est. |
| 505 | Bahamas, The | 1.03 | 2010 est. |
| 506 | Angola | 1.03 | 2010 est. |
| 507 | Trinidad and Tobago | 1.03 | 2010 est. |
| 508 | Aruba | 1.02 | 2010 est. |
| 509 | Algeria | 1.02 | 2010 est. |
| 510 | American Samoa | 1.02 | 2010 est. |
| 511 | Taiwan | 1.02 | 2010 est. |
| 512 | Taiwan | 1.02 | 2010 est. |
| 513 | Zimbabwe | 1.02 | 2010 est. |
| 514 | Western Sahara | 1.02 | 2010 est. |
| 515 | Wallis and Futuna | 1.02 | 2010 est. |
| 516 | South Africa | 1.02 | 2010 est. |
| 517 | Solomon Islands | 1.02 | 2010 est. |
| 518 | Solomon Islands | 1.02 | 2010 est. |
| 519 | Slovenia | 1.02 | 2010 est. |
| 520 | Saint Vincent and the Grenadines | 1.02 | 2010 est. |
| 521 | Macedonia | 1.02 | 2010 est. |
| 522 | Kenya | 1.02 | 2010 est. |
| 523 | Japan | 1.02 | 2010 est. |
| 524 | Iran | 1.02 | 2010 est. |
| 525 | Turkmenistan | 1.02 | 2010 est. |
| 526 | Turkey | 1.02 | 2010 est. |
| 527 | Turkey | 1.02 | 2010 est. |
| 528 | Trinidad and Tobago | 1.02 | 2010 est. |
| 529 | Switzerland | 1.02 | 2010 est. |
| 530 | Sweden | 1.02 | 2010 est. |
| 531 | Swaziland | 1.02 | 2010 est. |
| 532 | South Africa | 1.02 | 2010 est. |
| 533 | Iran | 1.02 | 2010 est. |
| 534 | Iceland | 1.02 | 2010 est. |
| 535 | Haiti | 1.02 | 2010 est. |
| 536 | Guinea | 1.02 | 2010 est. |
