CIA - The World Factbook --  Sex ratio   

This entry includes the number of males for each female in five age groups - at birth, under 15 years, 15-64 years, 65 years and over, and for the total population. Sex ratio at birth has recently emerged as an indicator of certain kinds of sex discrimination in some countries. For instance, high sex ratios at birth in some Asian countries are now attributed to sex-selective abortion and infanticide due to a strong preference for sons. This will affect future marriage patterns and fertility patterns. Eventually, it could cause unrest among young adult males who are unable to find partners.

| Rank | country | (male(s)/female) | Date of Information |
| 115 | Faroe Islands | 1.08 | 2013 est. |
| 116 | Wallis and Futuna | 1.08 | 2013 est. |
| 117 | Saint Vincent and the Grenadines | 1.08 | 2013 est. |
| 118 | Faroe Islands | 1.08 | 2013 est. |
| 119 | Saint Martin | 1.08 | 2013 est. |
| 120 | Japan | 1.08 | 2013 est. |
| 121 | India | 1.08 | 2013 est. |
| 122 | Isle of Man | 1.08 | 2013 est. |
| 123 | Libya | 1.08 | 2013 est. |
| 124 | Guernsey | 1.08 | 2013 est. |
| 125 | Monaco | 1.08 | 2013 est. |
| 126 | Macedonia | 1.08 | 2013 est. |
| 127 | Sint Maarten | 1.08 | 2013 est. |
| 128 | Papua New Guinea | 1.08 | 2013 est. |
| 129 | Spain | 1.08 | 2013 est. |
| 130 | Trinidad and Tobago | 1.08 | 2013 est. |
| 131 | Curacao | 1.08 | 2013 est. |
| 132 | Macedonia | 1.08 | 2013 est. |
| 133 | Jersey | 1.07 | 2013 est. |
| 134 | Trinidad and Tobago | 1.07 | 2013 est. |
| 135 | Singapore | 1.07 | 2013 est. |
| 136 | Taiwan | 1.07 | 2013 est. |
| 137 | Vanuatu | 1.07 | 2013 est. |
| 138 | Taiwan | 1.07 | 2013 est. |
| 139 | Namibia | 1.07 | 2013 est. |
| 140 | Bosnia and Herzegovina | 1.07 | 2013 est. |
| 141 | Hong Kong | 1.07 | 2013 est. |
| 142 | Cook Islands | 1.07 | 2013 est. |
| 143 | Tunisia | 1.07 | 2013 est. |
| 144 | Guam | 1.07 | 2013 est. |
| 145 | Faroe Islands | 1.07 | 2013 est. |
| 146 | Gibraltar | 1.07 | 2013 est. |
| 147 | Saint Pierre and Miquelon | 1.07 | 2013 est. |
| 148 | Malaysia | 1.07 | 2013 est. |
| 149 | Faroe Islands | 1.07 | 2013 est. |
| 150 | Brunei | 1.07 | 2013 est. |
| 151 | Nauru | 1.07 | 2013 est. |
| 152 | Vietnam | 1.07 | 2013 est. |
| 153 | Hong Kong | 1.07 | 2013 est. |
| 154 | Andorra | 1.07 | 2013 est. |
| 155 | Korea, South | 1.07 | 2013 est. |
| 156 | Tunisia | 1.07 | 2013 est. |
| 157 | Montenegro | 1.07 | 2013 est. |
| 158 | Pakistan | 1.07 | 2013 est. |
| 159 | Portugal | 1.07 | 2013 est. |
| 160 | Kyrgyzstan | 1.07 | 2013 est. |
| 161 | Palau | 1.07 | 2013 est. |
| 162 | Somalia | 1.07 | 2013 est. |
| 163 | Serbia | 1.07 | 2013 est. |
| 164 | Slovenia | 1.07 | 2013 est. |
| 165 | Samoa | 1.07 | 2013 est. |
| 166 | South Africa | 1.07 | 2013 est. |
| 167 | Timor-Leste | 1.07 | 2013 est. |
| 168 | Spain | 1.07 | 2013 est. |
| 169 | Ukraine | 1.07 | 2013 est. |
| 170 | Andorra | 1.07 | 2013 est. |
| 171 | Andorra | 1.07 | 2013 est. |
| 172 | Brunei | 1.07 | 2013 est. |
| 173 | Bosnia and Herzegovina | 1.07 | 2013 est. |
| 174 | Bosnia and Herzegovina | 1.07 | 2013 est. |
| 175 | French Polynesia | 1.07 | 2013 est. |
| 176 | Moldova | 1.07 | 2013 est. |
| 177 | Luxembourg | 1.07 | 2013 est. |
| 178 | Niger | 1.07 | 2013 est. |
| 179 | Serbia | 1.07 | 2013 est. |
| 180 | Luxembourg | 1.06 | 2013 est. |
| 181 | Slovenia | 1.06 | 2013 est. |
| 182 | Moldova | 1.06 | 2013 est. |
| 183 | Macedonia | 1.06 | 2013 est. |
| 184 | Hungary | 1.06 | 2013 est. |
| 185 | Greece | 1.06 | 2013 est. |
| 186 | Guyana | 1.06 | 2013 est. |
| 187 | Gibraltar | 1.06 | 2013 est. |
| 188 | Libya | 1.06 | 2013 est. |
| 189 | French Polynesia | 1.06 | 2013 est. |
| 190 | Grenada | 1.06 | 2013 est. |
| 191 | Estonia | 1.06 | 2013 est. |
| 192 | Palau | 1.06 | 2013 est. |
| 193 | Greece | 1.06 | 2013 est. |
| 194 | Sudan | 1.06 | 2013 est. |
| 195 | Kosovo | 1.06 | 2013 est. |
| 196 | Estonia | 1.06 | 2013 est. |
| 197 | Sweden | 1.06 | 2013 est. |
| 198 | Serbia | 1.06 | 2013 est. |
| 199 | Spain | 1.06 | 2013 est. |
| 200 | China | 1.06 | 2013 est. |
| 201 | Solomon Islands | 1.06 | 2013 est. |
| 202 | Switzerland | 1.06 | 2013 est. |
| 203 | Jersey | 1.06 | 2013 est. |
| 204 | Sweden | 1.06 | 2013 est. |
| 205 | Dominica | 1.06 | 2013 est. |
| 206 | Poland | 1.06 | 2013 est. |
| 207 | Grenada | 1.06 | 2013 est. |
| 208 | Northern Mariana Islands | 1.06 | 2013 est. |
| 209 | Cuba | 1.06 | 2013 est. |
| 210 | Cyprus | 1.06 | 2013 est. |
| 211 | Burma | 1.06 | 2013 est. |
| 212 | Belarus | 1.06 | 2013 est. |
| 213 | Belarus | 1.06 | 2013 est. |
| 214 | Bulgaria | 1.06 | 2013 est. |
| 215 | Azerbaijan | 1.06 | 2013 est. |
| 216 | Uzbekistan | 1.06 | 2013 est. |
| 217 | West Bank | 1.06 | 2013 est. |
| 218 | West Bank | 1.06 | 2013 est. |
| 219 | Syria | 1.06 | 2013 est. |
| 220 | Russia | 1.06 | 2013 est. |
| 221 | Romania | 1.06 | 2013 est. |
| 222 | Nigeria | 1.06 | 2013 est. |
| 223 | Moldova | 1.06 | 2013 est. |
| 224 | Jordan | 1.06 | 2013 est. |
| 225 | Guam | 1.06 | 2013 est. |
| 226 | Gaza Strip | 1.06 | 2013 est. |
| 227 | European Union | 1.06 | 2013 est. |
| 228 | Colombia | 1.06 | 2013 est. |
| 229 | American Samoa | 1.06 | 2013 est. |
| 230 | Malaysia | 1.06 | 2013 est. |
| 231 | India | 1.06 | 2013 est. |
| 232 | Iran | 1.06 | 2013 est. |
| 233 | Italy | 1.06 | 2013 est. |
| 234 | Jordan | 1.06 | 2013 est. |
| 235 | Grenada | 1.06 | 2013 est. |
| 236 | Czech Republic | 1.06 | 2013 est. |
| 237 | French Polynesia | 1.06 | 2013 est. |
| 238 | Virgin Islands | 1.06 | 2013 est. |
| 239 | Switzerland | 1.06 | 2013 est. |
| 240 | Timor-Leste | 1.06 | 2013 est. |
| 241 | Poland | 1.06 | 2013 est. |
| 242 | Malta | 1.06 | 2013 est. |
| 243 | American Samoa | 1.06 | 2013 est. |
| 244 | Canada | 1.06 | 2013 est. |
| 245 | Jordan | 1.06 | 2013 est. |
| 246 | Hungary | 1.06 | 2013 est. |
| 247 | Czech Republic | 1.06 | 2013 est. |
| 248 | Cuba | 1.06 | 2013 est. |
| 249 | Taiwan | 1.06 | 2013 est. |
| 250 | Ukraine | 1.06 | 2013 est. |
| 251 | Timor-Leste | 1.06 | 2013 est. |
| 252 | Puerto Rico | 1.06 | 2013 est. |
| 253 | Saint Lucia | 1.06 | 2013 est. |
| 254 | Malta | 1.06 | 2013 est. |
| 255 | Lithuania | 1.06 | 2013 est. |
| 256 | Ireland | 1.06 | 2013 est. |
| 257 | Hungary | 1.06 | 2013 est. |
| 258 | Gaza Strip | 1.06 | 2013 est. |
| 259 | Canada | 1.06 | 2013 est. |
| 260 | Lithuania | 1.06 | 2013 est. |
| 261 | Japan | 1.06 | 2013 est. |
| 262 | Japan | 1.06 | 2013 est. |
| 263 | Romania | 1.06 | 2013 est. |
| 264 | Russia | 1.06 | 2013 est. |
| 265 | Pakistan | 1.06 | 2013 est. |
| 266 | Pakistan | 1.06 | 2013 est. |
| 267 | Tuvalu | 1.06 | 2013 est. |
| 268 | Bulgaria | 1.06 | 2013 est. |
| 269 | Australia | 1.06 | 2013 est. |
| 270 | Cote d'Ivoire | 1.06 | 2013 est. |
| 271 | Germany | 1.06 | 2013 est. |
| 272 | Saint Lucia | 1.06 | 2013 est. |
| 273 | Egypt | 1.06 | 2013 est. |
| 274 | French Polynesia | 1.06 | 2013 est. |
| 275 | Denmark | 1.06 | 2013 est. |
| 276 | Samoa | 1.06 | 2013 est. |
| 277 | Croatia | 1.06 | 2013 est. |
| 278 | Belarus | 1.05 | 2013 est. |
| 279 | Solomon Islands | 1.05 | 2013 est. |
| 280 | Anguilla | 1.05 | 2013 est. |
| 281 | Latvia | 1.05 | 2013 est. |
| 282 | Germany | 1.05 | 2013 est. |
| 283 | Norway | 1.05 | 2013 est. |
| 284 | Croatia | 1.05 | 2013 est. |
| 285 | British Virgin Islands | 1.05 | 2013 est. |
| 286 | West Bank | 1.05 | 2013 est. |
| 287 | Saint Barthelemy | 1.05 | 2013 est. |
| 288 | Thailand | 1.05 | 2013 est. |
| 289 | Gaza Strip | 1.05 | 2013 est. |
| 290 | Australia | 1.05 | 2013 est. |
| 291 | Australia | 1.05 | 2013 est. |
| 292 | El Salvador | 1.05 | 2013 est. |
| 293 | Oman | 1.05 | 2013 est. |
| 294 | Denmark | 1.05 | 2013 est. |
| 295 | Saint Pierre and Miquelon | 1.05 | 2013 est. |
| 296 | Cook Islands | 1.05 | 2013 est. |
| 297 | Bulgaria | 1.05 | 2013 est. |
| 298 | Canada | 1.05 | 2013 est. |
| 299 | Algeria | 1.05 | 2013 est. |
| 300 | Argentina | 1.05 | 2013 est. |
| 301 | Isle of Man | 1.05 | 2013 est. |
| 302 | Iran | 1.05 | 2013 est. |
| 303 | Papua New Guinea | 1.05 | 2013 est. |
| 304 | United Kingdom | 1.05 | 2013 est. |
| 305 | United Kingdom | 1.05 | 2013 est. |
| 306 | Syria | 1.05 | 2013 est. |
| 307 | Seychelles | 1.05 | 2013 est. |
| 308 | New Zealand | 1.05 | 2013 est. |
| 309 | Cuba | 1.05 | 2013 est. |
| 310 | Austria | 1.05 | 2013 est. |
| 311 | Slovakia | 1.05 | 2013 est. |
| 312 | Greenland | 1.05 | 2013 est. |
| 313 | Netherlands | 1.05 | 2013 est. |
| 314 | Samoa | 1.05 | 2013 est. |
| 315 | West Bank | 1.05 | 2013 est. |
| 316 | Saint Helena, Ascension, and Tristan da Cunha | 1.05 | 2013 est. |
| 317 | French Polynesia | 1.05 | 2013 est. |
| 318 | New Caledonia | 1.05 | 2013 est. |
| 319 | Vanuatu | 1.05 | 2013 est. |
| 320 | Dominica | 1.05 | 2013 est. |
| 321 | Belize | 1.05 | 2013 est. |
| 322 | Bolivia | 1.05 | 2013 est. |
| 323 | Benin | 1.05 | 2013 est. |
| 324 | Solomon Islands | 1.05 | 2013 est. |
| 325 | Brazil | 1.05 | 2013 est. |
| 326 | Bhutan | 1.05 | 2013 est. |
| 327 | Antigua and Barbuda | 1.05 | 2013 est. |
| 328 | United Arab Emirates | 1.05 | 2013 est. |
| 329 | Afghanistan | 1.05 | 2013 est. |
| 330 | Angola | 1.05 | 2013 est. |
| 331 | Lebanon | 1.05 | 2013 est. |
| 332 | Lebanon | 1.05 | 2013 est. |
| 333 | Libya | 1.05 | 2013 est. |
| 334 | Macau | 1.05 | 2013 est. |
| 335 | Mongolia | 1.05 | 2013 est. |
| 336 | Indonesia | 1.05 | 2013 est. |
| 337 | Iran | 1.05 | 2013 est. |
| 338 | Israel | 1.05 | 2013 est. |
| 339 | Iraq | 1.05 | 2013 est. |
| 340 | Jamaica | 1.05 | 2013 est. |
| 341 | Korea, North | 1.05 | 2013 est. |
| 342 | Kiribati | 1.05 | 2013 est. |
| 343 | Guernsey | 1.05 | 2013 est. |
| 344 | Guatemala | 1.05 | 2013 est. |
| 345 | Guyana | 1.05 | 2013 est. |
| 346 | Gaza Strip | 1.05 | 2013 est. |
| 347 | Honduras | 1.05 | 2013 est. |
| 348 | Ecuador | 1.05 | 2013 est. |
| 349 | European Union | 1.05 | 2013 est. |
| 350 | European Union | 1.05 | 2013 est. |
| 351 | Egypt | 1.05 | 2013 est. |
| 352 | El Salvador | 1.05 | 2013 est. |
| 353 | Fiji | 1.05 | 2013 est. |
| 354 | Micronesia, Federated States of | 1.05 | 2013 est. |
| 355 | French Polynesia | 1.05 | 2013 est. |
| 356 | Costa Rica | 1.05 | 2013 est. |
| 357 | Cyprus | 1.05 | 2013 est. |
| 358 | Yemen | 1.05 | 2013 est. |
| 359 | Turkmenistan | 1.05 | 2013 est. |
| 360 | Uzbekistan | 1.05 | 2013 est. |
| 361 | Venezuela | 1.05 | 2013 est. |
| 362 | Samoa | 1.05 | 2013 est. |
| 363 | Tajikistan | 1.05 | 2013 est. |
| 364 | Turks and Caicos Islands | 1.05 | 2013 est. |
| 365 | Tonga | 1.05 | 2013 est. |
| 366 | Turkey | 1.05 | 2013 est. |
| 367 | Philippines | 1.05 | 2013 est. |
| 368 | Puerto Rico | 1.05 | 2013 est. |
| 369 | Saudi Arabia | 1.05 | 2013 est. |
| 370 | Saudi Arabia | 1.05 | 2013 est. |
| 371 | Sudan | 1.05 | 2013 est. |
| 372 | Suriname | 1.05 | 2013 est. |
| 373 | Nicaragua | 1.05 | 2013 est. |
| 374 | Paraguay | 1.05 | 2013 est. |
| 375 | Pakistan | 1.05 | 2013 est. |
| 376 | Papua New Guinea | 1.05 | 2013 est. |
| 377 | Marshall Islands | 1.05 | 2013 est. |
| 378 | Morocco | 1.05 | 2013 est. |
| 379 | Mauritius | 1.05 | 2013 est. |
| 380 | Malta | 1.05 | 2013 est. |
| 381 | Oman | 1.05 | 2013 est. |
| 382 | Maldives | 1.05 | 2013 est. |
| 383 | Mexico | 1.05 | 2013 est. |
| 384 | Algeria | 1.05 | 2013 est. |
| 385 | Austria | 1.05 | 2013 est. |
| 386 | Thailand | 1.05 | 2013 est. |
| 387 | Tuvalu | 1.05 | 2013 est. |
| 388 | Singapore | 1.05 | 2013 est. |
| 389 | Israel | 1.05 | 2013 est. |
| 390 | Fiji | 1.05 | 2013 est. |
| 391 | Armenia | 1.05 | 2013 est. |
| 392 | Sweden | 1.05 | 2013 est. |
| 393 | Czech Republic | 1.05 | 2013 est. |
| 394 | Guam | 1.05 | 2013 est. |
| 395 | Slovenia | 1.05 | 2013 est. |
| 396 | France | 1.05 | 2013 est. |
| 397 | France | 1.05 | 2013 est. |
| 398 | Andorra | 1.05 | 2013 est. |
| 399 | Colombia | 1.05 | 2013 est. |
| 400 | Estonia | 1.05 | 2013 est. |
| 401 | Sint Maarten | 1.05 | 2013 est. |
| 402 | New Zealand | 1.05 | 2013 est. |
| 403 | Algeria | 1.05 | 2013 est. |
| 404 | New Zealand | 1.05 | 2013 est. |
| 405 | Nigeria | 1.05 | 2013 est. |
| 406 | Israel | 1.05 | 2013 est. |
| 407 | Argentina | 1.05 | 2013 est. |
| 408 | Wallis and Futuna | 1.05 | 2013 est. |
| 409 | Bangladesh | 1.05 | 2013 est. |
| 410 | Curacao | 1.05 | 2013 est. |
| 411 | United Arab Emirates | 1.05 | 2013 est. |
| 412 | Libya | 1.05 | 2013 est. |
| 413 | Dominican Republic | 1.05 | 2013 est. |
| 414 | China | 1.05 | 2013 est. |
| 415 | Fiji | 1.05 | 2013 est. |
| 416 | Egypt | 1.05 | 2013 est. |
| 417 | Kuwait | 1.05 | 2013 est. |
| 418 | Brunei | 1.05 | 2013 est. |
| 419 | Slovakia | 1.05 | 2013 est. |
| 420 | Netherlands | 1.05 | 2013 est. |
| 421 | Monaco | 1.05 | 2013 est. |
| 422 | Romania | 1.05 | 2013 est. |
| 423 | Turkey | 1.05 | 2013 est. |
| 424 | Wallis and Futuna | 1.05 | 2013 est. |
| 425 | Saint Vincent and the Grenadines | 1.05 | 2013 est. |
| 426 | United States | 1.05 | 2013 est. |
| 427 | Yemen | 1.05 | 2013 est. |
| 428 | France | 1.05 | 2013 est. |
| 429 | Saint Pierre and Miquelon | 1.05 | 2013 est. |
| 430 | Latvia | 1.05 | 2013 est. |
| 431 | Malaysia | 1.05 | 2013 est. |
| 432 | Italy | 1.05 | 2013 est. |
| 433 | Costa Rica | 1.05 | 2013 est. |
| 434 | Nigeria | 1.05 | 2013 est. |
| 435 | Peru | 1.05 | 2013 est. |
| 436 | Germany | 1.05 | 2013 est. |
| 437 | Slovakia | 1.05 | 2013 est. |
| 438 | New Caledonia | 1.05 | 2013 est. |
| 439 | Georgia | 1.05 | 2013 est. |
| 440 | Panama | 1.05 | 2013 est. |
| 441 | Belgium | 1.05 | 2013 est. |
| 442 | Cambodia | 1.05 | 2013 est. |
| 443 | Syria | 1.05 | 2013 est. |
| 444 | Guam | 1.05 | 2013 est. |
| 445 | Croatia | 1.05 | 2013 est. |
| 446 | Fiji | 1.05 | 2013 est. |
| 447 | Kyrgyzstan | 1.05 | 2013 est. |
| 448 | Honduras | 1.04 | 2013 est. |
| 449 | Dominica | 1.04 | 2013 est. |
| 450 | Belgium | 1.04 | 2013 est. |
| 451 | United States | 1.04 | 2013 est. |
| 452 | Turks and Caicos Islands | 1.04 | 2013 est. |
| 453 | Paraguay | 1.04 | 2013 est. |
| 454 | Mexico | 1.04 | 2013 est. |
| 455 | Lithuania | 1.04 | 2013 est. |
| 456 | Libya | 1.04 | 2013 est. |
| 457 | Austria | 1.04 | 2013 est. |
| 458 | Norway | 1.04 | 2013 est. |
| 459 | Montserrat | 1.04 | 2013 est. |
| 460 | Israel | 1.04 | 2013 est. |
| 461 | Iraq | 1.04 | 2013 est. |
| 462 | Greece | 1.04 | 2013 est. |
| 463 | Ireland | 1.04 | 2013 est. |
| 464 | Finland | 1.04 | 2013 est. |
| 465 | Chile | 1.04 | 2013 est. |
| 466 | Chile | 1.04 | 2013 est. |
| 467 | Cyprus | 1.04 | 2013 est. |
| 468 | Denmark | 1.04 | 2013 est. |
| 469 | Solomon Islands | 1.04 | 2013 est. |
| 470 | Bhutan | 1.04 | 2013 est. |
| 471 | United Kingdom | 1.04 | 2013 est. |
| 472 | United States | 1.04 | 2013 est. |
| 473 | Trinidad and Tobago | 1.04 | 2013 est. |
| 474 | Russia | 1.04 | 2013 est. |
| 475 | Suriname | 1.04 | 2013 est. |
| 476 | Vanuatu | 1.04 | 2013 est. |
| 477 | Anguilla | 1.04 | 2013 est. |
| 478 | Mongolia | 1.04 | 2013 est. |
| 479 | Ecuador | 1.04 | 2013 est. |
| 480 | Chile | 1.04 | 2013 est. |
| 481 | Dominican Republic | 1.04 | 2013 est. |
| 482 | Belgium | 1.04 | 2013 est. |
| 483 | Benin | 1.04 | 2013 est. |
| 484 | Liechtenstein | 1.04 | 2013 est. |
| 485 | Ukraine | 1.04 | 2013 est. |
| 486 | Seychelles | 1.04 | 2013 est. |
| 487 | Panama | 1.04 | 2013 est. |
| 488 | Mauritius | 1.04 | 2013 est. |
| 489 | New Caledonia | 1.04 | 2013 est. |
| 490 | Lebanon | 1.04 | 2013 est. |
| 491 | Afghanistan | 1.04 | 2013 est. |
| 492 | Argentina | 1.04 | 2013 est. |
| 493 | Sri Lanka | 1.04 | 2013 est. |
| 494 | Belize | 1.04 | 2013 est. |
| 495 | Bhutan | 1.04 | 2013 est. |
| 496 | Afghanistan | 1.04 | 2013 est. |
| 497 | Thailand | 1.04 | 2013 est. |
| 498 | Norway | 1.04 | 2013 est. |
| 499 | Philippines | 1.04 | 2013 est. |
| 500 | Saint Helena, Ascension, and Tristan da Cunha | 1.04 | 2013 est. |
| 501 | Poland | 1.04 | 2013 est. |
| 502 | Saint Martin | 1.04 | 2013 est. |
| 503 | Maldives | 1.04 | 2013 est. |
| 504 | Vanuatu | 1.04 | 2013 est. |
| 505 | Turkey | 1.04 | 2013 est. |
| 506 | Angola | 1.04 | 2013 est. |
| 507 | Latvia | 1.04 | 2013 est. |
| 508 | Honduras | 1.04 | 2013 est. |
| 509 | Iceland | 1.04 | 2013 est. |
| 510 | Finland | 1.04 | 2013 est. |
| 511 | Sri Lanka | 1.04 | 2013 est. |
| 512 | Dominican Republic | 1.04 | 2013 est. |
| 513 | Bangladesh | 1.04 | 2013 est. |
| 514 | Solomon Islands | 1.04 | 2013 est. |
| 515 | Chad | 1.04 | 2013 est. |
| 516 | Western Sahara | 1.04 | 2013 est. |
| 517 | Nepal | 1.04 | 2013 est. |
| 518 | Panama | 1.04 | 2013 est. |
| 519 | Malta | 1.04 | 2013 est. |
| 520 | Laos | 1.04 | 2013 est. |
| 521 | Gaza Strip | 1.04 | 2013 est. |
| 522 | Switzerland | 1.04 | 2013 est. |
| 523 | Nepal | 1.04 | 2013 est. |
| 524 | Suriname | 1.04 | 2013 est. |
| 525 | Nicaragua | 1.04 | 2013 est. |
| 526 | Marshall Islands | 1.04 | 2013 est. |
| 527 | Monaco | 1.04 | 2013 est. |
| 528 | Netherlands | 1.04 | 2013 est. |
| 529 | Bolivia | 1.04 | 2013 est. |
| 530 | Burma | 1.04 | 2013 est. |
| 531 | Brazil | 1.04 | 2013 est. |
| 532 | Algeria | 1.04 | 2013 est. |
| 533 | Kiribati | 1.04 | 2013 est. |
| 534 | Guatemala | 1.04 | 2013 est. |
| 535 | Costa Rica | 1.04 | 2013 est. |
| 536 | Belize | 1.04 | 2013 est. |
| 537 | Botswana | 1.04 | 2013 est. |
| 538 | Luxembourg | 1.04 | 2013 est. |
| 539 | Venezuela | 1.04 | 2013 est. |
| 540 | West Bank | 1.04 | 2013 est. |
