CIA - The World Factbook --  Sex ratio   

This entry includes the number of males for each female in five age groups - at birth, under 15 years, 15-64 years, 65 years and over, and for the total population. Sex ratio at birth has recently emerged as an indicator of certain kinds of sex discrimination in some countries. For instance, high sex ratios at birth in some Asian countries are now attributed to sex-selective abortion and infanticide due to a strong preference for sons. This will affect future marriage patterns and fertility patterns. Eventually, it could cause unrest among young adult males who are unable to find partners.

| Rank | country | (male(s)/female) | Date of Information |
| 495 | Botswana | 1.03 | 2011 est. |
| 496 | Bahamas, The | 1.03 | 2011 est. |
| 497 | Bahamas, The | 1.03 | 2011 est. |
| 498 | Bangladesh | 1.03 | 2011 est. |
| 499 | Namibia | 1.02 | 2011 est. |
| 500 | Belize | 1.02 | 2011 est. |
| 501 | Wallis and Futuna | 1.02 | 2011 est. |
| 502 | Western Sahara | 1.02 | 2011 est. |
| 503 | Swaziland | 1.02 | 2011 est. |
| 504 | Zimbabwe | 1.02 | 2011 est. |
| 505 | Switzerland | 1.02 | 2011 est. |
| 506 | Turks and Caicos Islands | 1.02 | 2011 est. |
| 507 | Turkey | 1.02 | 2011 est. |
| 508 | Turkey | 1.02 | 2011 est. |
| 509 | Turkmenistan | 1.02 | 2011 est. |
| 510 | Uganda | 1.02 | 2011 est. |
| 511 | United Kingdom | 1.02 | 2011 est. |
| 512 | Saint Vincent and the Grenadines | 1.02 | 2011 est. |
| 513 | Rwanda | 1.02 | 2011 est. |
| 514 | Saint Pierre and Miquelon | 1.02 | 2011 est. |
| 515 | Saint Kitts and Nevis | 1.02 | 2011 est. |
| 516 | Saint Kitts and Nevis | 1.02 | 2011 est. |
| 517 | South Africa | 1.02 | 2011 est. |
| 518 | South Africa | 1.02 | 2011 est. |
| 519 | Saint Helena, Ascension, and Tristan da Cunha | 1.02 | 2011 est. |
| 520 | Saint Helena, Ascension, and Tristan da Cunha | 1.02 | 2011 est. |
| 521 | Sudan | 1.02 | 2011 est. |
| 522 | Sweden | 1.02 | 2011 est. |
| 523 | Niger | 1.02 | 2011 est. |
| 524 | Vanuatu | 1.02 | 2011 est. |
| 525 | Norway | 1.02 | 2011 est. |
| 526 | Panama | 1.02 | 2011 est. |
| 527 | Qatar | 1.02 | 2011 est. |
| 528 | Macedonia | 1.02 | 2011 est. |
| 529 | Mozambique | 1.02 | 2011 est. |
| 530 | Cote d'Ivoire | 1.02 | 2011 est. |
| 531 | Kenya | 1.02 | 2011 est. |
| 532 | Ghana | 1.02 | 2011 est. |
| 533 | Grenada | 1.02 | 2011 est. |
| 534 | Germany | 1.02 | 2011 est. |
| 535 | Guinea | 1.02 | 2011 est. |
| 536 | Iceland | 1.02 | 2011 est. |
| 537 | Dominica | 1.02 | 2011 est. |
| 538 | Finland | 1.02 | 2011 est. |
| 539 | Bosnia and Herzegovina | 1.02 | 2011 est. |
| 540 | Canada | 1.02 | 2011 est. |
| 541 | Cayman Islands | 1.02 | 2011 est. |
| 542 | Cameroon | 1.02 | 2011 est. |
| 543 | Aruba | 1.02 | 2011 est. |
| 544 | Algeria | 1.02 | 2011 est. |
| 545 | Angola | 1.02 | 2011 est. |
| 546 | Angola | 1.02 | 2011 est. |
| 547 | American Samoa | 1.02 | 2011 est. |
| 548 | American Samoa | 1.02 | 2011 est. |
| 549 | Botswana | 1.02 | 2011 est. |
| 550 | Bermuda | 1.02 | 2011 est. |
| 551 | Bermuda | 1.02 | 2011 est. |
| 552 | Belgium | 1.02 | 2011 est. |
| 553 | Namibia | 1.02 | 2011 est. |
| 554 | Wallis and Futuna | 1.01 | 2011 est. |
| 555 | Barbados | 1.01 | 2011 est. |
| 556 | Zambia | 1.01 | 2011 est. |
| 557 | Tonga | 1.01 | 2011 est. |
| 558 | Tonga | 1.01 | 2011 est. |
| 559 | Taiwan | 1.01 | 2011 est. |
| 560 | Taiwan | 1.01 | 2011 est. |
| 561 | Tanzania | 1.01 | 2011 est. |
| 562 | Uganda | 1.01 | 2011 est. |
| 563 | Uganda | 1.01 | 2011 est. |
| 564 | South Africa | 1.01 | 2011 est. |
| 565 | Senegal | 1.01 | 2011 est. |
| 566 | Saint Helena, Ascension, and Tristan da Cunha | 1.01 | 2011 est. |
| 567 | Slovenia | 1.01 | 2011 est. |
| 568 | Somalia | 1.01 | 2011 est. |
| 569 | New Caledonia | 1.01 | 2011 est. |
| 570 | Nigeria | 1.01 | 2011 est. |
| 571 | Netherlands | 1.01 | 2011 est. |
| 572 | Suriname | 1.01 | 2011 est. |
| 573 | Paraguay | 1.01 | 2011 est. |
| 574 | Paraguay | 1.01 | 2011 est. |
| 575 | Panama | 1.01 | 2011 est. |
| 576 | Liberia | 1.01 | 2011 est. |
| 577 | Liberia | 1.01 | 2011 est. |
| 578 | Lesotho | 1.01 | 2011 est. |
| 579 | Luxembourg | 1.01 | 2011 est. |
| 580 | Madagascar | 1.01 | 2011 est. |
| 581 | Malawi | 1.01 | 2011 est. |
| 582 | Mali | 1.01 | 2011 est. |
| 583 | Mauritania | 1.01 | 2011 est. |
| 584 | Mozambique | 1.01 | 2011 est. |
| 585 | Indonesia | 1.01 | 2011 est. |
| 586 | Isle of Man | 1.01 | 2011 est. |
| 587 | Israel | 1.01 | 2011 est. |
| 588 | Kenya | 1.01 | 2011 est. |
| 589 | Kazakhstan | 1.01 | 2011 est. |
| 590 | Laos | 1.01 | 2011 est. |
| 591 | Gambia, The | 1.01 | 2011 est. |
| 592 | Gabon | 1.01 | 2011 est. |
| 593 | Gibraltar | 1.01 | 2011 est. |
| 594 | Gibraltar | 1.01 | 2011 est. |
| 595 | Guernsey | 1.01 | 2011 est. |
| 596 | Haiti | 1.01 | 2011 est. |
| 597 | Honduras | 1.01 | 2011 est. |
| 598 | Honduras | 1.01 | 2011 est. |
| 599 | Costa Rica | 1.01 | 2011 est. |
| 600 | Central African Republic | 1.01 | 2011 est. |
| 601 | Cape Verde | 1.01 | 2011 est. |
| 602 | Denmark | 1.01 | 2011 est. |
| 603 | Ireland | 1.01 | 2011 est. |
| 604 | Eritrea | 1.01 | 2011 est. |
| 605 | Czech Republic | 1.01 | 2011 est. |
| 606 | Burundi | 1.01 | 2011 est. |
| 607 | Cambodia | 1.01 | 2011 est. |
| 608 | Congo, Republic of the | 1.01 | 2011 est. |
| 609 | Congo, Democratic Republic of the | 1.01 | 2011 est. |
| 610 | Cayman Islands | 1.01 | 2011 est. |
| 611 | Cameroon | 1.01 | 2011 est. |
| 612 | Cameroon | 1.01 | 2011 est. |
| 613 | Costa Rica | 1.01 | 2011 est. |
| 614 | Aruba | 1.01 | 2011 est. |
| 615 | Algeria | 1.01 | 2011 est. |
| 616 | Austria | 1.01 | 2011 est. |
| 617 | Zambia | 1.01 | 2011 est. |
| 618 | Andorra | 1.00 | 2011 est. |
| 619 | Argentina | 1.00 | 2011 est. |
| 620 | Australia | 1.00 | 2011 est. |
| 621 | Barbados | 1.00 | 2011 est. |
| 622 | Benin | 1.00 | 2011 est. |
| 623 | Benin | 1.00 | 2011 est. |
| 624 | Brunei | 1.00 | 2011 est. |
| 625 | Cuba | 1.00 | 2011 est. |
| 626 | Djibouti | 1.00 | 2011 est. |
| 627 | European Union | 1.00 | 2012 est. |
| 628 | Ireland | 1.00 | 2011 est. |
| 629 | Ethiopia | 1.00 | 2011 est. |
| 630 | France | 1.00 | 2011 est. |
| 631 | Gabon | 1.00 | 2011 est. |
| 632 | Ghana | 1.00 | 2011 est. |
| 633 | Ghana | 1.00 | 2011 est. |
| 634 | Greece | 1.00 | 2011 est. |
| 635 | Guinea | 1.00 | 2011 est. |
| 636 | Guinea | 1.00 | 2011 est. |
| 637 | Guyana | 1.00 | 2011 est. |
| 638 | Haiti | 1.00 | 2011 est. |
| 639 | Iceland | 1.00 | 2011 est. |
| 640 | Indonesia | 1.00 | 2011 est. |
| 641 | Japan | 1.00 | 2011 est. |
| 642 | Jersey | 1.00 | 2011 est. |
| 643 | Kenya | 1.00 | 2011 est. |
| 644 | Kenya | 1.00 | 2011 est. |
| 645 | Korea, South | 1.00 | 2011 est. |
| 646 | Liberia | 1.00 | 2011 est. |
| 647 | Slovakia | 1.00 | 2011 est. |
| 648 | Liechtenstein | 1.00 | 2011 est. |
| 649 | Mongolia | 1.00 | 2011 est. |
| 650 | Mongolia | 1.00 | 2011 est. |
| 651 | Montserrat | 1.00 | 2011 est. |
| 652 | Malawi | 1.00 | 2011 est. |
| 653 | Malawi | 1.00 | 2011 est. |
| 654 | Monaco | 1.00 | 2011 est. |
| 655 | New Caledonia | 1.00 | 2011 est. |
| 656 | Niger | 1.00 | 2011 est. |
| 657 | Niger | 1.00 | 2011 est. |
| 658 | New Zealand | 1.00 | 2011 est. |
| 659 | Portugal | 1.00 | 2011 est. |
| 660 | Guinea-Bissau | 1.00 | 2011 est. |
| 661 | Serbia | 1.00 | 2011 est. |
| 662 | Romania | 1.00 | 2011 est. |
| 663 | Philippines | 1.00 | 2011 est. |
| 664 | Philippines | 1.00 | 2011 est. |
| 665 | Saint Kitts and Nevis | 1.00 | 2011 est. |
| 666 | Saint Kitts and Nevis | 1.00 | 2011 est. |
| 667 | Somalia | 1.00 | 2011 est. |
| 668 | Sudan | 1.00 | 2011 est. |
| 669 | Saint Barthelemy | 1.00 | 2011 est. |
| 670 | Togo | 1.00 | 2011 est. |
| 671 | Sao Tome and Principe | 1.00 | 2011 est. |
| 672 | United States | 1.00 | 2011 est. |
| 673 | Burkina Faso | 1.00 | 2011 est. |
| 674 | Burkina Faso | 1.00 | 2011 est. |
| 675 | Vietnam | 1.00 | 2011 est. |
| 676 | Vietnam | 1.00 | 2011 est. |
| 677 | Swaziland | 1.00 | 2011 est. |
| 678 | Zambia | 1.00 | 2011 est. |
| 679 | Swaziland | 0.99 | 2011 est. |
| 680 | Burma | 0.99 | 2011 est. |
| 681 | Tunisia | 0.99 | 2011 est. |
| 682 | United Kingdom | 0.99 | 2011 est. |
| 683 | Burkina Faso | 0.99 | 2011 est. |
| 684 | Uzbekistan | 0.99 | 2011 est. |
| 685 | Uzbekistan | 0.99 | 2011 est. |
| 686 | Poland | 0.99 | 2011 est. |
| 687 | Saint Martin | 0.99 | 2011 est. |
| 688 | Rwanda | 0.99 | 2011 est. |
| 689 | Rwanda | 0.99 | 2011 est. |
| 690 | South Africa | 0.99 | 2011 est. |
| 691 | Sierra Leone | 0.99 | 2011 est. |
| 692 | Madagascar | 0.99 | 2011 est. |
| 693 | Madagascar | 0.99 | 2011 est. |
| 694 | Malawi | 0.99 | 2011 est. |
| 695 | Montenegro | 0.99 | 2011 est. |
| 696 | Macedonia | 0.99 | 2011 est. |
| 697 | Mauritius | 0.99 | 2011 est. |
| 698 | Malta | 0.99 | 2011 est. |
| 699 | Nigeria | 0.99 | 2011 est. |
| 700 | New Zealand | 0.99 | 2011 est. |
| 701 | Isle of Man | 0.99 | 2011 est. |
| 702 | Korea, North | 0.99 | 2011 est. |
| 703 | Lesotho | 0.99 | 2011 est. |
| 704 | Equatorial Guinea | 0.99 | 2011 est. |
| 705 | Micronesia, Federated States of | 0.99 | 2011 est. |
| 706 | Gabon | 0.99 | 2011 est. |
| 707 | Guyana | 0.99 | 2011 est. |
| 708 | Croatia | 0.99 | 2011 est. |
| 709 | Congo, Republic of the | 0.99 | 2011 est. |
| 710 | Congo, Republic of the | 0.99 | 2011 est. |
| 711 | Congo, Democratic Republic of the | 0.99 | 2011 est. |
| 712 | Congo, Democratic Republic of the | 0.99 | 2011 est. |
| 713 | Comoros | 0.99 | 2011 est. |
| 714 | Cuba | 0.99 | 2011 est. |
| 715 | Ecuador | 0.99 | 2011 est. |
| 716 | Burma | 0.99 | 2011 est. |
| 717 | Tajikistan | 0.99 | 2011 est. |
| 718 | Western Sahara | 0.98 | 2011 est. |
| 719 | Brazil | 0.98 | 2011 est. |
| 720 | Thailand | 0.98 | 2011 est. |
| 721 | Thailand | 0.98 | 2011 est. |
| 722 | Tajikistan | 0.98 | 2011 est. |
| 723 | Togo | 0.98 | 2011 est. |
| 724 | Togo | 0.98 | 2011 est. |
| 725 | Turkmenistan | 0.98 | 2011 est. |
| 726 | Turkmenistan | 0.98 | 2011 est. |
| 727 | Tanzania | 0.98 | 2011 est. |
| 728 | Tanzania | 0.98 | 2011 est. |
| 729 | Venezuela | 0.98 | 2011 est. |
| 730 | Sint Maarten | 0.98 | 2010 |
| 731 | Moldova | 0.98 | 2011 est. |
| 732 | Mali | 0.98 | 2011 est. |
| 733 | Netherlands | 0.98 | 2011 est. |
| 734 | Norway | 0.98 | 2011 est. |
| 735 | Hungary | 0.98 | 2011 est. |
| 736 | Italy | 0.98 | 2011 est. |
| 737 | Jamaica | 0.98 | 2011 est. |
| 738 | Jamaica | 0.98 | 2011 est. |
| 739 | Laos | 0.98 | 2011 est. |
| 740 | Laos | 0.98 | 2011 est. |
| 741 | Liberia | 0.98 | 2011 est. |
| 742 | Liechtenstein | 0.98 | 2011 est. |
| 743 | Equatorial Guinea | 0.98 | 2011 est. |
| 744 | Eritrea | 0.98 | 2011 est. |
| 745 | Micronesia, Federated States of | 0.98 | 2011 est. |
| 746 | Gambia, The | 0.98 | 2011 est. |
| 747 | Guernsey | 0.98 | 2011 est. |
| 748 | Haiti | 0.98 | 2011 est. |
| 749 | Haiti | 0.98 | 2011 est. |
| 750 | Burundi | 0.98 | 2011 est. |
| 751 | Burundi | 0.98 | 2011 est. |
| 752 | Canada | 0.98 | 2011 est. |
| 753 | Chile | 0.98 | 2011 est. |
| 754 | Colombia | 0.98 | 2011 est. |
| 755 | Colombia | 0.98 | 2011 est. |
| 756 | Central African Republic | 0.98 | 2011 est. |
| 757 | Central African Republic | 0.98 | 2011 est. |
| 758 | Azerbaijan | 0.98 | 2011 est. |
| 759 | Albania | 0.98 | 2011 est. |
| 760 | Bolivia | 0.98 | 2011 est. |
| 761 | Brazil | 0.98 | 2011 est. |
| 762 | Sweden | 0.98 | 2011 est. |
| 763 | Western Sahara | 0.97 | 2011 est. |
| 764 | Brunei | 0.97 | 2011 est. |
| 765 | Sao Tome and Principe | 0.97 | 2011 est. |
| 766 | Tunisia | 0.97 | 2011 est. |
| 767 | Tuvalu | 0.97 | 2011 est. |
| 768 | United States | 0.97 | 2011 est. |
| 769 | Uruguay | 0.97 | 2011 est. |
| 770 | Venezuela | 0.97 | 2011 est. |
| 771 | Peru | 0.97 | 2011 est. |
| 772 | Saint Pierre and Miquelon | 0.97 | 2011 est. |
| 773 | Spain | 0.97 | 2011 est. |
| 774 | Morocco | 0.97 | 2011 est. |
| 775 | Mauritius | 0.97 | 2011 est. |
| 776 | Nauru | 0.97 | 2011 est. |
| 777 | Lithuania | 0.97 | 2011 est. |
| 778 | Lesotho | 0.97 | 2011 est. |
| 779 | Luxembourg | 0.97 | 2011 est. |
| 780 | Ethiopia | 0.97 | 2011 est. |
| 781 | Germany | 0.97 | 2011 est. |
| 782 | Guatemala | 0.97 | 2011 est. |
| 783 | Chile | 0.97 | 2011 est. |
| 784 | Denmark | 0.97 | 2011 est. |
| 785 | Ecuador | 0.97 | 2011 est. |
| 786 | Argentina | 0.97 | 2011 est. |
| 787 | Barbados | 0.97 | 2011 est. |
| 788 | Bermuda | 0.97 | 2011 est. |
| 789 | Bahamas, The | 0.97 | 2011 est. |
| 790 | Bosnia and Herzegovina | 0.97 | 2011 est. |
| 791 | Bulgaria | 0.97 | 2011 est. |
| 792 | Switzerland | 0.97 | 2011 est. |
| 793 | Tunisia | 0.96 | 2011 est. |
| 794 | Bolivia | 0.96 | 2011 est. |
| 795 | Peru | 0.96 | 2011 est. |
| 796 | Sint Maarten | 0.96 | 2010 |
| 797 | Singapore | 0.96 | 2011 est. |
| 798 | Singapore | 0.96 | 2011 est. |
| 799 | Mali | 0.96 | 2011 est. |
| 800 | Morocco | 0.96 | 2011 est. |
| 801 | Mexico | 0.96 | 2011 est. |
| 802 | Nepal | 0.96 | 2011 est. |
| 803 | Nicaragua | 0.96 | 2011 est. |
| 804 | Cote d'Ivoire | 0.96 | 2011 est. |
| 805 | Jersey | 0.96 | 2011 est. |
| 806 | Kyrgyzstan | 0.96 | 2011 est. |
| 807 | Kyrgyzstan | 0.96 | 2011 est. |
| 808 | Kiribati | 0.96 | 2011 est. |
| 809 | Kuwait | 0.96 | 2011 est. |
| 810 | Lebanon | 0.96 | 2011 est. |
| 811 | Libya | 0.96 | 2011 est. |
| 812 | European Union | 0.96 | 2012 est. |
| 813 | Eritrea | 0.96 | 2011 est. |
| 814 | Ethiopia | 0.96 | 2011 est. |
| 815 | Finland | 0.96 | 2011 est. |
| 816 | France | 0.96 | 2011 est. |
| 817 | Gambia, The | 0.96 | 2011 est. |
| 818 | Greece | 0.96 | 2011 est. |
| 819 | Sri Lanka | 0.96 | 2011 est. |
| 820 | Sri Lanka | 0.96 | 2011 est. |
| 821 | Cook Islands | 0.96 | 2011 est. |
| 822 | Azerbaijan | 0.96 | 2011 est. |
| 823 | Albania | 0.96 | 2011 est. |
| 824 | Anguilla | 0.96 | 2011 est. |
| 825 | Belgium | 0.96 | 2011 est. |
| 826 | Bahamas, The | 0.96 | 2011 est. |
| 827 | Bangladesh | 0.96 | 2011 est. |
| 828 | British Virgin Islands | 0.96 | 2011 est. |
| 829 | Zimbabwe | 0.95 | 2011 est. |
| 830 | Solomon Islands | 0.95 | 2011 est. |
| 831 | Tuvalu | 0.95 | 2011 est. |
| 832 | British Virgin Islands | 0.95 | 2011 est. |
| 833 | Portugal | 0.95 | 2011 est. |
| 834 | Guinea-Bissau | 0.95 | 2011 est. |
| 835 | Serbia | 0.95 | 2011 est. |
| 836 | Marshall Islands | 0.95 | 2011 est. |
| 837 | Romania | 0.95 | 2011 est. |
| 838 | Slovenia | 0.95 | 2011 est. |
| 839 | Montenegro | 0.95 | 2011 est. |
| 840 | Monaco | 0.95 | 2011 est. |
| 841 | Mozambique | 0.95 | 2011 est. |
| 842 | Jordan | 0.95 | 2011 est. |
| 843 | Kiribati | 0.95 | 2011 est. |
| 844 | Lebanon | 0.95 | 2011 est. |
| 845 | Latvia | 0.95 | 2011 est. |
| 846 | Lesotho | 0.95 | 2011 est. |
| 847 | Czech Republic | 0.95 | 2011 est. |
| 848 | French Polynesia | 0.95 | 2011 est. |
| 849 | Gibraltar | 0.95 | 2011 est. |
| 850 | Brunei | 0.95 | 2011 est. |
| 851 | Cayman Islands | 0.95 | 2011 est. |
| 852 | Cayman Islands | 0.95 | 2011 est. |
| 853 | Austria | 0.95 | 2011 est. |
| 854 | Bangladesh | 0.95 | 2011 est. |
| 855 | Saint Lucia | 0.95 | 2011 est. |
| 856 | Poland | 0.94 | 2011 est. |
| 857 | Guinea-Bissau | 0.94 | 2011 est. |
| 858 | Senegal | 0.94 | 2011 est. |
| 859 | Sierra Leone | 0.94 | 2011 est. |
| 860 | San Marino | 0.94 | 2011 est. |
| 861 | San Marino | 0.94 | 2011 est. |
| 862 | Saint Lucia | 0.94 | 2011 est. |
| 863 | Moldova | 0.94 | 2011 est. |
| 864 | Maldives | 0.94 | 2011 est. |
| 865 | Mexico | 0.94 | 2011 est. |
| 866 | Japan | 0.94 | 2011 est. |
| 867 | Korea, North | 0.94 | 2011 est. |
| 868 | Kazakhstan | 0.94 | 2011 est. |
| 869 | Kazakhstan | 0.94 | 2011 est. |
| 870 | Slovakia | 0.94 | 2011 est. |
| 871 | Georgia | 0.94 | 2011 est. |
| 872 | Guatemala | 0.94 | 2011 est. |
| 873 | Hong Kong | 0.94 | 2011 est. |
| 874 | Cambodia | 0.94 | 2011 est. |
| 875 | Comoros | 0.94 | 2011 est. |
| 876 | Cape Verde | 0.94 | 2011 est. |
| 877 | Cape Verde | 0.94 | 2011 est. |
| 878 | Barbados | 0.94 | 2011 est. |
| 879 | Bermuda | 0.94 | 2011 est. |
| 880 | Belarus | 0.94 | 2011 est. |
| 881 | Uruguay | 0.93 | 2011 est. |
| 882 | Anguilla | 0.93 | 2011 est. |
| 883 | Saint Martin | 0.93 | 2011 est. |
| 884 | Puerto Rico | 0.93 | 2011 est. |
| 885 | Montserrat | 0.93 | 2011 est. |
| 886 | Mauritania | 0.93 | 2011 est. |
| 887 | Nepal | 0.93 | 2011 est. |
| 888 | Nicaragua | 0.93 | 2011 est. |
| 889 | Croatia | 0.93 | 2011 est. |
| 890 | Italy | 0.93 | 2011 est. |
| 891 | El Salvador | 0.93 | 2011 est. |
| 892 | Faroe Islands | 0.93 | 2011 est. |
| 893 | Hong Kong | 0.93 | 2011 est. |
| 894 | Cambodia | 0.93 | 2011 est. |
| 895 | Chad | 0.93 | 2011 est. |
| 896 | Northern Mariana Islands | 0.93 | 2011 est. |
| 897 | British Virgin Islands | 0.93 | 2011 est. |
| 898 | Zimbabwe | 0.92 | 2011 est. |
| 899 | Ukraine | 0.92 | 2011 est. |
| 900 | British Virgin Islands | 0.92 | 2011 est. |
| 901 | Puerto Rico | 0.92 | 2011 est. |
| 902 | Sint Maarten | 0.92 | 2010 |
| 903 | Sint Maarten | 0.92 | 2010 |
| 904 | Bulgaria | 0.92 | 2011 est. |
| 905 | Kazakhstan | 0.92 | 2011 est. |
| 906 | China | 0.92 | 2011 est. |
| 907 | Comoros | 0.92 | 2011 est. |
| 908 | Ecuador | 0.92 | 2011 est. |
| 909 | Aruba | 0.92 | 2011 est. |
| 910 | Sierra Leone | 0.92 | 2011 est. |
| 911 | Saint Martin | 0.91 | 2011 est. |
| 912 | Russia | 0.91 | 2011 est. |
| 913 | Macau | 0.91 | 2011 est. |
| 914 | Mali | 0.91 | 2011 est. |
| 915 | Bahrain | 0.91 | 2011 est. |
| 916 | Hungary | 0.91 | 2011 est. |
| 917 | Estonia | 0.91 | 2011 est. |
| 918 | Georgia | 0.91 | 2011 est. |
| 919 | Northern Mariana Islands | 0.91 | 2011 est. |
| 920 | Nauru | 0.91 | 2011 est. |
| 921 | Yemen | 0.90 | 2011 est. |
| 922 | Taiwan | 0.90 | 2011 est. |
| 923 | Peru | 0.90 | 2011 est. |
| 924 | Mozambique | 0.90 | 2011 est. |
| 925 | India | 0.90 | 2011 est. |
| 926 | Belize | 0.90 | 2011 est. |
| 927 | Cayman Islands | 0.90 | 2011 est. |
| 928 | Comoros | 0.90 | 2011 est. |
| 929 | Aruba | 0.90 | 2011 est. |
| 930 | Antigua and Barbuda | 0.90 | 2011 est. |
| 931 | Bangladesh | 0.90 | 2011 est. |
| 932 | Gambia, The | 0.90 | 2011 est. |
| 933 | Virgin Islands | 0.89 | 2011 est. |
| 934 | Pakistan | 0.89 | 2011 est. |
| 935 | Senegal | 0.89 | 2011 est. |
| 936 | Mauritania | 0.89 | 2011 est. |
| 937 | Malaysia | 0.89 | 2011 est. |
| 938 | Anguilla | 0.89 | 2011 est. |
| 939 | Lithuania | 0.89 | 2011 est. |
| 940 | El Salvador | 0.89 | 2011 est. |
| 941 | Albania | 0.89 | 2011 est. |
| 942 | Armenia | 0.89 | 2011 est. |
| 943 | Iran | 0.89 | 2011 est. |
| 944 | Wallis and Futuna | 0.88 | 2011 est. |
| 945 | Timor-Leste | 0.88 | 2011 est. |
| 946 | Macau | 0.88 | 2011 est. |
| 947 | American Samoa | 0.88 | 2011 est. |
| 948 | Hong Kong | 0.88 | 2011 est. |
| 949 | Armenia | 0.88 | 2011 est. |
| 950 | Macau | 0.88 | 2011 est. |
| 951 | Virgin Islands | 0.87 | 2011 est. |
| 952 | Paraguay | 0.87 | 2011 est. |
| 953 | Nepal | 0.87 | 2011 est. |
| 954 | Iraq | 0.87 | 2011 est. |
| 955 | Belarus | 0.87 | 2011 est. |
| 956 | Northern Mariana Islands | 0.87 | 2011 est. |
| 957 | Antigua and Barbuda | 0.87 | 2011 est. |
| 958 | Afghanistan | 0.87 | 2011 est. |
| 959 | Guatemala | 0.87 | 2011 est. |
| 960 | Tonga | 0.86 | 2011 est. |
| 961 | Panama | 0.86 | 2011 est. |
| 962 | Lebanon | 0.86 | 2011 est. |
| 963 | Latvia | 0.86 | 2011 est. |
| 964 | Angola | 0.86 | 2011 est. |
| 965 | Costa Rica | 0.86 | 2011 est. |
| 966 | Djibouti | 0.86 | 2011 est. |
| 967 | Dominican Republic | 0.86 | 2011 est. |
| 968 | Algeria | 0.86 | 2011 est. |
| 969 | Chad | 0.86 | 2011 est. |
| 970 | Syria | 0.85 | 2011 est. |
| 971 | Ukraine | 0.85 | 2011 est. |
| 972 | Russia | 0.85 | 2011 est. |
| 973 | Senegal | 0.85 | 2011 est. |
| 974 | Mozambique | 0.85 | 2011 est. |
| 975 | Australia | 0.85 | 2011 est. |
| 976 | New Zealand | 0.85 | 2011 est. |
| 977 | Iceland | 0.85 | 2011 est. |
| 978 | Isle of Man | 0.85 | 2011 est. |
| 979 | Fiji | 0.85 | 2011 est. |
| 980 | Curacao | 0.85 | 2010 |
| 981 | Nigeria | 0.85 | 2011 est. |
| 982 | Sao Tome and Principe | 0.84 | 2011 est. |
| 983 | Turkey | 0.84 | 2011 est. |
| 984 | Saint Vincent and the Grenadines | 0.84 | 2011 est. |
| 985 | Cameroon | 0.84 | 2011 est. |
| 986 | Ireland | 0.84 | 2011 est. |
| 987 | Estonia | 0.84 | 2011 est. |
| 988 | Guam | 0.84 | 2011 est. |
| 989 | Nauru | 0.84 | 2011 est. |
| 990 | Virgin Islands | 0.83 | 2011 est. |
| 991 | Grenada | 0.83 | 2011 est. |
| 992 | Nicaragua | 0.83 | 2011 est. |
| 993 | Saint Lucia | 0.82 | 2011 est. |
| 994 | Thailand | 0.82 | 2011 est. |
| 995 | Singapore | 0.82 | 2011 est. |
| 996 | Morocco | 0.82 | 2011 est. |
| 997 | Djibouti | 0.82 | 2011 est. |
| 998 | Egypt | 0.82 | 2011 est. |
| 999 | Ghana | 0.82 | 2011 est. |
| 1000 | Curacao | 0.82 | 2010 |
| 1001 | Cuba | 0.82 | 2011 est. |
| 1002 | Laos | 0.82 | 2011 est. |
| 1003 | Sweden | 0.81 | 2011 est. |
| 1004 | Saint Martin | 0.81 | 2011 est. |
| 1005 | Sint Maarten | 0.81 | 2010 |
| 1006 | Monaco | 0.81 | 2011 est. |
| 1007 | Guernsey | 0.81 | 2011 est. |
| 1008 | New Caledonia | 0.81 | 2011 est. |
| 1009 | Nauru | 0.81 | 2011 est. |
| 1010 | Jamaica | 0.81 | 2011 est. |
| 1011 | Liechtenstein | 0.81 | 2011 est. |
| 1012 | Mexico | 0.81 | 2011 est. |
| 1013 | Turks and Caicos Islands | 0.80 | 2011 est. |
| 1014 | United Kingdom | 0.80 | 2011 est. |
| 1015 | Saint Kitts and Nevis | 0.80 | 2011 est. |
| 1016 | Denmark | 0.80 | 2011 est. |
| 1017 | Netherlands | 0.80 | 2011 est. |
| 1018 | El Salvador | 0.80 | 2011 est. |
| 1019 | Haiti | 0.80 | 2011 est. |
| 1020 | San Marino | 0.80 | 2011 est. |
| 1021 | Venezuela | 0.79 | 2011 est. |
| 1022 | Madagascar | 0.79 | 2011 est. |
| 1023 | Malta | 0.79 | 2011 est. |
| 1024 | Niger | 0.79 | 2011 est. |
| 1025 | Kenya | 0.79 | 2011 est. |
| 1026 | Bolivia | 0.79 | 2011 est. |
| 1027 | Guinea | 0.79 | 2011 est. |
| 1028 | Honduras | 0.79 | 2011 est. |
| 1029 | Canada | 0.79 | 2011 est. |
| 1030 | Djibouti | 0.79 | 2011 est. |
| 1031 | Eritrea | 0.79 | 2011 est. |
| 1032 | Namibia | 0.78 | 2011 est. |
| 1033 | Western Sahara | 0.78 | 2011 est. |
| 1034 | Samoa | 0.78 | 2011 est. |
| 1035 | Sierra Leone | 0.78 | 2011 est. |
| 1036 | Greece | 0.78 | 2011 est. |
| 1037 | Nauru | 0.78 | 2011 est. |
| 1038 | Indonesia | 0.78 | 2011 est. |
| 1039 | Israel | 0.78 | 2011 est. |
