CIA - The World Factbook --  HIV/AIDS - deaths   

This entry gives an estimate of the number of adults and children who died of AIDS during a given calendar year.

| Rank | country | HIV/AIDS - deaths | Date of Information |
| 93 | Bahamas, The | 500 | 2009 est. |
| 94 | Belize | 500 | 2009 est. |
| 95 | Costa Rica | 500 | 2009 est. |
| 96 | Egypt | 500 | 2009 est. |
| 97 | Estonia | 500 | 2009 est. |
| 98 | Greece | 500 | 2009 est. |
| 99 | Bermuda | 392 | 2005 |
| 100 |
| Cabo Verde |
| 225 | NA | 101 | Laos |
| 200 | 2009 est. | 102 | Sri Lanka |
| 200 | 2009 est. | 103 | Hungary |
| 200 | 2009 est. | 104 | Hong Kong |
| 200 | 2003 est. | 105 | Bangladesh |
| 200 | 2009 est. | 106 | Bahrain |
| 200 | 2003 est. | 107 | Azerbaijan |
| 200 | 2009 est. | 108 | Poland |
| 200 | 2009 est. | 109 | Philippines |
| 200 | 2009 est. | 110 | Turkey |
| 200 | 2009 est. | 111 | Syria |
| 200 | 2003 est. | 112 | Suriname |
| 200 | 2009 est. | 113 | Bulgaria |
| 200 | 2009 est. | 114 | Brunei |
| 200 | 2003 est. | 115 | Norway |
| 100 | 2009 est. | 116 | Oman |
| 100 | 2009 est. | 117 | Iceland |
| 100 | 2009 est. | 118 | Ireland |
| 100 | 2009 est. | 119 | Israel |
| 100 | 2009 est. | 120 | Japan |
| 100 | 2009 est. | 121 | Qatar |
| 100 | 2009 est. | 122 | Armenia |
| 100 | 2009 est. | 123 | Australia |
| 100 | 2009 est. | 124 | Austria |
| 100 | 2009 est. | 125 | Barbados |
| 100 | 2009 est. | 126 | Belgium |
| 100 | 2009 est. | 127 | Bhutan |
| 100 | 2009 est. | 128 | Bosnia and Herzegovina |
| 100 | 2001 est. | 129 | New Zealand |
| 100 | 2009 est. | 130 | Netherlands |
| 100 | 2009 est. | 131 | Mongolia |
| 100 | 2009 est. | 132 | Malta |
| 100 | 2009 est. | 133 | Maldives |
| 100 | 2009 est. | 134 | Macedonia |
| 100 | 2003 est. | 135 | Luxembourg |
| 100 | 2009 est. | 136 | Lithuania |
| 100 | 2009 est. | 137 | Turkmenistan |
| 100 | 2004 est. | 138 | Tunisia |
| 100 | 2009 est. | 139 | Switzerland |
| 100 | 2009 est. | 140 | Sweden |
| 100 | 2009 est. | 141 | Slovenia |
| 100 | 2009 est. | 142 | Slovakia |
| 100 | 2009 est. | 143 | Georgia |
| 100 | 2009 est. | 144 | Serbia |
| 100 | 2009 est. | 145 | Singapore |
| 100 | 2009 est. | 146 | Comoros |
| 100 | 2009 est. | 147 | Croatia |
| 100 | 2009 est. | 148 | Cuba |
| 100 | 2009 est. | 149 | Czech Republic |
| 100 | 2009 est. | 150 | Denmark |
| 100 | 2009 est. | 151 | Fiji |
| 100 | 2009 est. | 152 | Finland |
| 100 | 2009 est. | 153 | Svalbard |
| 0 |
| 2001 |


