CIA - The World Factbook --  Drinking water source   

| Rank | country | (% of population) | Date of Information |
| 553 | Equatorial Guinea | 65.50 | 2006 est. |
| 554 | Mozambique | 65.00 | 2012 est. |
| 555 | Guinea | 65.00 | 2012 est. |
| 556 | Laos | 64.90 | 2012 est. |
| 557 | Madagascar | 64.60 | 2012 est. |
| 558 | Afghanistan | 64.20 | 2012 est. |
| 559 | Nigeria | 64.00 | 2012 est. |
| 560 | Tajikistan | 64.00 | 2012 est. |
| 561 | Morocco | 63.60 | 2012 est. |
| 562 | South Sudan | 63.40 | 2012 est. |
| 563 | Zambia | 63.30 | 2012 est. |
| 564 | Gabon | 63.00 | 2012 est. |
| 565 | Liberia | 63.00 | 2012 est. |
| 566 | Haiti | 62.40 | 2012 est. |
| 567 | Kenya | 61.70 | 2012 est. |
| 568 | Congo, Republic of the | 61.20 | 2012 est. |
| 569 | Mongolia | 61.20 | 2012 est. |
| 570 | Timor-Leste | 60.50 | 2012 est. |
| 571 | Senegal | 60.30 | 2012 est. |
| 572 | Papua New Guinea | 60.30 | 2012 est. |
| 573 | Eritrea | 60.20 | 2008 est. |
| 574 | Sierra Leone | 60.10 | 2012 est. |
| 575 | Togo | 60.00 | 2012 est. |
| 576 | Togo | 59.70 | 2012 est. |
| 577 | Equatorial Guinea | 58.40 | 2006 est. |
| 578 | Niger | 57.90 | 2012 est. |
| 579 | Ethiopia | 57.90 | 2012 est. |
| 580 | Sierra Leone | 57.60 | 2012 est. |
| 581 | Eritrea | 56.70 | 2008 est. |
| 582 | South Sudan | 56.50 | 2012 est. |
| 583 | Afghanistan | 56.10 | 2012 est. |
| 584 | Tanzania | 56.00 | 2012 est. |
| 585 | Sudan | 55.50 | 2012 est. |
| 586 | Guinea-Bissau | 55.50 | 2012 est. |
| 587 | Chad | 55.20 | 2012 est. |
| 588 | Kenya | 55.10 | 2012 est. |
| 589 | South Sudan | 55.00 | 2012 est. |
| 590 | Yemen | 54.90 | 2012 est. |
| 591 | Libya | 54.90 | 2001 est. |
| 592 | Libya | 54.40 | 2001 est. |
| 593 | Central African Republic | 54.40 | 2012 est. |
| 594 | Angola | 54.30 | 2012 est. |
| 595 | Mali | 54.20 | 2012 est. |
| 596 | Libya | 54.20 | 2001 est. |
| 597 | Turkmenistan | 53.70 | 2012 est. |
| 598 | Congo, Democratic Republic of the | 53.50 | 2012 est. |
| 599 | Yemen | 53.50 | 2012 est. |
| 600 | Tanzania | 53.20 | 2012 est. |
| 601 | Haiti | 52.50 | 2012 est. |
| 602 | Mauritania | 52.30 | 2012 est. |
| 603 | Niger | 52.30 | 2012 est. |
| 604 | Mauritania | 52.30 | 2012 est. |
| 605 | Cameroon | 51.90 | 2012 est. |
| 606 | Ethiopia | 51.50 | 2012 est. |
| 607 | Equatorial Guinea | 50.90 | 2006 est. |
| 608 | Nigeria | 50.90 | 2012 est. |
| 609 | Mozambique | 50.80 | 2012 est. |
| 610 | Zambia | 50.80 | 2012 est. |
| 611 | Chad | 50.70 | 2012 est. |
| 612 | Kiribati | 50.60 | 2012 est. |
| 613 | Mauritania | 50.40 | 2012 est. |
| 614 | Madagascar | 50.40 | 2012 est. |
| 615 | Sudan | 50.20 | 2012 est. |
| 616 | Sudan | 49.80 | 2012 est. |
| 617 | Madagascar | 49.60 | 2012 est. |
| 618 | Mauritania | 49.60 | 2012 est. |
| 619 | Kiribati | 49.40 | 2012 est. |
| 620 | Chad | 49.30 | 2012 est. |
| 621 | Mozambique | 49.20 | 2012 est. |
| 622 | Zambia | 49.20 | 2012 est. |
| 623 | Nigeria | 49.10 | 2012 est. |
| 624 | Equatorial Guinea | 49.10 | 2006 est. |
| 625 | Ethiopia | 48.50 | 2012 est. |
| 626 | Cameroon | 48.10 | 2012 est. |
| 627 | Niger | 47.70 | 2012 est. |
| 628 | Mauritania | 47.70 | 2012 est. |
| 629 | Mauritania | 47.70 | 2012 est. |
| 630 | Haiti | 47.50 | 2012 est. |
| 631 | Tanzania | 46.80 | 2012 est. |
| 632 | Yemen | 46.50 | 2012 est. |
| 633 | Congo, Democratic Republic of the | 46.50 | 2012 est. |
| 634 | Turkmenistan | 46.30 | 2012 est. |
| 635 | Mali | 45.80 | 2012 est. |
| 636 | Libya | 45.80 | 2001 est. |
| 637 | Angola | 45.70 | 2012 est. |
| 638 | Central African Republic | 45.60 | 2012 est. |
| 639 | Libya | 45.60 | 2001 est. |
| 640 | Yemen | 45.10 | 2012 est. |
| 641 | Libya | 45.10 | 2001 est. |
| 642 | South Sudan | 45.00 | 2012 est. |
| 643 | Kenya | 44.90 | 2012 est. |
| 644 | Chad | 44.80 | 2012 est. |
| 645 | Guinea-Bissau | 44.50 | 2012 est. |
| 646 | Sudan | 44.50 | 2012 est. |
| 647 | Tanzania | 44.00 | 2012 est. |
| 648 | Afghanistan | 43.90 | 2012 est. |
| 649 | South Sudan | 43.50 | 2012 est. |
| 650 | Eritrea | 43.30 | 2008 est. |
| 651 | Sierra Leone | 42.40 | 2012 est. |
| 652 | Ethiopia | 42.10 | 2012 est. |
| 653 | Niger | 42.10 | 2012 est. |
| 654 | Equatorial Guinea | 41.60 | 2006 est. |
| 655 | Togo | 40.30 | 2012 est. |
| 656 | Togo | 40.00 | 2012 est. |
| 657 | Sierra Leone | 39.90 | 2012 est. |
| 658 | Eritrea | 39.80 | 2008 est. |
| 659 | Papua New Guinea | 39.70 | 2012 est. |
| 660 | Senegal | 39.70 | 2012 est. |
| 661 | Timor-Leste | 39.50 | 2012 est. |
| 662 | Mongolia | 38.80 | 2012 est. |
| 663 | Congo, Republic of the | 38.80 | 2012 est. |
| 664 | Kenya | 38.30 | 2012 est. |
| 665 | Haiti | 37.60 | 2012 est. |
| 666 | Gabon | 37.00 | 2012 est. |
| 667 | Liberia | 37.00 | 2012 est. |
| 668 | Zambia | 36.70 | 2012 est. |
| 669 | South Sudan | 36.60 | 2012 est. |
| 670 | Morocco | 36.40 | 2012 est. |
| 671 | Nigeria | 36.00 | 2012 est. |
| 672 | Tajikistan | 36.00 | 2012 est. |
| 673 | Afghanistan | 35.80 | 2012 est. |
| 674 | Madagascar | 35.40 | 2012 est. |
| 675 | Laos | 35.10 | 2012 est. |
| 676 | Mozambique | 35.00 | 2012 est. |
| 677 | Guinea | 35.00 | 2012 est. |
| 678 | Equatorial Guinea | 34.50 | 2006 est. |
| 679 | Djibouti | 34.50 | 2012 est. |
| 680 | Cambodia | 34.40 | 2012 est. |
| 681 | Angola | 34.30 | 2012 est. |
| 682 | Sudan | 34.00 | 2012 est. |
| 683 | Kiribati | 33.20 | 2012 est. |
| 684 | Papua New Guinea | 32.80 | 2012 est. |
| 685 | Mali | 32.80 | 2012 est. |
| 686 | Angola | 32.40 | 2012 est. |
| 687 | Cote d'Ivoire | 32.20 | 2012 est. |
| 688 | Nicaragua | 32.20 | 2012 est. |
| 689 | Central African Republic | 31.80 | 2012 est. |
| 690 | Rwanda | 31.70 | 2012 est. |
| 691 | Somalia | 31.70 | 2011 est. |
| 692 | Iraq | 31.50 | 2012 est. |
| 693 | Zimbabwe | 31.30 | 2012 est. |
| 694 | Swaziland | 31.10 | 2012 est. |
| 695 | Benin | 30.90 | 2012 est. |
| 696 | Somalia | 30.40 | 2011 est. |
| 697 | Timor-Leste | 29.50 | 2012 est. |
| 698 | Rwanda | 29.30 | 2012 est. |
| 699 | Azerbaijan | 29.30 | 2012 est. |
| 700 | Congo, Democratic Republic of the | 29.00 | 2012 est. |
| 701 | Uganda | 29.00 | 2012 est. |
| 702 | Turkmenistan | 28.90 | 2012 est. |
| 703 | Cambodia | 28.70 | 2012 est. |
| 704 | Laos | 28.50 | 2012 est. |
| 705 | Peru | 28.40 | 2012 est. |
| 706 | Tajikistan | 28.30 | 2012 est. |
| 707 | Chad | 28.20 | 2012 est. |
| 708 | Bolivia | 28.10 | 2012 est. |
| 709 | Yemen | 28.00 | 2012 est. |
| 710 | Burundi | 26.80 | 2012 est. |
| 711 | Guinea-Bissau | 26.40 | 2012 est. |
| 712 | Colombia | 26.40 | 2012 est. |
| 713 | Eritrea | 26.30 | 2008 est. |
| 714 | Swaziland | 25.90 | 2012 est. |
| 715 | Cameroon | 25.90 | 2012 est. |
| 716 | Senegal | 25.90 | 2012 est. |
| 717 | Liberia | 25.40 | 2012 est. |
| 718 | Haiti | 25.40 | 2012 est. |
| 719 | Guinea | 25.20 | 2012 est. |
| 720 | Uganda | 25.20 | 2012 est. |
| 721 | Ecuador | 24.80 | 2012 est. |
| 722 | Burundi | 24.70 | 2012 est. |
| 723 | Venezuela | 24.70 | 2007 est. |
| 724 | Congo, Republic of the | 24.70 | 2012 est. |
| 725 | Romania | 24.40 | 2008 est. |
| 726 | Burkina Faso | 24.20 | 2012 est. |
| 727 | Benin | 23.90 | 2012 est. |
| 728 | Indonesia | 23.60 | 2012 est. |
| 729 | Lesotho | 23.30 | 2012 est. |
| 730 | Dominican Republic | 22.80 | 2012 est. |
| 731 | Solomon Islands | 22.80 | 2012 est. |
| 732 | Tanzania | 22.10 | 2012 est. |
| 733 | Madagascar | 21.80 | 2012 est. |
| 734 | Nigeria | 21.20 | 2012 est. |
| 735 | Congo, Democratic Republic of the | 20.90 | 2012 est. |
| 736 | Algeria | 20.50 | 2012 est. |
| 737 | Zimbabwe | 20.10 | 2012 est. |
| 738 | Cote d'Ivoire | 19.80 | 2012 est. |
| 739 | Azerbaijan | 19.80 | 2012 est. |
| 740 | Mozambique | 19.70 | 2012 est. |
| 741 | Solomon Islands | 19.50 | 2012 est. |
| 742 | Rwanda | 19.30 | 2012 est. |
| 743 | Dominican Republic | 19.10 | 2012 est. |
| 744 | Uzbekistan | 19.10 | 2012 est. |
| 745 | El Salvador | 19.00 | 2012 est. |
| 746 | Burma | 18.90 | 2012 est. |
| 747 | Ghana | 18.70 | 2012 est. |
| 748 | Lesotho | 18.70 | 2012 est. |
| 749 | Honduras | 18.50 | 2012 est. |
| 750 | West Bank | 18.40 | 2012 est. |
| 751 | Gaza Strip | 18.40 | 2012 est. |
| 752 | Burkina Faso | 18.30 | 2012 est. |
| 753 | West Bank | 18.20 | 2012 est. |
| 754 | Gaza Strip | 18.20 | 2012 est. |
| 755 | West Bank | 17.70 | 2012 est. |
| 756 | Gaza Strip | 17.70 | 2012 est. |
| 757 | Kenya | 17.70 | 2012 est. |
| 758 | Kyrgyzstan | 17.70 | 2012 est. |
| 759 | Dominican Republic | 17.50 | 2012 est. |
| 760 | Malawi | 16.80 | 2012 est. |
| 761 | Paraguay | 16.60 | 2012 est. |
| 762 | Morocco | 16.40 | 2012 est. |
| 763 | Laos | 16.30 | 2012 est. |
| 764 | Algeria | 16.10 | 2012 est. |
| 765 | Gambia, The | 15.60 | 2012 est. |
| 766 | Bangladesh | 15.60 | 2012 est. |
| 767 | Benin | 15.50 | 2012 est. |
| 768 | Mongolia | 15.40 | 2012 est. |
| 769 | Bangladesh | 15.20 | 2012 est. |
| 770 | Zambia | 15.20 | 2012 est. |
| 771 | China | 15.10 | 2012 est. |
| 772 | Indonesia | 15.10 | 2012 est. |
| 773 | Malawi | 15.00 | 2012 est. |
| 774 | Nicaragua | 15.00 | 2012 est. |
| 775 | Brazil | 14.70 | 2012 est. |
| 776 | Iraq | 14.60 | 2012 est. |
| 777 | Algeria | 14.50 | 2012 est. |
| 778 | Burma | 14.30 | 2012 est. |
| 779 | Bangladesh | 14.20 | 2012 est. |
| 780 | Kazakhstan | 14.00 | 2012 est. |
| 781 | Palau | 14.00 | 2011 est. |
| 782 | Cabo Verde | 14.00 | 2012 est. |
| 783 | Oman | 13.90 | 2012 est. |
| 784 | Ecuador | 13.60 | 2012 est. |
| 785 | Panama | 13.40 | 2012 est. |
| 786 | Peru | 13.20 | 2012 est. |
| 787 | Liberia | 13.20 | 2012 est. |
| 788 | Turks and Caicos Islands | 13.00 | 2007 est. |
| 789 | Turks and Caicos Islands | 13.00 | 2007 est. |
| 790 | Turks and Caicos Islands | 13.00 | 2007 est. |
| 791 | Sierra Leone | 12.90 | 2012 est. |
| 792 | Syria | 12.80 | 2012 est. |
| 793 | Ghana | 12.80 | 2012 est. |
| 794 | Cuba | 12.70 | 2012 est. |
| 795 | Uzbekistan | 12.70 | 2012 est. |
| 796 | Kiribati | 12.60 | 2012 est. |
| 797 | Namibia | 12.60 | 2012 est. |
| 798 | Micronesia, Federated States of | 12.60 | 2012 est. |
| 799 | Kyrgyzstan | 12.40 | 2012 est. |
| 800 | Nepal | 12.40 | 2012 est. |
| 801 | Romania | 12.30 | 2008 est. |
| 802 | Korea, South | 12.10 | 2012 est. |
| 803 | Papua New Guinea | 12.00 | 2012 est. |
| 804 | Nepal | 11.90 | 2012 est. |
| 805 | Bolivia | 11.90 | 2012 est. |
| 806 | South Africa | 11.70 | 2012 est. |
| 807 | Vanuatu | 11.70 | 2012 est. |
| 808 | Suriname | 11.60 | 2012 est. |
| 809 | Azerbaijan | 11.60 | 2012 est. |
| 810 | Guatemala | 11.40 | 2012 est. |
| 811 | Jamaica | 11.20 | 2012 est. |
| 812 | Lithuania | 11.10 | 2012 est. |
| 813 | Micronesia, Federated States of | 11.00 | 2012 est. |
| 814 | Pakistan | 11.00 | 2012 est. |
| 815 | Turkmenistan | 10.90 | 2012 est. |
| 816 | Cabo Verde | 10.70 | 2012 est. |
| 817 | Honduras | 10.40 | 2012 est. |
| 818 | Central African Republic | 10.40 | 2012 est. |
| 819 | Afghanistan | 10.10 | 2012 est. |
| 820 | El Salvador | 9.90 | 2012 est. |
| 821 | Syria | 9.90 | 2012 est. |
| 822 | Gambia, The | 9.90 | 2012 est. |
| 823 | Nepal | 9.70 | 2012 est. |
| 824 | Jordan | 9.50 | 2012 est. |
| 825 | Tunisia | 9.50 | 2012 est. |
| 826 | Vanuatu | 9.30 | 2012 est. |
| 827 | India | 9.30 | 2012 est. |
| 828 | Mexico | 9.20 | 2012 est. |
| 829 | Mali | 9.10 | 2012 est. |
| 830 | Costa Rica | 9.10 | 2012 est. |
| 831 | Colombia | 8.80 | 2012 est. |
| 832 | Philippines | 8.80 | 2012 est. |
| 833 | Somalia | 8.80 | 2011 est. |
| 834 | Cabo Verde | 8.80 | 2012 est. |
| 835 | Peru | 8.80 | 2012 est. |
| 836 | Chile | 8.70 | 2012 est. |
| 837 | Togo | 8.60 | 2012 est. |
| 838 | Pakistan | 8.60 | 2012 est. |
| 839 | Cote d'Ivoire | 8.50 | 2012 est. |
| 840 | Burundi | 8.50 | 2012 est. |
| 841 | Ecuador | 8.40 | 2012 est. |
| 842 | Iran | 8.30 | 2012 est. |
| 843 | Namibia | 8.30 | 2012 est. |
| 844 | Philippines | 8.20 | 2012 est. |
| 845 | China | 8.10 | 2012 est. |
| 846 | Djibouti | 7.90 | 2012 est. |
| 847 | Fiji | 7.80 | 2012 est. |
| 848 | Guinea | 7.80 | 2012 est. |
| 849 | Russia | 7.80 | 2012 est. |
| 850 | Gabon | 7.80 | 2012 est. |
| 851 | Syria | 7.70 | 2012 est. |
| 852 | Ghana | 7.50 | 2012 est. |
| 853 | Philippines | 7.50 | 2012 est. |
| 854 | Senegal | 7.50 | 2012 est. |
| 855 | India | 7.40 | 2012 est. |
| 856 | Saint Lucia | 7.20 | 2012 est. |
| 857 | Botswana | 7.20 | 2012 est. |
| 858 | Venezuela | 7.10 | 2007 est. |
| 859 | Sri Lanka | 7.10 | 2012 est. |
| 860 | Oman | 7.00 | 2012 est. |
| 861 | Tajikistan | 7.00 | 2012 est. |
| 862 | Indonesia | 7.00 | 2012 est. |
| 863 | Kazakhstan | 6.90 | 2012 est. |
| 864 | Jamaica | 6.90 | 2012 est. |
| 865 | Trinidad and Tobago | 6.90 | 2011 est. |
| 866 | Solomon Islands | 6.80 | 2012 est. |
| 867 | Lesotho | 6.80 | 2012 est. |
| 868 | Marshall Islands | 6.60 | 2012 est. |
| 869 | Trinidad and Tobago | 6.40 | 2011 est. |
| 870 | Puerto Rico | 6.40 | 2001 est. |
| 871 | Puerto Rico | 6.40 | 2001 est. |
| 872 | Puerto Rico | 6.40 | 2001 est. |
| 873 | Vietnam | 6.40 | 2012 est. |
| 874 | Sao Tome and Principe | 6.40 | 2012 est. |
| 875 | Swaziland | 6.40 | 2012 est. |
| 876 | Moldova | 6.30 | 2012 est. |
| 877 | Guatemala | 6.20 | 2012 est. |
| 878 | Sri Lanka | 6.20 | 2012 est. |
| 879 | Paraguay | 6.20 | 2012 est. |
| 880 | Saint Lucia | 6.20 | 2012 est. |
| 881 | Albania | 6.20 | 2012 est. |
| 882 | Iraq | 6.10 | 2012 est. |
| 883 | Cambodia | 6.10 | 2012 est. |
| 884 | Cuba | 6.00 | 2012 est. |
| 885 | Cameroon | 5.90 | 2012 est. |
| 886 | Gambia, The | 5.80 | 2012 est. |
| 887 | El Salvador | 5.80 | 2012 est. |
| 888 | Venezuela | 5.70 | 2007 est. |
| 889 | Panama | 5.70 | 2012 est. |
| 890 | Marshall Islands | 5.50 | 2012 est. |
| 891 | Malawi | 5.40 | 2012 est. |
| 892 | Anguilla | 5.40 | 2012 est. |
| 893 | Anguilla | 5.40 | 2012 est. |
| 894 | Micronesia, Federated States of | 5.20 | 2012 est. |
| 895 | Uganda | 5.20 | 2012 est. |
| 896 | Burma | 5.20 | 2012 est. |
| 897 | Mongolia | 5.20 | 2012 est. |
| 898 | Uruguay | 5.10 | 2012 est. |
| 899 | Mexico | 5.10 | 2012 est. |
| 900 | Vietnam | 5.00 | 2012 est. |
| 901 | Saint Vincent and the Grenadines | 4.90 | 2012 est. |
| 902 | South Africa | 4.90 | 2012 est. |
| 903 | Saint Vincent and the Grenadines | 4.90 | 2012 est. |
| 904 | Saint Vincent and the Grenadines | 4.90 | 2012 est. |
| 905 | Suriname | 4.80 | 2012 est. |
| 906 | Timor-Leste | 4.80 | 2012 est. |
| 907 | Argentina | 4.70 | 2012 est. |
| 908 | Palau | 4.70 | 2011 est. |
| 909 | Montenegro | 4.70 | 2012 est. |
| 910 | Grenada | 4.70 | 2012 est. |
| 911 | Thailand | 4.70 | 2012 est. |
| 912 | Oman | 4.50 | 2012 est. |
| 913 | Cayman Islands | 4.40 | 2012 est. |
| 914 | Cayman Islands | 4.40 | 2012 est. |
| 915 | Albania | 4.30 | 2012 est. |
| 916 | Dominica | 4.30 | 2012 est. |
| 917 | Congo, Republic of the | 4.30 | 2012 est. |
| 918 | Pakistan | 4.30 | 2012 est. |
| 919 | Latvia | 4.20 | 2012 est. |
| 920 | Thailand | 4.20 | 2012 est. |
| 921 | Lithuania | 4.10 | 2012 est. |
| 922 | Iran | 4.10 | 2012 est. |
| 923 | Bolivia | 4.00 | 2012 est. |
| 924 | Jordan | 3.90 | 2012 est. |
| 925 | Mexico | 3.90 | 2012 est. |
| 926 | Guinea-Bissau | 3.90 | 2012 est. |
| 927 | Seychelles | 3.70 | 2012 est. |
| 928 | Seychelles | 3.70 | 2012 est. |
| 929 | Seychelles | 3.70 | 2012 est. |
| 930 | Cuba | 3.70 | 2012 est. |
| 931 | Nauru | 3.70 | 2012 est. |
| 932 | Nauru | 3.70 | 2012 est. |
| 933 | Fiji | 3.70 | 2012 est. |
| 934 | Moldova | 3.50 | 2012 est. |
| 935 | Costa Rica | 3.40 | 2012 est. |
| 936 | Guyana | 3.40 | 2012 est. |
| 937 | India | 3.30 | 2012 est. |
| 938 | Comoros | 3.30 | 2012 est. |
| 939 | Thailand | 3.30 | 2012 est. |
| 940 | Grenada | 3.20 | 2012 est. |
| 941 | Panama | 3.20 | 2012 est. |
| 942 | Tunisia | 3.20 | 2012 est. |
| 943 | Gabon | 3.20 | 2012 est. |
| 944 | Botswana | 3.20 | 2012 est. |
| 945 | Ethiopia | 3.20 | 2012 est. |
| 946 | Croatia | 3.20 | 2012 est. |
| 947 | Honduras | 3.20 | 2012 est. |
| 948 | Korea, North | 3.10 | 2012 est. |
| 949 | Colombia | 3.10 | 2012 est. |
| 950 | Saudi Arabia | 3.00 | 2012 est. |
| 951 | Saudi Arabia | 3.00 | 2012 est. |
| 952 | Sao Tome and Principe | 3.00 | 2012 est. |
| 953 | Tuvalu | 3.00 | 2012 est. |
| 954 | Palau | 3.00 | 2011 est. |
| 955 | Russia | 3.00 | 2012 est. |
| 956 | Saudi Arabia | 3.00 | 2012 est. |
| 957 | Jamaica | 2.90 | 2012 est. |
| 958 | Kyrgyzstan | 2.90 | 2012 est. |
| 959 | Zimbabwe | 2.70 | 2012 est. |
| 960 | Albania | 2.70 | 2012 est. |
| 961 | Jordan | 2.70 | 2012 est. |
| 962 | Georgia | 2.70 | 2012 est. |
| 963 | Bhutan | 2.70 | 2012 est. |
| 964 | Samoa | 2.60 | 2012 est. |
| 965 | Tokelau | 2.60 | 2012 est. |
| 966 | Trinidad and Tobago | 2.60 | 2011 est. |
| 967 | Tokelau | 2.60 | 2012 est. |
| 968 | Marshall Islands | 2.50 | 2012 est. |
| 969 | Burkina Faso | 2.50 | 2012 est. |
| 970 | Brazil | 2.50 | 2012 est. |
| 971 | Northern Mariana Islands | 2.50 | 2012 est. |
| 972 | Northern Mariana Islands | 2.50 | 2012 est. |
| 973 | Northern Mariana Islands | 2.50 | 2012 est. |
| 974 | Nicaragua | 2.40 | 2012 est. |
| 975 | Guyana | 2.40 | 2012 est. |
| 976 | Estonia | 2.40 | 2012 est. |
| 977 | Ukraine | 2.30 | 2012 est. |
| 978 | Iran | 2.30 | 2012 est. |
| 979 | Tuvalu | 2.30 | 2012 est. |
| 980 | Korea, South | 2.20 | 2012 est. |
| 981 | Aruba | 2.20 | 2012 est. |
| 982 | Aruba | 2.20 | 2012 est. |
| 983 | Vanuatu | 2.20 | 2012 est. |
| 984 | Aruba | 2.20 | 2012 est. |
| 985 | Antigua and Barbuda | 2.10 | 2012 est. |
| 986 | Guyana | 2.10 | 2012 est. |
| 987 | Maldives | 2.10 | 2012 est. |
| 988 | Antigua and Barbuda | 2.10 | 2012 est. |
| 989 | Antigua and Barbuda | 2.10 | 2012 est. |
| 990 | British Virgin Islands | 2.00 | 2010 est. |
| 991 | Montenegro | 2.00 | 2012 est. |
| 992 | British Virgin Islands | 2.00 | 2010 est. |
| 993 | British Virgin Islands | 2.00 | 2010 est. |
| 994 | United States | 2.00 | 2012 est. |
| 995 | Ukraine | 2.00 | 2012 est. |
| 996 | Suriname | 1.90 | 2012 est. |
| 997 | Korea, North | 1.90 | 2012 est. |
| 998 | Bhutan | 1.90 | 2012 est. |
| 999 | Ukraine | 1.90 | 2012 est. |
| 1000 | Vietnam | 1.80 | 2012 est. |
| 1001 | Saint Kitts and Nevis | 1.70 | 2012 est. |
| 1002 | Saint Kitts and Nevis | 1.70 | 2012 est. |
| 1003 | Saint Kitts and Nevis | 1.70 | 2012 est. |
| 1004 | Tuvalu | 1.70 | 2012 est. |
| 1005 | Bahamas, The | 1.60 | 2012 est. |
| 1006 | Bahamas, The | 1.60 | 2012 est. |
| 1007 | Latvia | 1.60 | 2012 est. |
| 1008 | Belize | 1.60 | 2012 est. |
| 1009 | China | 1.60 | 2012 est. |
| 1010 | Bahamas, The | 1.60 | 2012 est. |
| 1011 | Namibia | 1.60 | 2012 est. |
| 1012 | Romania | 1.50 | 2008 est. |
| 1013 | Uzbekistan | 1.50 | 2012 est. |
| 1014 | Samoa | 1.50 | 2012 est. |
| 1015 | Niue | 1.50 | 2012 est. |
| 1016 | New Caledonia | 1.50 | 2012 est. |
| 1017 | New Caledonia | 1.50 | 2012 est. |
| 1018 | New Caledonia | 1.50 | 2012 est. |
| 1019 | Malaysia | 1.50 | 2012 est. |
| 1020 | Morocco | 1.50 | 2012 est. |
| 1021 | Niue | 1.40 | 2012 est. |
| 1022 | Niue | 1.40 | 2012 est. |
| 1023 | Croatia | 1.40 | 2012 est. |
| 1024 | Maldives | 1.40 | 2012 est. |
| 1025 | Saint Lucia | 1.40 | 2012 est. |
| 1026 | Russia | 1.30 | 2012 est. |
| 1027 | Niger | 1.30 | 2012 est. |
| 1028 | Argentina | 1.30 | 2012 est. |
| 1029 | Georgia | 1.30 | 2012 est. |
| 1030 | Egypt | 1.20 | 2012 est. |
| 1031 | Macedonia | 1.20 | 2012 est. |
| 1032 | Samoa | 1.20 | 2012 est. |
| 1033 | Chile | 1.20 | 2012 est. |
| 1034 | Turkey | 1.20 | 2012 est. |
| 1035 | Korea, North | 1.10 | 2012 est. |
| 1036 | Serbia | 1.10 | 2012 est. |
| 1037 | Sao Tome and Principe | 1.10 | 2012 est. |
| 1038 | Kuwait | 1.00 | 2012 est. |
| 1039 | Grenada | 1.00 | 2012 est. |
| 1040 | Argentina | 1.00 | 2012 est. |
| 1041 | Kuwait | 1.00 | 2012 est. |
| 1042 | Montserrat | 1.00 | 2012 est. |
| 1043 | Montserrat | 1.00 | 2012 est. |
| 1044 | Tonga | 1.00 | 2012 est. |
| 1045 | Bulgaria | 1.00 | 2012 est. |
| 1046 | Montserrat | 1.00 | 2012 est. |
| 1047 | Belarus | 1.00 | 2012 est. |
| 1048 | Kuwait | 1.00 | 2012 est. |
| 1049 | Canada | 1.00 | 2012 est. |
| 1050 | Guatemala | 0.90 | 2012 est. |
| 1051 | Estonia | 0.90 | 2012 est. |
| 1052 | Sri Lanka | 0.90 | 2012 est. |
| 1053 | South Africa | 0.80 | 2012 est. |
| 1054 | Serbia | 0.80 | 2012 est. |
| 1055 | Kazakhstan | 0.80 | 2012 est. |
| 1056 | United States | 0.80 | 2012 est. |
| 1057 | Tonga | 0.70 | 2012 est. |
| 1058 | Botswana | 0.70 | 2012 est. |
| 1059 | Belize | 0.70 | 2012 est. |
| 1060 | Egypt | 0.70 | 2012 est. |
| 1061 | Lithuania | 0.70 | 2012 est. |
| 1062 | Serbia | 0.60 | 2012 est. |
| 1063 | Macedonia | 0.60 | 2012 est. |
| 1064 | Bhutan | 0.60 | 2012 est. |
| 1065 | United States | 0.60 | 2012 est. |
| 1066 | Tonga | 0.60 | 2012 est. |
| 1067 | Greece | 0.60 | 2012 est. |
| 1068 | Slovenia | 0.60 | 2012 est. |
| 1069 | Moldova | 0.50 | 2012 est. |
| 1070 | Bulgaria | 0.50 | 2012 est. |
| 1071 | Guam | 0.50 | 2012 est. |
| 1072 | Maldives | 0.50 | 2012 est. |
| 1073 | Guam | 0.50 | 2012 est. |
| 1074 | Bosnia and Herzegovina | 0.50 | 2012 est. |
| 1075 | Guam | 0.50 | 2012 est. |
| 1076 | Uruguay | 0.50 | 2012 est. |
| 1077 | Malaysia | 0.40 | 2012 est. |
| 1078 | Costa Rica | 0.40 | 2012 est. |
| 1079 | Chile | 0.40 | 2012 est. |
| 1080 | United Arab Emirates | 0.40 | 2012 est. |
| 1081 | Bulgaria | 0.40 | 2012 est. |
| 1082 | Belarus | 0.40 | 2012 est. |
| 1083 | United Arab Emirates | 0.40 | 2012 est. |
| 1084 | Bosnia and Herzegovina | 0.40 | 2012 est. |
| 1085 | Bosnia and Herzegovina | 0.40 | 2012 est. |
| 1086 | Latvia | 0.40 | 2012 est. |
| 1087 | Montenegro | 0.40 | 2012 est. |
| 1088 | Slovenia | 0.40 | 2012 est. |
| 1089 | Czech Republic | 0.40 | 2012 est. |
| 1090 | Turkey | 0.30 | 2012 est. |
| 1091 | Mauritius | 0.30 | 2012 est. |
| 1092 | Korea, South | 0.30 | 2012 est. |
| 1093 | Armenia | 0.30 | 2012 est. |
| 1094 | Brazil | 0.30 | 2012 est. |
| 1095 | Ireland | 0.30 | 2012 est. |
| 1096 | Macedonia | 0.20 | 2012 est. |
| 1097 | Croatia | 0.20 | 2012 est. |
| 1098 | Greece | 0.20 | 2012 est. |
| 1099 | Czech Republic | 0.20 | 2012 est. |
| 1100 | Canada | 0.20 | 2012 est. |
| 1101 | Belarus | 0.20 | 2012 est. |
