CIA - The World Factbook --  Drinking water source   

This entry provides information about access to improved or unimproved drinking water sources available to segments of the population of a country. improved drinking water - use of any of the following sources: piped water into dwelling, yard, or plot; public tap or standpipe; tubewell or borehole; protected dug well; protected spring; or rainwater collection. unimproved drinking water - use of any of the following sources: unprotected dug well; unprotected spring; cart with small tank or drum; tanker truck; surface water, which includes rivers, dams, lakes, ponds, streams, canals or irrigation channels; or bottled water.

| Rank | country | (% of population) | Date of Information |
| 544 | Papua New Guinea | 60.00 | 2010 est. |
| 545 | Anguilla | 60.00 | 2000 est. |
| 546 | Angola | 60.00 | 2010 est. |
| 547 | Anguilla | 60.00 | 2000 est. |
| 548 | Liberia | 60.00 | 2010 est. |
| 549 | Gabon | 59.00 | 2010 est. |
| 550 | Kenya | 59.00 | 2010 est. |
| 551 | Sudan | 58.00 | 2010 est. |
| 552 | Nigeria | 58.00 | 2010 est. |
| 553 | Afghanistan | 58.00 | 2010 |
| 554 | Cambodia | 58.00 | 2010 est. |
| 555 | Equatorial Guinea | 58.00 | 2000 est. |
| 556 | Nigeria | 57.00 | 2010 est. |
| 557 | Eritrea | 57.00 | 2008 est. |
| 558 | Equatorial Guinea | 57.00 | 2000 est. |
| 559 | Tanzania | 56.00 | 2010 est. |
| 560 | Senegal | 56.00 | 2010 est. |
| 561 | Chad | 56.00 | 2010 est. |
| 562 | Ethiopia | 56.00 | 2010 est. |
| 563 | Iraq | 56.00 | 2010 est. |
| 564 | Yemen | 55.00 | 2010 est. |
| 565 | Sierra Leone | 55.00 | 2010 est. |
| 566 | Congo, Democratic Republic of the | 55.00 | 2010 est. |
| 567 | Equatorial Guinea | 55.00 | 2000 est. |
| 568 | Libya | 55.00 | 2000 est. |
| 569 | Zambia | 54.00 | 2010 est. |
| 570 | Tajikistan | 54.00 | 2010 est. |
| 571 | Djibouti | 54.00 | 2010 est. |
| 572 | Libya | 54.00 | 2000 est. |
| 573 | Madagascar | 54.00 | 2010 est. |
| 574 | Libya | 54.00 | 2000 est. |
| 575 | Yemen | 53.00 | 2010 est. |
| 576 | Tanzania | 53.00 | 2010 est. |
| 577 | Mongolia | 53.00 | 2010 est. |
| 578 | Mozambique | 53.00 | 2010 est. |
| 579 | Guinea-Bissau | 53.00 | 2010 est. |
| 580 | Sudan | 52.00 | 2010 est. |
| 581 | Mauritania | 52.00 | 2010 est. |
| 582 | Cameroon | 52.00 | 2010 est. |
| 583 | Kenya | 52.00 | 2010 est. |
| 584 | Mauritania | 52.00 | 2010 est. |
| 585 | Mali | 51.00 | 2010 est. |
| 586 | Niger | 51.00 | 2010 est. |
| 587 | Angola | 51.00 | 2010 est. |
| 588 | Chad | 51.00 | 2010 est. |
| 589 | Central African Republic | 51.00 | 2010 est. |
| 590 | Haiti | 51.00 | 2010 est. |
| 591 | Mauritania | 50.00 | 2010 est. |
| 592 | Mauritania | 50.00 | 2010 est. |
| 593 | Afghanistan | 50.00 | 2010 |
| 594 | Kiribati | 50.00 | 2000 est. |
| 595 | Afghanistan | 50.00 | 2010 |
| 596 | Kiribati | 50.00 | 2000 est. |
| 597 | Mali | 49.00 | 2010 est. |
| 598 | Niger | 49.00 | 2010 est. |
| 599 | Angola | 49.00 | 2010 est. |
| 600 | Chad | 49.00 | 2010 est. |
| 601 | Central African Republic | 49.00 | 2010 est. |
| 602 | Haiti | 49.00 | 2010 est. |
| 603 | Sudan | 48.00 | 2010 est. |
| 604 | Mauritania | 48.00 | 2010 est. |
| 605 | Cameroon | 48.00 | 2010 est. |
| 606 | Kenya | 48.00 | 2010 est. |
| 607 | Mauritania | 48.00 | 2010 est. |
| 608 | Yemen | 47.00 | 2010 est. |
| 609 | Tanzania | 47.00 | 2010 est. |
| 610 | Mongolia | 47.00 | 2010 est. |
| 611 | Mozambique | 47.00 | 2010 est. |
| 612 | Guinea-Bissau | 47.00 | 2010 est. |
| 613 | Zambia | 46.00 | 2010 est. |
| 614 | Tajikistan | 46.00 | 2010 est. |
| 615 | Djibouti | 46.00 | 2010 est. |
| 616 | Libya | 46.00 | 2000 est. |
| 617 | Madagascar | 46.00 | 2010 est. |
| 618 | Libya | 46.00 | 2000 est. |
| 619 | Congo, Democratic Republic of the | 45.00 | 2010 est. |
| 620 | Equatorial Guinea | 45.00 | 2000 est. |
| 621 | Libya | 45.00 | 2000 est. |
| 622 | Sierra Leone | 45.00 | 2010 est. |
| 623 | Yemen | 45.00 | 2010 est. |
| 624 | Tanzania | 44.00 | 2010 est. |
| 625 | Senegal | 44.00 | 2010 est. |
| 626 | Chad | 44.00 | 2010 est. |
| 627 | Iraq | 44.00 | 2010 est. |
| 628 | Ethiopia | 44.00 | 2010 est. |
| 629 | Nigeria | 43.00 | 2010 est. |
| 630 | Eritrea | 43.00 | 2008 est. |
| 631 | Equatorial Guinea | 43.00 | 2000 est. |
| 632 | Sudan | 42.00 | 2010 est. |
| 633 | Nigeria | 42.00 | 2010 est. |
| 634 | Cambodia | 42.00 | 2010 est. |
| 635 | Afghanistan | 42.00 | 2010 |
| 636 | Equatorial Guinea | 42.00 | 2000 est. |
| 637 | Kenya | 41.00 | 2010 est. |
| 638 | Gabon | 41.00 | 2010 est. |
| 639 | Togo | 40.00 | 2010 est. |
| 640 | Timor-Leste | 40.00 | 2010 est. |
| 641 | Papua New Guinea | 40.00 | 2010 est. |
| 642 | Anguilla | 40.00 | 2000 est. |
| 643 | Angola | 40.00 | 2010 est. |
| 644 | Anguilla | 40.00 | 2000 est. |
| 645 | Liberia | 40.00 | 2010 est. |
| 646 | Zambia | 39.00 | 2010 est. |
| 647 | Togo | 39.00 | 2010 est. |
| 648 | Eritrea | 39.00 | 2008 est. |
| 649 | Niger | 39.00 | 2010 est. |
| 650 | Morocco | 39.00 | 2010 est. |
| 651 | Kiribati | 38.00 | 2000 est. |
| 652 | Angola | 38.00 | 2010 est. |
| 653 | Laos | 38.00 | 2010 est. |
| 654 | Rwanda | 37.00 | 2010 est. |
| 655 | Tajikistan | 36.00 | 2010 est. |
| 656 | Cambodia | 36.00 | 2010 est. |
| 657 | Mali | 36.00 | 2010 est. |
| 658 | Guinea-Bissau | 36.00 | 2010 est. |
| 659 | Swaziland | 35.00 | 2010 est. |
| 660 | Sierra Leone | 35.00 | 2010 est. |
| 661 | Solomon Islands | 35.00 | 2000 est. |
| 662 | Rwanda | 35.00 | 2010 est. |
| 663 | Guinea | 35.00 | 2010 est. |
| 664 | Peru | 35.00 | 2010 est. |
| 665 | Somalia | 34.00 | 2010 est. |
| 666 | Ethiopia | 34.00 | 2010 est. |
| 667 | Madagascar | 34.00 | 2010 est. |
| 668 | Paraguay | 34.00 | 2010 est. |
| 669 | Sudan | 33.00 | 2010 est. |
| 670 | Central African Republic | 33.00 | 2010 est. |
| 671 | Laos | 33.00 | 2010 est. |
| 672 | Papua New Guinea | 33.00 | 2010 est. |
| 673 | Uganda | 32.00 | 2010 est. |
| 674 | Nicaragua | 32.00 | 2010 est. |
| 675 | Benin | 32.00 | 2010 est. |
| 676 | Congo, Republic of the | 32.00 | 2010 est. |
| 677 | Cote d'Ivoire | 32.00 | 2010 est. |
| 678 | Zimbabwe | 31.00 | 2010 est. |
| 679 | Haiti | 31.00 | 2010 est. |
| 680 | Timor-Leste | 31.00 | 2010 est. |
| 681 | Romania | 30.00 | 2000 est. |
| 682 | Chad | 30.00 | 2010 est. |
| 683 | Solomon Islands | 30.00 | 2000 est. |
| 684 | Swaziland | 29.00 | 2010 est. |
| 685 | Somalia | 29.00 | 2010 est. |
| 686 | Mozambique | 29.00 | 2010 est. |
| 687 | Burundi | 29.00 | 2010 est. |
| 688 | Azerbaijan | 29.00 | 2010 est. |
| 689 | Bolivia | 29.00 | 2010 est. |
| 690 | Congo, Republic of the | 29.00 | 2010 est. |
| 691 | Yemen | 28.00 | 2010 est. |
| 692 | Turkmenistan | 28.00 | 2000 est. |
| 693 | Burundi | 28.00 | 2010 est. |
| 694 | Senegal | 28.00 | 2010 est. |
| 695 | Colombia | 28.00 | 2010 est. |
| 696 | Uganda | 28.00 | 2010 est. |
| 697 | Burkina Faso | 27.00 | 2010 est. |
| 698 | Congo, Democratic Republic of the | 27.00 | 2010 est. |
| 699 | Lesotho | 27.00 | 2010 est. |
| 700 | Liberia | 27.00 | 2010 est. |
| 701 | Venezuela | 26.00 | 2000 est. |
| 702 | Nigeria | 26.00 | 2010 est. |
| 703 | Eritrea | 26.00 | 2008 est. |
| 704 | Guinea | 26.00 | 2010 est. |
| 705 | Indonesia | 26.00 | 2010 est. |
| 706 | Madagascar | 26.00 | 2010 est. |
| 707 | Benin | 25.00 | 2010 est. |
| 708 | Chile | 25.00 | 2010 est. |
| 709 | El Salvador | 24.00 | 2010 est. |
| 710 | Rwanda | 24.00 | 2010 est. |
| 711 | Kiribati | 23.00 | 2000 est. |
| 712 | Cameroon | 23.00 | 2010 est. |
| 713 | Mozambique | 23.00 | 2010 est. |
| 714 | Laos | 23.00 | 2010 est. |
| 715 | Lesotho | 22.00 | 2010 est. |
| 716 | Burma | 22.00 | 2010 est. |
| 717 | Afghanistan | 22.00 | 2010 |
| 718 | Oman | 22.00 | 2010 est. |
| 719 | Tanzania | 21.00 | 2010 est. |
| 720 | Burkina Faso | 21.00 | 2010 est. |
| 721 | South Africa | 21.00 | 2010 est. |
| 722 | Algeria | 21.00 | 2010 est. |
| 723 | Iraq | 21.00 | 2010 est. |
| 724 | Congo, Democratic Republic of the | 21.00 | 2010 est. |
| 725 | Honduras | 21.00 | 2010 est. |
| 726 | Zimbabwe | 20.00 | 2010 est. |
| 727 | Malawi | 20.00 | 2010 est. |
| 728 | Ghana | 20.00 | 2010 est. |
| 729 | Bangladesh | 20.00 | 2010 est. |
| 730 | Azerbaijan | 20.00 | 2010 est. |
| 731 | Argentina | 20.00 | 2008 est. |
| 732 | Cote d'Ivoire | 20.00 | 2010 est. |
| 733 | Uzbekistan | 19.00 | 2010 est. |
| 734 | Bangladesh | 19.00 | 2010 est. |
| 735 | Lithuania | 19.00 | 2000 est. |
| 736 | Suriname | 19.00 | 2010 est. |
| 737 | Mongolia | 18.00 | 2010 est. |
| 738 | Kenya | 18.00 | 2010 est. |
| 739 | Indonesia | 18.00 | 2010 est. |
| 740 | Turkmenistan | 17.00 | 2000 est. |
| 741 | Panama | 17.00 | 2008 est. |
| 742 | Palau | 17.00 | 2010 est. |
| 743 | Burundi | 17.00 | 2010 est. |
| 744 | Morocco | 17.00 | 2010 est. |
| 745 | Algeria | 17.00 | 2010 est. |
| 746 | Burma | 17.00 | 2010 est. |
| 747 | Malawi | 17.00 | 2010 est. |
| 748 | Tunisia | 16.00 | 2008 est. |
| 749 | Benin | 16.00 | 2010 est. |
| 750 | Dominican Republic | 16.00 | 2010 est. |
| 751 | Romania | 16.00 | 2000 est. |
| 752 | Nicaragua | 15.00 | 2010 est. |
| 753 | Peru | 15.00 | 2010 est. |
| 754 | Palau | 15.00 | 2010 est. |
| 755 | Gambia, The | 15.00 | 2010 est. |
| 756 | Haiti | 15.00 | 2010 est. |
| 757 | Brazil | 15.00 | 2010 est. |
| 758 | China | 15.00 | 2010 est. |
| 759 | Cabo Verde | 15.00 | 2010 est. |
| 760 | Algeria | 15.00 | 2010 est. |
| 761 | Bangladesh | 15.00 | 2010 est. |
| 762 | Kyrgyzstan | 15.00 | 2010 est. |
| 763 | Syria | 14.00 | 2010 est. |
| 764 | Paraguay | 14.00 | 2010 est. |
| 765 | Bahamas, The | 14.00 | 2000 est. |
| 766 | Dominican Republic | 14.00 | 2010 est. |
| 767 | Ghana | 14.00 | 2010 est. |
| 768 | Zambia | 13.00 | 2010 est. |
| 769 | Sierra Leone | 13.00 | 2010 est. |
| 770 | Uzbekistan | 13.00 | 2010 est. |
| 771 | Papua New Guinea | 13.00 | 2010 est. |
| 772 | Mali | 13.00 | 2010 est. |
| 773 | Cambodia | 13.00 | 2010 est. |
| 774 | Gabon | 13.00 | 2010 est. |
| 775 | Guatemala | 13.00 | 2010 est. |
| 776 | Honduras | 13.00 | 2010 est. |
| 777 | Cook Islands | 13.00 | 2000 est. |
| 778 | Dominican Republic | 13.00 | 2010 est. |
| 779 | Vanuatu | 13.00 | 2010 est. |
| 780 | Sao Tome and Principe | 12.00 | 2010 est. |
| 781 | Nepal | 12.00 | 2010 est. |
| 782 | Nauru | 12.00 | 2010 est. |
| 783 | Nauru | 12.00 | 2010 est. |
| 784 | Korea, South | 12.00 | 2010 est. |
| 785 | Bolivia | 12.00 | 2010 est. |
| 786 | Jamaica | 12.00 | 2010 est. |
| 787 | Cabo Verde | 12.00 | 2010 est. |
| 788 | Djibouti | 12.00 | 2010 est. |
| 789 | El Salvador | 12.00 | 2010 est. |
| 790 | Azerbaijan | 12.00 | 2010 est. |
| 791 | Liberia | 12.00 | 2010 est. |
| 792 | Togo | 11.00 | 2010 est. |
| 793 | Sao Tome and Principe | 11.00 | 2010 est. |
| 794 | Sao Tome and Principe | 11.00 | 2010 est. |
| 795 | Nepal | 11.00 | 2010 est. |
| 796 | Antigua and Barbuda | 11.00 | 2000 est. |
| 797 | Oman | 11.00 | 2010 est. |
| 798 | Gambia, The | 11.00 | 2010 est. |
| 799 | Cuba | 11.00 | 2010 est. |
| 800 | Ecuador | 11.00 | 2010 est. |
| 801 | Pakistan | 11.00 | 2010 est. |
| 802 | Namibia | 10.00 | 2010 est. |
| 803 | Syria | 10.00 | 2010 est. |
| 804 | Kyrgyzstan | 10.00 | 2010 est. |
| 805 | Kazakhstan | 10.00 | 2010 est. |
| 806 | Cabo Verde | 10.00 | 2010 est. |
| 807 | Guinea | 10.00 | 2010 est. |
| 808 | India | 10.00 | 2010 est. |
| 809 | Sri Lanka | 10.00 | 2010 est. |
| 810 | Vanuatu | 10.00 | 2010 est. |
| 811 | Swaziland | 9.00 | 2010 est. |
| 812 | Antigua and Barbuda | 9.00 | 2000 est. |
| 813 | Peru | 9.00 | 2010 est. |
| 814 | Guinea-Bissau | 9.00 | 2010 est. |
| 815 | South Africa | 9.00 | 2010 est. |
| 816 | Lesotho | 9.00 | 2010 est. |
| 817 | Mexico | 9.00 | 2010 est. |
| 818 | Ghana | 9.00 | 2010 est. |
| 819 | Cote d'Ivoire | 9.00 | 2010 est. |
| 820 | Iraq | 9.00 | 2010 est. |
| 821 | Sri Lanka | 9.00 | 2010 est. |
| 822 | China | 9.00 | 2010 est. |
| 823 | Comoros | 9.00 | 2010 est. |
| 824 | Costa Rica | 9.00 | 2010 est. |
| 825 | Timor-Leste | 9.00 | 2010 est. |
| 826 | Tajikistan | 8.00 | 2010 est. |
| 827 | Botswana | 8.00 | 2010 est. |
| 828 | Suriname | 8.00 | 2010 est. |
| 829 | Pakistan | 8.00 | 2010 est. |
| 830 | Marshall Islands | 8.00 | 2010 est. |
| 831 | Philippines | 8.00 | 2010 est. |
| 832 | Philippines | 8.00 | 2010 est. |
| 833 | Russia | 8.00 | 2010 est. |
| 834 | Lithuania | 8.00 | 2000 est. |
| 835 | Micronesia, Federated States of | 8.00 | 2000 est. |
| 836 | Micronesia, Federated States of | 8.00 | 2000 est. |
| 837 | Gambia, The | 8.00 | 2010 est. |
| 838 | Guatemala | 8.00 | 2010 est. |
| 839 | Indonesia | 8.00 | 2010 est. |
| 840 | India | 8.00 | 2010 est. |
| 841 | Iran | 8.00 | 2010 est. |
| 842 | Jordan | 8.00 | 2010 est. |
| 843 | Colombia | 8.00 | 2010 est. |
| 844 | Central African Republic | 8.00 | 2010 est. |
| 845 | Dominica | 8.00 | 2000 est. |
| 846 | Venezuela | 8.00 | 2000 est. |
| 847 | Vietnam | 7.00 | 2010 est. |
| 848 | Burma | 7.00 | 2010 est. |
| 849 | Somalia | 7.00 | 2010 est. |
| 850 | Syria | 7.00 | 2010 est. |
| 851 | Trinidad and Tobago | 7.00 | 2010 est. |
| 852 | Nepal | 7.00 | 2010 est. |
| 853 | Panama | 7.00 | 2008 est. |
| 854 | Philippines | 7.00 | 2010 est. |
| 855 | Senegal | 7.00 | 2010 est. |
| 856 | Lithuania | 7.00 | 2000 est. |
| 857 | Moldova | 7.00 | 2010 est. |
| 858 | Oman | 7.00 | 2010 est. |
| 859 | Grenada | 7.00 | 2000 est. |
| 860 | Guyana | 7.00 | 2010 est. |
| 861 | Jamaica | 7.00 | 2010 est. |
| 862 | Namibia | 7.00 | 2010 est. |
| 863 | Trinidad and Tobago | 6.00 | 2010 est. |
| 864 | Tunisia | 6.00 | 2008 est. |
| 865 | United States | 6.00 | 2010 est. |
| 866 | Venezuela | 6.00 | 2000 est. |
| 867 | Marshall Islands | 6.00 | 2010 est. |
| 868 | Micronesia, Federated States of | 6.00 | 2000 est. |
| 869 | Bhutan | 6.00 | 2010 est. |
| 870 | Guyana | 6.00 | 2010 est. |
| 871 | Cuba | 6.00 | 2010 est. |
| 872 | Ecuador | 6.00 | 2010 est. |
| 873 | El Salvador | 6.00 | 2010 est. |
| 874 | Albania | 6.00 | 2010 est. |
| 875 | Solomon Islands | 6.00 | 2000 est. |
| 876 | Grenada | 6.00 | 2000 est. |
| 877 | Vietnam | 5.00 | 2010 est. |
| 878 | Albania | 5.00 | 2010 est. |
| 879 | Thailand | 5.00 | 2010 est. |
| 880 | Uganda | 5.00 | 2010 est. |
| 881 | Burkina Faso | 5.00 | 2010 est. |
| 882 | Kazakhstan | 5.00 | 2010 est. |
| 883 | Malawi | 5.00 | 2010 est. |
| 884 | Fiji | 5.00 | 2010 est. |
| 885 | Gabon | 5.00 | 2010 est. |
| 886 | Honduras | 5.00 | 2010 est. |
| 887 | Congo, Republic of the | 5.00 | 2010 est. |
| 888 | Cameroon | 5.00 | 2010 est. |
| 889 | Comoros | 5.00 | 2010 est. |
| 890 | Cook Islands | 5.00 | 2000 est. |
| 891 | Dominica | 5.00 | 2000 est. |
| 892 | Antigua and Barbuda | 5.00 | 2000 est. |
| 893 | Saint Lucia | 5.00 | 2010 est. |
| 894 | Samoa | 4.00 | 2010 est. |
| 895 | Samoa | 4.00 | 2010 est. |
| 896 | Samoa | 4.00 | 2010 est. |
| 897 | Saint Lucia | 4.00 | 2010 est. |
| 898 | Thailand | 4.00 | 2010 est. |
| 899 | Pakistan | 4.00 | 2010 est. |
| 900 | Palau | 4.00 | 2010 est. |
| 901 | Latvia | 4.00 | 2010 est. |
| 902 | Moldova | 4.00 | 2010 est. |
| 903 | Montenegro | 4.00 | 2010 est. |
| 904 | Mexico | 4.00 | 2010 est. |
| 905 | Georgia | 4.00 | 2010 est. |
| 906 | Iran | 4.00 | 2010 est. |
| 907 | Chile | 4.00 | 2010 est. |
| 908 | Cayman Islands | 4.00 | 2010 est. |
| 909 | Cayman Islands | 4.00 | 2010 est. |
| 910 | Cuba | 4.00 | 2010 est. |
| 911 | Dominica | 4.00 | 2000 est. |
| 912 | Ecuador | 4.00 | 2010 est. |
| 913 | Albania | 4.00 | 2010 est. |
| 914 | Botswana | 4.00 | 2010 est. |
| 915 | Bahamas, The | 4.00 | 2000 est. |
| 916 | Bolivia | 4.00 | 2010 est. |
| 917 | Bhutan | 4.00 | 2010 est. |
| 918 | Thailand | 3.00 | 2010 est. |
| 919 | Argentina | 3.00 | 2008 est. |
| 920 | Tokelau | 3.00 | 2010 est. |
| 921 | Tuvalu | 3.00 | 2010 est. |
| 922 | Turkmenistan | 3.00 | 2000 est. |
| 923 | Suriname | 3.00 | 2010 est. |
| 924 | Panama | 3.00 | 2008 est. |
| 925 | Romania | 3.00 | 2000 est. |
| 926 | Russia | 3.00 | 2010 est. |
| 927 | Saudi Arabia | 3.00 | 2010 est. |
| 928 | Korea, North | 3.00 | 2010 est. |
| 929 | Maldives | 3.00 | 2010 est. |
| 930 | Mexico | 3.00 | 2010 est. |
| 931 | Ethiopia | 3.00 | 2010 est. |
| 932 | Grenada | 3.00 | 2000 est. |
| 933 | Croatia | 3.00 | 2010 est. |
| 934 | India | 3.00 | 2010 est. |
| 935 | Iran | 3.00 | 2010 est. |
| 936 | Jordan | 3.00 | 2010 est. |
| 937 | Comoros | 3.00 | 2010 est. |
| 938 | Northern Mariana Islands | 3.00 | 2010 est. |
| 939 | Costa Rica | 3.00 | 2010 est. |
| 940 | Estonia | 3.00 | 2010 est. |
| 941 | Armenia | 3.00 | 2010 est. |
| 942 | Tokelau | 3.00 | 2010 est. |
| 943 | British Virgin Islands | 2.00 | 2010 est. |
| 944 | Brazil | 2.00 | 2010 est. |
| 945 | Saint Lucia | 2.00 | 2010 est. |
| 946 | Trinidad and Tobago | 2.00 | 2010 est. |
| 947 | Tuvalu | 2.00 | 2010 est. |
| 948 | Tuvalu | 2.00 | 2010 est. |
| 949 | Ukraine | 2.00 | 2010 est. |
| 950 | Ukraine | 2.00 | 2010 est. |
| 951 | Ukraine | 2.00 | 2010 est. |
| 952 | Uzbekistan | 2.00 | 2010 est. |
| 953 | British Virgin Islands | 2.00 | 2010 est. |
| 954 | British Virgin Islands | 2.00 | 2010 est. |
| 955 | Nicaragua | 2.00 | 2010 est. |
| 956 | Serbia | 2.00 | 2010 est. |
| 957 | Korea, North | 2.00 | 2010 est. |
| 958 | Korea, South | 2.00 | 2010 est. |
| 959 | Montenegro | 2.00 | 2010 est. |
| 960 | Morocco | 2.00 | 2010 est. |
| 961 | Maldives | 2.00 | 2010 est. |
| 962 | Vanuatu | 2.00 | 2010 est. |
| 963 | Fiji | 2.00 | 2010 est. |
| 964 | Georgia | 2.00 | 2010 est. |
| 965 | Guatemala | 2.00 | 2010 est. |
| 966 | Guyana | 2.00 | 2010 est. |
| 967 | Jamaica | 2.00 | 2010 est. |
| 968 | Jordan | 2.00 | 2010 est. |
| 969 | China | 2.00 | 2010 est. |
| 970 | Northern Mariana Islands | 2.00 | 2010 est. |
| 971 | Northern Mariana Islands | 2.00 | 2010 est. |
| 972 | Estonia | 2.00 | 2010 est. |
| 973 | Armenia | 2.00 | 2010 est. |
| 974 | Argentina | 2.00 | 2008 est. |
| 975 | Bahamas, The | 2.00 | 2000 est. |
| 976 | Belize | 2.00 | 2010 est. |
| 977 | Belize | 2.00 | 2010 est. |
| 978 | Bosnia and Herzegovina | 2.00 | 2010 est. |
| 979 | Zimbabwe | 2.00 | 2010 est. |
| 980 | Vietnam | 1.00 | 2010 est. |
| 981 | Canada | 1.00 | 2010 est. |
| 982 | Slovenia | 1.00 | 2010 est. |
| 983 | Tunisia | 1.00 | 2008 est. |
| 984 | Turkey | 1.00 | 2010 est. |
| 985 | United States | 1.00 | 2010 est. |
| 986 | Paraguay | 1.00 | 2010 est. |
| 987 | Portugal | 1.00 | 2010 est. |
| 988 | Portugal | 1.00 | 2010 est. |
| 989 | Serbia | 1.00 | 2010 est. |
| 990 | Serbia | 1.00 | 2010 est. |
| 991 | Marshall Islands | 1.00 | 2010 est. |
| 992 | Russia | 1.00 | 2010 est. |
| 993 | Saint Kitts and Nevis | 1.00 | 2010 est. |
| 994 | Saint Kitts and Nevis | 1.00 | 2010 est. |
| 995 | Saint Kitts and Nevis | 1.00 | 2010 est. |
| 996 | South Africa | 1.00 | 2010 est. |
| 997 | Slovenia | 1.00 | 2010 est. |
| 998 | Korea, North | 1.00 | 2010 est. |
| 999 | Kuwait | 1.00 | 2010 est. |
| 1000 | Kuwait | 1.00 | 2010 est. |
| 1001 | Kuwait | 1.00 | 2010 est. |
| 1002 | Kazakhstan | 1.00 | 2010 est. |
| 1003 | Latvia | 1.00 | 2010 est. |
| 1004 | Moldova | 1.00 | 2010 est. |
| 1005 | Montenegro | 1.00 | 2010 est. |
| 1006 | Macedonia | 1.00 | 2010 est. |
| 1007 | Mauritius | 1.00 | 2010 est. |
| 1008 | Mauritius | 1.00 | 2010 est. |
| 1009 | Malaysia | 1.00 | 2010 est. |
| 1010 | Greece | 1.00 | 2010 est. |
| 1011 | Croatia | 1.00 | 2010 est. |
| 1012 | Kyrgyzstan | 1.00 | 2010 est. |
| 1013 | Sri Lanka | 1.00 | 2010 est. |
| 1014 | Chile | 1.00 | 2010 est. |
| 1015 | Colombia | 1.00 | 2010 est. |
| 1016 | Cook Islands | 1.00 | 2000 est. |
| 1017 | Djibouti | 1.00 | 2010 est. |
| 1018 | Egypt | 1.00 | 2010 est. |
| 1019 | Egypt | 1.00 | 2010 est. |
| 1020 | Estonia | 1.00 | 2010 est. |
| 1021 | Armenia | 1.00 | 2010 est. |
| 1022 | Botswana | 1.00 | 2010 est. |
| 1023 | Belize | 1.00 | 2010 est. |
| 1024 | Bosnia and Herzegovina | 1.00 | 2010 est. |
| 1025 | Belarus | 1.00 | 2010 est. |
| 1026 | Namibia | 1.00 | 2010 est. |
| 1027 | Bosnia and Herzegovina | 0.00 | 2010 est. |
| 1028 | United States | 0.00 | 2010 est. |
| 1029 | Belarus | 0.00 | 2010 est. |
| 1030 | Brazil | 0.00 | 2010 est. |
| 1031 | Bhutan | 0.00 | 2010 est. |
| 1032 | Canada | 0.00 | 2010 est. |
| 1033 | Canada | 0.00 | 2010 est. |
| 1034 | Costa Rica | 0.00 | 2010 est. |
| 1035 | Egypt | 0.00 | 2010 est. |
| 1036 | Fiji | 0.00 | 2010 est. |
| 1037 | Georgia | 0.00 | 2010 est. |
| 1038 | Greece | 0.00 | 2010 est. |
| 1039 | Greece | 0.00 | 2010 est. |
| 1040 | Croatia | 0.00 | 2010 est. |
| 1041 | Korea, South | 0.00 | 2010 est. |
| 1042 | Latvia | 0.00 | 2010 est. |
| 1043 | Mongolia | 0.00 | 2010 est. |
| 1044 | Macedonia | 0.00 | 2010 est. |
| 1045 | Macedonia | 0.00 | 2010 est. |
| 1046 | Mauritius | 0.00 | 2010 est. |
| 1047 | Maldives | 0.00 | 2010 est. |
| 1048 | Malaysia | 0.00 | 2010 est. |
| 1049 | Malaysia | 0.00 | 2010 est. |
| 1050 | Niger | 0.00 | 2010 est. |
| 1051 | Portugal | 0.00 | 2010 est. |
| 1052 | Slovenia | 0.00 | 2010 est. |
| 1053 | Turkey | 0.00 | 2010 est. |
| 1054 | Turkey | 0.00 | 2010 est. |
| 1055 | Belarus | 0.00 | 2010 est. |


