CIA - The World Factbook --  Household income or consumption by percentage share   

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Comoros | 55.20 | 2004 |
| 2 | South Africa | 51.70 | 2009 est. |
| 3 | Haiti | 47.70 | 2001 |
| 4 | Zambia | 47.40 | 2010 |
| 5 | Bolivia | 46.00 | 2012 est. |
| 6 | Angola | 44.70 | 2000 |
| 7 | Colombia | 44.40 | 2010 est. |
| 8 | Rwanda | 43.20 | 2011 est. |
| 9 | Brazil | 42.90 | 2009 est. |
| 10 | Chile | 42.80 | 2009 est. |
| 11 | Guatemala | 42.40 | 2006 |
| 12 | Honduras | 42.40 | 2009 est. |
| 13 | Russia | 42.40 | 2011 est. |
| 14 | Namibia | 42.00 | 2010 |
| 15 | Nicaragua | 41.80 | 2005 |
| 16 | Paraguay | 41.10 | 2010 est. |
| 17 | Cabo Verde | 40.60 | 2001 |
| 18 | Papua New Guinea | 40.50 | 1996 |
| 19 | Zimbabwe | 40.40 | 1995 |
| 20 | Taiwan | 40.30 | 2010 |
| 21 | Swaziland | 40.10 | 2010 est. |
| 22 | Panama | 40.10 | 2010 est. |
| 23 | Sri Lanka | 39.50 | 2009 |
| 24 | Costa Rica | 39.50 | 2009 est. |
| 25 | Lesotho | 39.40 | 2003 |
| 26 | Pakistan | 39.30 | FY05/06 |
| 27 | Ecuador | 38.30 | 2010 est. |
| 28 | Nigeria | 38.20 | 2010 est. |
| 29 | Kenya | 37.80 | 2005 |
| 30 | Korea, South | 37.70 | 2011 |
| 31 | Bhutan | 37.60 | 2003 |
| 32 | Mexico | 37.50 | 2010 |
| 33 | Cambodia | 37.30 | 2007 |
| 34 | Congo, Republic of the | 37.10 | 2005 |
| 35 | El Salvador | 37.00 | 2009 est. |
| 36 | Gambia, The | 36.90 | 2003 |
| 37 | Mozambique | 36.70 | 2008 |
| 38 | Dominican Republic | 36.40 | 2010 est. |
| 39 | Uganda | 36.10 | 2009 est. |
| 40 | Peru | 36.10 | 2010 est. |
| 41 | Qatar | 35.90 | 2007 |
| 42 | Jamaica | 35.80 | 2004 |
| 43 | Cameroon | 35.40 | 2001 |
