CIA - The World Factbook --  Refined petroleum products - imports   

This entry is the country's total imports of refined petroleum products, in barrels per day (bbl/day).

| Rank | country | (bbl/day) | Date of Information |
| 52 | Dominican Republic | 88,480 | 2008 est. |
| 53 | Portugal | 83,520 | 2009 est. |
| 54 | Bangladesh | 77,340 | 2008 est. |
| 55 | Ecuador | 76,560 | 2008 est. |
| 56 | Tunisia | 74,600 | 2008 est. |
| 57 | Bahamas, The | 70,990 | 2008 est. |
| 58 | Guatemala | 68,910 | 2008 est. |
| 59 | Jamaica | 68,410 | 2008 est. |
| 60 | Croatia | 67,660 | 2008 est. |
| 61 | Czech Republic | 65,560 | 2009 est. |
| 62 | Yemen | 61,950 | 2008 est. |
| 63 | Cyprus | 60,310 | 2008 est. |
| 64 | South Africa | 60,290 | 2008 est. |
| 65 | Slovenia | 60,270 | 2008 est. |
| 66 | Syria | 58,160 | 2008 est. |
| 67 | Honduras | 54,100 | 2008 est. |
| 68 | Luxembourg | 51,930 | 2009 est. |
| 69 | Israel | 50,490 | 2008 est. |
| 70 | Sri Lanka | 48,140 | 2012 est. |
| 71 | Malta | 47,050 | 2008 est. |
| 72 | New Zealand | 46,780 | 2009 est. |
| 73 | Panama | 46,370 | 2008 est. |
| 74 | Ethiopia | 42,480 | 2008 est. |
| 75 | Angola | 41,480 | 2008 est. |
| 76 | Belarus | 39,660 | 2008 est. |
| 77 | Costa Rica | 39,200 | 2008 est. |
| 78 | Peru | 38,390 | 2008 est. |
| 79 | Argentina | 37,260 | 2008 est. |
| 80 | Benin | 35,140 | 2008 est. |
| 81 | Kenya | 34,990 | 2008 est. |
| 82 | Cambodia | 34,340 | 2008 est. |
| 83 | Romania | 34,250 | 2008 est. |
| 84 | Latvia | 33,730 | 2008 est. |
| 85 | Oman | 33,150 | 2008 est. |
| 86 | Tanzania | 32,680 | 2008 est. |
| 87 | Bulgaria | 29,940 | 2008 est. |
| 88 | Kyrgyzstan | 28,940 | 2008 est. |
| 89 | Serbia | 27,330 | 2008 est. |
| 90 | Gibraltar | 27,000 | 2008 est. |
| 91 | El Salvador | 26,860 | 2008 est. |
| 92 | Slovakia | 25,630 | 2009 est. |
| 93 | Sudan | 24,820 | 2008 est. |
| 94 | Albania | 24,610 | 2008 est. |
| 95 | Ghana | 24,390 | 2008 est. |
| 96 | Bosnia and Herzegovina | 23,950 | 2008 est. |
| 97 | Uganda | 23,950 | 2008 est. |
| 98 | Paraguay | 23,810 | 2008 est. |
| 99 | Cuba | 23,800 | 2008 est. |
| 100 | Estonia | 23,270 | 2008 est. |
| 101 | Mauritius | 22,750 | 2008 est. |
| 102 | Uruguay | 22,060 | 2008 est. |
| 103 | Macedonia | 21,530 | 2008 est. |
| 104 | Russia | 21,340 | 2008 est. |
| 105 | Namibia | 20,390 | 2008 est. |
| 106 | Botswana | 19,060 | 2008 est. |
| 107 | Jordan | 18,620 | 2008 est. |
| 108 | Georgia | 18,500 | 2008 est. |
| 109 | Zambia | 17,570 | 2008 est. |
| 110 | Bolivia | 17,330 | 2008 est. |
| 111 | Nepal | 17,250 | 2008 est. |
| 112 | Senegal | 16,700 | 2008 est. |
| 113 | Haiti | 16,590 | 2008 est. |
| 114 | Fiji | 16,110 | 2008 est. |
| 115 | Moldova | 15,800 | 2008 est. |
| 116 | Mongolia | 15,730 | 2008 est. |
| 117 | Lithuania | 15,670 | 2008 est. |
| 118 | Iceland | 15,530 | 2009 est. |
| 119 | West Bank | 15,420 | 2008 est. |
| 120 | Macau | 15,400 | 2008 est. |
| 121 | New Caledonia | 14,550 | 2008 est. |
| 122 | Madagascar | 14,250 | 2008 est. |
| 123 | Nicaragua | 14,170 | 2008 est. |
| 124 | Mozambique | 13,200 | 2008 est. |
| 125 | Zimbabwe | 13,140 | 2008 est. |
| 126 | Mauritania | 12,870 | 2008 est. |
| 127 | Burma | 12,730 | 2008 est. |
| 128 | Burkina Faso | 12,540 | 2008 est. |
| 129 | Qatar | 11,940 | 2008 est. |
| 130 | Algeria | 11,700 | 2008 est. |
| 131 | Congo, Democratic Republic of the | 11,500 | 2008 est. |
| 132 | Tajikistan | 10,770 | 2008 est. |
| 133 | Guyana | 10,680 | 2008 est. |
| 134 | Armenia | 9,698 | 2008 est. |
| 135 | Guinea | 8,970 | 2008 est. |
| 136 | Djibouti | 7,987 | 2008 est. |
| 137 | Korea, North | 7,967 | 2008 est. |
| 138 | Barbados | 7,686 | 2008 est. |
| 139 | Thailand | 7,564 | 2008 est. |
| 140 | French Polynesia | 7,246 | 2008 est. |
| 141 | Malawi | 7,209 | 2008 est. |
| 142 | Papua New Guinea | 7,201 | 2008 est. |
| 143 | Seychelles | 6,923 | 2008 est. |
| 144 | Togo | 6,829 | 2008 est. |
| 145 | Aruba | 6,646 | 2008 est. |
| 146 | Suriname | 6,430 | 2008 est. |
| 147 | Sierra Leone | 6,117 | 2008 est. |
| 148 | Maldives | 6,088 | 2012 est. |
| 149 | Colombia | 6,045 | 2008 est. |
| 150 | Gabon | 5,890 | 2008 est. |
| 151 | Cameroon | 5,715 | 2008 est. |
| 152 | Greenland | 5,376 | 2008 est. |
| 153 | Congo, Republic of the | 5,326 | 2008 est. |
| 154 | Afghanistan | 5,193 | 2008 est. |
| 155 | Virgin Islands | 5,180 | 2008 est. |
| 156 | Rwanda | 5,125 | 2008 est. |
| 157 | Swaziland | 4,898 | 2008 est. |
| 158 | Faroe Islands | 4,859 | 2008 est. |
| 159 | Antigua and Barbuda | 4,662 | 2008 est. |
| 160 | Mali | 4,568 | 2008 est. |
| 161 | Equatorial Guinea | 4,561 | 2008 est. |
| 162 | Cayman Islands | 4,491 | 2008 est. |
| 163 | Liberia | 4,041 | 2008 est. |
| 164 | Bermuda | 4,019 | 2008 est. |
| 165 | Montenegro | 3,666 | 2008 est. |
| 166 | Belize | 3,553 | 2008 est. |
| 167 | Niger | 3,330 | 2008 est. |
| 168 | Cote d'Ivoire | 3,101 | 2008 est. |
| 169 | Saint Lucia | 2,980 | 2008 est. |
| 170 | Gambia, The | 2,913 | 2008 est. |
| 171 | Somalia | 2,905 | 2008 est. |
| 172 | American Samoa | 2,697 | 2008 est. |
| 173 | Eritrea | 2,670 | 2008 est. |
| 174 | Guinea-Bissau | 2,578 | 2008 est. |
| 175 | Turkmenistan | 2,542 | 2008 est. |
| 176 | Central African Republic | 2,481 | 2008 est. |
| 177 | Cape Verde | 2,407 | 2008 est. |
| 178 | Timor-Leste | 2,205 | 2008 est. |
| 179 | Grenada | 1,976 | 2008 est. |
| 180 | Laos | 1,918 | 2008 est. |
| 181 | Lesotho | 1,813 | 2008 est. |
| 182 | Chad | 1,754 | 2008 est. |
| 183 | Western Sahara | 1,702 | 2008 est. |
| 184 | Saint Kitts and Nevis | 1,699 | 2008 est. |
| 185 | Bhutan | 1,590 | 2008 est. |
| 186 | Saint Vincent and the Grenadines | 1,474 | 2008 est. |
| 187 | Solomon Islands | 1,433 | 2008 est. |
| 188 | Azerbaijan | 1,426 | 2008 est. |
| 189 | Burundi | 1,334 | 2008 est. |
| 190 | Tonga | 1,202 | 2008 est. |
| 191 | Samoa | 1,125 | 2008 est. |
| 192 | Nauru | 1,044 | 2008 est. |
| 193 | Turks and Caicos Islands | 1,042 | 2008 est. |
| 194 | Brunei | 1,016 | 2008 est. |
| 195 | Comoros | 1,009 | 2008 est. |
| 196 | Dominica | 912 | 2008 est. |
| 197 | Sao Tome and Principe | 889 | 2008 est. |
| 198 | British Virgin Islands | 783 | 2008 est. |
| 199 | Vanuatu | 676 | 2008 est. |
| 200 | Saint Pierre and Miquelon | 584 | 2008 est. |
| 201 | Libya | 575 | 2008 est. |
| 202 | Montserrat | 573 | 2008 est. |
| 203 | Cook Islands | 485 | 2008 est. |
| 204 | Falkland Islands (Islas Malvinas) | 313 | 2008 est. |
| 205 | Kiribati | 261 | 2008 est. |
| 206 | Trinidad and Tobago | 242 | 2008 est. |
| 207 | Saint Helena, Ascension, and Tristan da Cunha | 66 | 2008 est. |
| 208 | Niue | 23 | 2008 est. |
| 209 | Bahrain | 0 | 2008 est. |
| 210 | Uzbekistan | 0 | 2008 est. |
| 211 | Kuwait | 0 | 2008 est. |
| 212 | Guam | 0 | 2008 est. |
