CIA - The World Factbook --  GDP - REAL GROWTH RATE

GDP - real growth rate compares GDP growth on an annual basis adjusted for inflation and expressed as a percent.

| Rank | Country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Turks and Caicos Islands | 11.20 | 2007 est. |
| 2 | Nauru | 10.40 | 2015 est. |
| 3 | Iraq | 10.10 | 2016 est. |
| 4 | Ethiopia | 8.00 | 2016 est. |
| 5 | Uzbekistan | 7.80 | 2016 est. |
| 6 | Cote d'Ivoire | 7.50 | 2016 est. |
| 7 | Iceland | 7.20 | 2016 est. |
| 8 | Cambodia | 7.00 | 2016 est. |
| 9 | Bangladesh | 6.90 | 2016 est. |
| 10 | Laos | 6.90 | 2016 est. |
| 11 | Tajikistan | 6.90 | 2016 est. |
| 12 | India | 6.80 | 2016 est. |
| 13 | Philippines | 6.80 | 2016 est. |
| 14 | China | 6.70 | 2016 est. |
| 15 | Tanzania | 6.60 | 2016 est. |
| 16 | Samoa | 6.60 | 2016 est. |
| 17 | Dominican Republic | 6.60 | 2016 est. |
| 18 | Senegal | 6.60 | 2016 est. |
| 19 | Djibouti | 6.50 | 2016 est. |
| 20 | Iran | 6.50 | 2016 est. |
| 21 | Burma | 6.30 | 2016 est. |
| 22 | Niue | 6.20 | 2003 est. |
| 23 | Turkmenistan | 6.20 | 2016 est. |
| 24 | Bhutan | 6.20 | 2016 est. |
| 25 | Vietnam | 6.20 | 2016 est. |
| 26 | Kenya | 6.00 | 2016 est. |
| 27 | Faroe Islands | 5.90 | 2014 est. |
| 28 | Rwanda | 5.90 | 2016 est. |
| 29 | Monaco | 5.40 | 2015 est. |
| 30 | Burkina Faso | 5.40 | 2016 est. |
| 31 | Mali | 5.40 | 2016 est. |
| 32 | West Bank | 5.30 | 2014 est. |
| 33 | Guinea | 5.20 | 2016 est. |
| 34 | Ireland | 5.20 | 2016 est. |
| 35 | Guinea-Bissau | 5.20 | 2016 est. |
| 36 | Timor-Leste | 5.00 | 2016 est. |
| 37 | Togo | 5.00 | 2016 est. |
| 38 | Panama | 5.00 | 2016 est. |
| 39 | Indonesia | 5.00 | 2016 est. |
| 40 | Malta | 5.00 | 2016 est. |
