CIA - The World Factbook --  HIV/AIDS - ADULT PREVALENCE RATE

HIV/AIDS - adult prevalence rate compares the percentage of adults (aged 15-49) living with HIV/AIDS.

| Rank | Country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Swaziland | 27.20 | 2016 est. |
| 2 | Lesotho | 25.00 | 2016 est. |
| 3 | Botswana | 21.90 | 2016 est. |
| 4 | South Africa | 18.90 | 2016 est. |
| 5 | Namibia | 13.80 | 2016 est. |
| 6 | Zimbabwe | 13.50 | 2016 est. |
| 7 | Zambia | 12.40 | 2016 est. |
| 8 | Mozambique | 12.30 | 2016 est. |
| 9 | Malawi | 9.20 | 2016 est. |
| 10 | Uganda | 6.50 | 2016 est. |
| 11 | Equatorial Guinea | 6.20 | 2016 est. |
| 12 | Kenya | 5.40 | 2016 est. |
| 13 | Tanzania | 4.70 | 2016 est. |
| 14 | Central African Republic | 4.00 | 2016 est. |
| 15 | Cameroon | 3.80 | 2016 est. |
| 16 | Gabon | 3.60 | 2016 est. |
| 17 | Bahamas, The | 3.30 | 2016 est. |
| 18 | Rwanda | 3.10 | 2016 est. |
| 19 | Congo, Republic of the | 3.10 | 2016 est. |
| 20 | Guinea-Bissau | 3.10 | 2016 est. |
| 21 | Nigeria | 2.90 | 2016 est. |
| 22 | Cote d'Ivoire | 2.70 | 2016 est. |
| 23 | South Sudan | 2.70 | 2016 est. |
| 24 | Haiti | 2.10 | 2016 est. |
| 25 | Togo | 2.10 | 2016 est. |
| 26 | Angola | 1.90 | 2016 est. |
| 27 | Belize | 1.80 | 2016 est. |
| 28 | Sierra Leone | 1.70 | 2016 est. |
| 29 | Gambia, The | 1.70 | 2016 est. |
| 30 | Jamaica | 1.70 | 2016 est. |
| 31 | Liberia | 1.60 | 2016 est. |
| 32 | Guyana | 1.60 | 2016 est. |
| 33 | Ghana | 1.60 | 2016 est. |
| 34 | Guinea | 1.50 | 2016 est. |
| 35 | Suriname | 1.40 | 2016 est. |
| 36 | Barbados | 1.30 | 2016 est. |
| 37 | Djibouti | 1.30 | 2016 est. |
| 38 | Chad | 1.30 | 2016 est. |
| 39 | Trinidad and Tobago | 1.20 | 2016 est. |
| 40 | Thailand | 1.10 | 2016 est. |
| 41 | Ethiopia | 1.10 | 2016 est. |
| 42 | Burundi | 1.10 | 2016 est. |
| 43 | Benin | 1.00 | 2016 est. |
| 44 | Mali | 1.00 | 2016 est. |
| 45 | Dominican Republic | 1.00 | 2016 est. |
| 46 | Ukraine | 0.90 | 2016 est. |
| 47 | Papua New Guinea | 0.90 | 2016 est. |
| 48 | Cabo Verde | 0.80 | 2016 est. |
| 49 | Panama | 0.80 | 2016 est. |
| 50 | Burma | 0.80 | 2016 est. |
| 51 | Burkina Faso | 0.80 | 2016 est. |
| 52 | Latvia | 0.70 | 2016 est. |
| 53 | Congo, Democratic Republic of the | 0.70 | 2016 est. |
| 54 | Cambodia | 0.60 | 2016 est. |
| 55 | Venezuela | 0.60 | 2016 est. |
| 56 | Moldova | 0.60 | 2016 est. |
| 57 | Eritrea | 0.60 | 2016 est. |
| 58 | El Salvador | 0.60 | 2016 est. |
| 59 | Uruguay | 0.60 | 2016 est. |
| 60 | Brazil | 0.60 | 2016 est. |
| 61 | Georgia | 0.50 | 2016 est. |
| 62 | Mauritania | 0.50 | 2016 est. |
| 63 | Chile | 0.50 | 2016 est. |
| 64 | Guatemala | 0.50 | 2016 est. |
| 65 | Paraguay | 0.50 | 2016 est. |
| 66 | Niger | 0.40 | 2016 est. |
| 67 | Malaysia | 0.40 | 2016 est. |
| 68 | Indonesia | 0.40 | 2016 est. |
| 69 | Honduras | 0.40 | 2016 est. |
| 70 | France | 0.40 | 2016 est. |
| 71 | Cuba | 0.40 | 2016 est. |
| 72 | Costa Rica | 0.40 | 2016 est. |
| 73 | Colombia | 0.40 | 2016 est. |
| 74 | Vietnam | 0.40 | 2016 est. |
| 75 | Argentina | 0.40 | 2016 est. |
| 76 | Belarus | 0.40 | 2016 est. |
| 77 | Spain | 0.40 | 2016 est. |
| 78 | Somalia | 0.40 | 2016 est. |
| 79 | Senegal | 0.40 | 2016 est. |
| 80 | India | 0.30 | 2016 est. |
| 81 | Ecuador | 0.30 | 2016 est. |
| 82 | Bolivia | 0.30 | 2016 est. |
| 83 | Tajikistan | 0.30 | 2016 est. |
| 84 | Peru | 0.30 | 2016 est. |
| 85 | Italy | 0.30 | 2016 est. |
| 86 | Laos | 0.30 | 2016 est. |
| 87 | Mexico | 0.30 | 2016 est. |
| 88 | Armenia | 0.20 | 2016 est. |
| 89 | Ireland | 0.20 | 2016 est. |
| 90 | Kazakhstan | 0.20 | 2016 est. |
| 91 | Kyrgyzstan | 0.20 | 2016 est. |
| 92 | Lithuania | 0.20 | 2016 est. |
| 93 | Madagascar | 0.20 | 2016 est. |
| 94 | Nepal | 0.20 | 2016 est. |
| 95 | Netherlands | 0.20 | 2016 est. |
| 96 | Nicaragua | 0.20 | 2016 est. |
| 97 | Sudan | 0.20 | 2016 est. |
| 98 | Sweden | 0.20 | 2016 est. |
| 99 | Albania | 0.10 | 2016 est. |
| 100 | Australia | 0.10 | 2016 est. |
| 101 | Azerbaijan | 0.10 | 2016 est. |
| 102 | Fiji | 0.10 | 2016 est. |
| 103 | Iran | 0.10 | 2016 est. |
| 104 | Romania | 0.10 | 2016 est. |
| 105 | Montenegro | 0.10 | 2016 est. |
| 106 | Morocco | 0.10 | 2016 est. |
| 107 | Pakistan | 0.10 | 2016 est. |
| 108 | Philippines | 0.10 | 2016 est. |
| 109 | Malta | 0.10 | 2016 est. |


