CIA - The World Factbook --  HIV/AIDS - adult prevalence rate   

This entry gives an estimate of the percentage of adults (aged 15-49) living with HIV/AIDS. The adult prevalence rate is calculated by dividing the estimated number of adults living with HIV/AIDS at yearend by the total adult population at yearend.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Swaziland | 25.90 | 2009 est. |
| 2 | Botswana | 24.80 | 2009 est. |
| 3 | Lesotho | 23.60 | 2009 est. |
| 4 | South Africa | 17.80 | 2009 est. |
| 5 | Zimbabwe | 14.30 | 2009 est. |
| 6 | Zambia | 13.50 | 2009 est. |
| 7 | Namibia | 13.10 | 2009 est. |
| 8 | Mozambique | 11.50 | 2009 est. |
| 9 | Malawi | 11.00 | 2009 est. |
| 10 | Uganda | 6.50 | 2009 est. |
| 11 | Kenya | 6.30 | 2009 est. |
| 12 | Tanzania | 5.60 | 2009 est. |
| 13 | Cameroon | 5.30 | 2009 est. |
| 14 | Gabon | 5.20 | 2009 est. |
| 15 | Equatorial Guinea | 5.00 | 2009 est. |
| 16 | Central African Republic | 4.70 | 2009 est. |
| 17 | Nigeria | 3.60 | 2009 est. |
| 18 | Congo, Republic of the | 3.40 | 2009 est. |
| 19 | Cote d'Ivoire | 3.40 | 2009 est. |
| 20 | Chad | 3.40 | 2009 est. |
| 21 | Burundi | 3.30 | 2009 est. |
| 22 | Togo | 3.20 | 2009 est. |
| 23 | South Sudan | 3.10 | 2009 est. |
| 24 | Bahamas, The | 3.10 | 2009 est. |
| 25 | Rwanda | 2.90 | 2009 est. |
| 26 | Djibouti | 2.50 | 2009 est. |
| 27 | Guinea-Bissau | 2.50 | 2009 est. |
| 28 | Belize | 2.30 | 2009 est. |
| 29 | Angola | 2.00 | 2009 est. |
| 30 | Gambia, The | 2.00 | 2009 est. |
| 31 | Haiti | 1.90 | 2009 est. |
| 32 | Ghana | 1.80 | 2009 est. |
| 33 | Jamaica | 1.70 | 2009 est. |
| 34 | Sierra Leone | 1.60 | 2009 est. |
| 35 | Trinidad and Tobago | 1.50 | 2009 est. |
| 36 | Liberia | 1.50 | 2009 est. |
| 37 | Barbados | 1.40 | 2009 est. |
| 38 | Thailand | 1.30 | 2009 est. |
| 39 | Guinea | 1.30 | 2009 est. |
| 40 | Guyana | 1.20 | 2009 est. |
| 41 | Benin | 1.20 | 2009 est. |
| 42 | Burkina Faso | 1.20 | 2009 est. |
| 43 | Estonia | 1.20 | 2009 est. |
| 44 | Sudan | 1.10 | 2009 est. |
| 45 | Ukraine | 1.10 | 2009 est. |
| 46 | Mali | 1.00 | 2009 est. |
| 47 | Mauritius | 1.00 | 2009 est. |
| 48 | Russia | 1.00 | 2009 est. |
| 49 | Suriname | 1.00 | 2009 est. |
| 50 | Papua New Guinea | 0.90 | 2009 est. |
| 51 | Senegal | 0.90 | 2009 est. |
| 52 | Panama | 0.90 | 2009 est. |
| 53 | Dominican Republic | 0.90 | 2009 est. |
| 54 | El Salvador | 0.80 | 2009 est. |
| 55 | Guatemala | 0.80 | 2009 est. |
| 56 | Niger | 0.80 | 2009 est. |
| 57 | Eritrea | 0.80 | 2009 est. |
| 58 | Honduras | 0.80 | 2009 est. |
| 59 | Latvia | 0.70 | 2009 est. |
| 60 | Mauritania | 0.70 | 2009 est. |
| 61 | Somalia | 0.70 | 2009 est. |
| 62 | United States | 0.60 | 2009 est. |
| 63 | Portugal | 0.60 | 2009 est. |
| 64 | Burma | 0.60 | 2009 est. |
| 65 | Malaysia | 0.50 | 2009 est. |
| 66 | Colombia | 0.50 | 2009 est. |
| 67 | Uruguay | 0.50 | 2009 est. |
| 68 | Argentina | 0.50 | 2009 est. |
| 69 | Cambodia | 0.50 | 2009 est. |
| 70 | Vietnam | 0.40 | 2009 est. |
| 71 | Chile | 0.40 | 2009 est. |
| 72 | Nepal | 0.40 | 2009 est. |
| 73 | Peru | 0.40 | 2009 est. |
| 74 | Ecuador | 0.40 | 2009 est. |
| 75 | France | 0.40 | 2009 est. |
| 76 | Spain | 0.40 | 2009 est. |
| 77 | Switzerland | 0.40 | 2009 est. |
| 78 | Moldova | 0.40 | 2009 est. |
| 79 | Costa Rica | 0.30 | 2009 est. |
| 80 | Canada | 0.30 | 2009 est. |
| 81 | Bermuda | 0.30 | 2005 |
| 82 | Belarus | 0.30 | 2009 est. |
| 83 | Italy | 0.30 | 2009 est. |
| 84 | Austria | 0.30 | 2009 est. |
| 85 | India | 0.30 | 2009 est. |
| 86 | Iceland | 0.30 | 2009 est. |
