CIA - The World Factbook --  Oil - imports   

This entry is the total oil imported in barrels per day (bbl/day), including both crude oil and oil products.

| Rank | country | (bbl/day) | Date of Information |
| 156 | Bermuda | 4,804 | 2009 est. |
| 157 | Faroe Islands | 4,776 | 2009 est. |
| 158 | Liberia | 4,552 | 2009 est. |
| 159 | Antigua and Barbuda | 4,548 | 2009 est. |
| 160 | Afghanistan | 4,512 | 2009 est. |
| 161 | Mali | 4,507 | 2009 est. |
| 162 | Swaziland | 4,464 | 2009 est. |
| 163 | American Samoa | 4,440 | 2009 est. |
| 164 | Greenland | 4,330 | 2009 |
| 165 | Qatar | 4,108 | 2009 est. |
| 166 | Eritrea | 3,864 | 2009 est. |
| 167 | Somalia | 3,827 | 2009 est. |
| 168 | Cayman Islands | 3,700 | 2009 est. |
| 169 | Montenegro | 3,149 | 2009 est. |
| 170 | Congo, Republic of the | 2,832 | 2009 est. |
| 171 | Gambia, The | 2,807 | 2009 est. |
| 172 | Saint Lucia | 2,692 | 2009 est. |
| 173 | Guinea-Bissau | 2,565 | 2009 est. |
| 174 | Burundi | 2,450 | 2009 est. |
| 175 | Central African Republic | 2,418 | 2009 est. |
| 176 | Cape Verde | 2,336 | 2009 est. |
| 177 | Laos | 1,918 | 2010 est. |
| 178 | Grenada | 1,913 | 2009 est. |
| 179 | Chad | 1,837 | 2009 est. |
| 180 | Western Sahara | 1,802 | 2009 est. |
| 181 | Equatorial Guinea | 1,729 | 2009 est. |
| 182 | Saint Kitts and Nevis | 1,699 | 2009 est. |
| 183 | Lesotho | 1,690 | 2009 est. |
| 184 | Bhutan | 1,549 | 2009 est. |
| 185 | Solomon Islands | 1,485 | 2009 est. |
| 186 | Azerbaijan | 1,439 | 2009 est. |
| 187 | Saint Vincent and the Grenadines | 1,252 | 2009 est. |
| 188 | Tonga | 1,202 | 2009 est. |
| 189 | Samoa | 1,125 | 2009 est. |
| 190 | Nauru | 1,044 | 2009 est. |
| 191 | Comoros | 967 | 2009 est. |
| 192 | Sao Tome and Principe | 889 | 2009 est. |
| 193 | Dominica | 859 | 2009 est. |
| 194 | Vanuatu | 761 | 2009 est. |
| 195 | British Virgin Islands | 752 | 2009 est. |
| 196 | Saint Pierre and Miquelon | 584 | 2009 est. |
| 197 | Libya | 575 | 2009 est. |
| 198 | Montserrat | 564 | 2009 est. |
| 199 | Turks and Caicos Islands | 470 | 2009 est. |
| 200 | Cook Islands | 464 | 2009 est. |
| 201 | Falkland Islands (Islas Malvinas) | 313 | 2009 est. |
| 202 | Kiribati | 284 | 2009 est. |
| 203 | Brunei | 138 | 2009 est. |
| 204 | Saint Helena, Ascension, and Tristan da Cunha | 85 | 2009 est. |
| 205 | Niue | 33 | 2009 est. |
| 206 | Turkmenistan | 0 | 2009 est. |
| 207 | Kuwait | 0 | 2009 est. |
| 208 | Venezuela | 0 | 2009 est. |
