CIA - The World Factbook --  Oil - imports   

This entry is the total oil imported in barrels per day (bbl/day), including both crude oil and oil products.

| Rank | country | (bbl/day) | Date of Information |
| --- | --- | --- | --- |
| 1 | United States | 10,270,000 | 2009 est. |
| 2 | European Union | 8,613,000 | 2009 est. |
| 3 | China | 5,080,000 | 2011 est. |
| 4 | Japan | 4,394,000 | 2009 est. |
| 5 | India | 3,060,000 | 2009 est. |
| 6 | Germany | 2,671,000 | 2009 est. |
| 7 | Netherlands | 2,577,000 | 2009 est. |
| 8 | Korea, South | 2,500,000 | 2011 est. |
| 9 | France | 2,220,000 | 2009 est. |
| 10 | Singapore | 2,052,000 | 2009 est. |
| 11 | Italy | 1,800,000 | 2009 est. |
| 12 | Spain | 1,584,000 | 2009 est. |
| 13 | United Kingdom | 1,450,000 | 2009 est. |
| 14 | Canada | 1,088,000 | 2009 est. |
| 15 | Belgium | 1,007,000 | 2009 est. |
| 16 | Taiwan | 876,300 | 2010 est. |
| 17 | Thailand | 807,100 | 2009 est. |
| 18 | Indonesia | 767,400 | 2009 est. |
| 19 | Australia | 731,400 | 2009 est. |
| 20 | Turkey | 581,000 | 2009 est. |
| 21 | Sweden | 546,500 | 2009 est. |
| 22 | Poland | 531,300 | 2009 est. |
| 23 | South Africa | 521,400 | 2009 est. |
| 24 | Greece | 496,600 | 2009 est. |
| 25 | Mexico | 496,000 | 2009 est. |
| 26 | Belarus | 471,400 | 2009 est. |
| 27 | Virgin Islands | 442,000 | 2009 est. |
| 28 | Hong Kong | 375,000 | 2011 |
| 29 | Malaysia | 355,300 | 2009 est. |
| 30 | Pakistan | 346,400 | 2009 est. |
| 31 | Philippines | 338,400 | September 2010 est. |
| 32 | Finland | 318,100 | 2009 est. |
| 33 | Chile | 305,100 | 2009 est. |
| 34 | Ukraine | 301,900 | 2009 est. |
| 35 | Iran | 297,100 | 2009 est. |
| 36 | Portugal | 294,600 | 2009 est. |
| 37 | Israel | 282,200 | 2009 est. |
| 38 | Austria | 282,200 | 2009 est. |
| 39 | Switzerland | 272,700 | 2009 est. |
| 40 | Brazil | 255,800 | December 2011 est. |
| 41 | United Arab Emirates | 235,300 | 2009 est. |
| 42 | Aruba | 234,000 | 2009 est. |
| 43 | Iraq | 231,200 | 2009 est. |
| 44 | Vietnam | 227,000 | 2011 est. |
| 45 | Morocco | 221,000 | 2009 est. |
| 46 | Bahrain | 213,000 | 2009 est. |
| 47 | Czech Republic | 208,800 | 2009 est. |
| 48 | Bulgaria | 201,400 | 2009 est. |
| 49 | Nigeria | 187,700 | 2009 est. |
| 50 | Lithuania | 183,100 | 2009 est. |
| 51 | Denmark | 177,700 | 2010 est. |
| 52 | Egypt | 177,200 | 2009 est. |
| 53 | Hungary | 171,600 | 2010 est. |
| 54 | Ireland | 166,000 | 2010 est. |
| 55 | Puerto Rico | 164,000 | 2009 est. |
| 56 | Romania | 163,000 | 2010 est. |
| 57 | Slovakia | 139,200 | 2009 est. |
| 58 | New Zealand | 138,000 | 2009 est. |
| 59 | Norway | 118,200 | 2009 est. |
| 60 | Jordan | 111,700 | 2009 est. |
| 61 | Cuba | 109,500 | 2009 est. |
| 62 | Dominican Republic | 107,300 | 2009 est. |
| 63 | Ecuador | 102,500 | 2011 est. |
| 64 | Trinidad and Tobago | 95,240 | 2009 est. |
| 65 | Kazakhstan | 94,430 | 2011 est. |
| 66 | Jamaica | 90,520 | 2009 est. |
| 67 | Peru | 88,080 | 2010 est. |
| 68 | Cote d'Ivoire | 85,190 | 2009 est. |
| 69 | Sri Lanka | 84,730 | 2009 est. |
| 70 | Saudi Arabia | 83,150 | 2009 est. |
| 71 | Kenya | 80,160 | 2009 est. |
| 72 | Lebanon | 78,760 | 2009 est. |
| 73 | Guatemala | 78,550 | 2009 est. |
| 74 | Tunisia | 78,460 | 2009 est. |
| 75 | Panama | 77,910 | 2009 est. |
| 76 | Bangladesh | 77,340 | 2010 est. |
| 77 | Bahamas, The | 70,990 | 2009 est. |
| 78 | Ghana | 68,830 | 2009 est. |
| 79 | Croatia | 67,660 | 2010 est. |
| 80 | Yemen | 64,610 | 2009 est. |
| 81 | Slovenia | 60,270 | 2009 est. |
| 82 | Cyprus | 57,290 | 2009 est. |
| 83 | Syria | 55,280 | 2009 est. |
| 84 | Honduras | 53,630 | 2009 est. |
| 85 | Luxembourg | 51,930 | 2009 est. |
| 86 | Uruguay | 47,260 | 2011 est. |
| 87 | Armenia | 46,680 | 2009 est. |
| 88 | Cameroon | 46,490 | 2009 est. |
| 89 | El Salvador | 45,060 | 2010 est. |
| 90 | Costa Rica | 44,110 | 2009 est. |
| 91 | Russia | 42,750 | 2009 est. |
| 92 | Tajikistan | 39,400 | 2009 est. |
| 93 | Bosnia and Herzegovina | 38,890 | 2009 est. |
| 94 | Angola | 38,280 | 2009 est. |
| 95 | Senegal | 36,290 | 2009 est. |
| 96 | Latvia | 33,730 | 2010 est. |
| 97 | Ethiopia | 33,480 | 2009 est. |
| 98 | Benin | 33,410 | 2009 est. |
| 99 | Cambodia | 33,200 | 2009 est. |
| 100 | Nicaragua | 30,290 | 2009 est. |
| 101 | Tanzania | 30,040 | 2009 est. |
| 102 | Estonia | 28,520 | 2009 est. |
| 103 | Oman | 27,970 | 2009 est. |
| 104 | Serbia | 27,330 | 2011 est. |
| 105 | Gibraltar | 26,400 | 2009 est. |
| 106 | Paraguay | 23,810 | 2009 est. |
| 107 | Albania | 22,880 | 2009 est. |
| 108 | West Bank | 22,110 | 2009 est. |
| 109 | Macedonia | 21,530 | 2009 est. |
| 110 | Mauritius | 20,750 | 2009 est. |
| 111 | Namibia | 19,890 | 2009 est. |
| 112 | Burma | 19,700 | 2009 est. |
| 113 | Argentina | 19,380 | 2009 est. |
| 114 | Fiji | 18,850 | 2009 est. |
| 115 | Georgia | 18,500 | 2011 est. |
| 116 | Malta | 18,420 | 2009 est. |
| 117 | Algeria | 18,180 | 2009 est. |
| 118 | Mauritania | 17,750 | 2009 est. |
| 119 | Zambia | 17,570 | 2009 est. |
| 120 | Bolivia | 17,330 | 2010 est. |
| 121 | Madagascar | 16,390 | 2009 est. |
| 122 | Kyrgyzstan | 15,940 | 2009 est. |
| 123 | Togo | 15,900 | 2009 est. |
| 124 | Korea, North | 15,810 | 2009 est. |
| 125 | Mongolia | 15,730 | 2010 est. |
| 126 | Botswana | 15,590 | 2009 est. |
| 127 | Iceland | 15,530 | 2009 est. |
| 128 | Macau | 15,400 | 2009 est. |
| 129 | Papua New Guinea | 14,770 | 2009 est. |
| 130 | Moldova | 14,730 | 2009 est. |
| 131 | Mozambique | 14,540 | 2009 est. |
| 132 | New Caledonia | 14,330 | 2009 est. |
| 133 | Uganda | 13,770 | 2009 est. |
| 134 | Nepal | 13,740 | 2009 est. |
| 135 | Haiti | 13,480 | 2009 est. |
| 136 | Zimbabwe | 13,140 | 2009 est. |
| 137 | Congo, Democratic Republic of the | 13,100 | 2009 est. |
| 138 | Sudan | 11,820 | 2009 est. |
| 139 | Djibouti | 11,230 | 2009 est. |
| 140 | Guyana | 10,480 | 2009 est. |
| 141 | Uzbekistan | 9,013 | 2009 est. |
| 142 | Barbados | 8,684 | 2009 est. |
| 143 | Burkina Faso | 8,560 | 2009 est. |
| 144 | Guinea | 8,559 | 2009 est. |
| 145 | Belize | 7,326 | 2009 est. |
| 146 | Malawi | 7,124 | 2009 est. |
| 147 | French Polynesia | 6,611 | 2009 est. |
| 148 | Seychelles | 6,203 | 2009 est. |
| 149 | Maldives | 6,088 | 2009 est. |
| 150 | Colombia | 6,045 | 2009 est. |
| 151 | Suriname | 5,668 | 2009 est. |
| 152 | Niger | 5,443 | 2009 est. |
| 153 | Rwanda | 5,105 | 2009 est. |
| 154 | Sierra Leone | 4,945 | 2009 est. |
| 155 | Gabon | 4,822 | 2009 est. |
