CIA - The World Factbook --  Oil - imports   

This entry is the total oil imported in barrels per day (bbl/day), including both crude oil and oil products.

| Rank | country | (bbl/day) | Date of Information |
| 151 | Bolivia | 6,172 | 2007 est. |
| 152 | Montenegro | 6,093 | 2005 |
| 153 | Rwanda | 5,623 | 2007 est. |
| 154 | Maldives | 5,490 | 2008 est. |
| 155 | Niger | 5,367 | 2007 est. |
| 156 | Greenland | 5,172 | 2008 est. |
| 157 | Faroe Islands | 4,922 | 2008 |
| 158 | Eritrea | 4,790 | 2007 est. |
| 159 | Antigua and Barbuda | 4,690 | 2007 est. |
| 160 | Bermuda | 4,500 | 2007 est. |
| 161 | Afghanistan | 4,404 | 2007 est. |
| 162 | Mali | 4,402 | 2007 est. |
| 163 | Liberia | 4,263 | 2007 est. |
| 164 | Gabon | 4,185 | 2007 est. |
| 165 | American Samoa | 4,140 | 2007 est. |
| 166 | Swaziland | 4,100 | 2007 est. |
| 167 | Cayman Islands | 3,294 | 2007 est. |
| 168 | Laos | 3,080 | 2007 est. |
| 169 | Azerbaijan | 2,848 | 2007 est. |
| 170 | Saint Lucia | 2,747 | 2007 est. |
| 171 | Guinea-Bissau | 2,545 | 2007 est. |
| 172 | Burundi | 2,495 | 2007 est. |
| 173 | Gambia, The | 2,266 | 2007 est. |
| 174 | Central African Republic | 2,203 | 2007 est. |
| 175 | Congo, Republic of the | 2,136 | 2007 est. |
| 176 | Grenada | 1,923 | 2007 est. |
| 177 | Western Sahara | 1,702 | 2007 est. |
| 178 | Cape Verde | 1,619 | 2007 est. |
| 179 | Chad | 1,571 | 2007 est. |
| 180 | Lesotho | 1,553 | 2007 est. |
| 181 | Saint Vincent and the Grenadines | 1,451 | 2007 est. |
| 182 | Solomon Islands | 1,323 | 2007 est. |
| 183 | Bhutan | 1,250 | 2008 est. |
| 184 | Saint Kitts and Nevis | 1,225 | 2007 est. |
| 185 | Tonga | 1,173 | 2007 est. |
| 186 | Equatorial Guinea | 1,114 | 2007 est. |
| 187 | Samoa | 1,105 | 2007 est. |
| 188 | Nauru | 1,026 | 2007 est. |
| 189 | Dominica | 838 | 2007 est. |
| 190 | Comoros | 766 | 2007 est. |
| 191 | Sao Tome and Principe | 726 | 2007 est. |
| 192 | British Virgin Islands | 691 | 2007 est. |
| 193 | Vanuatu | 654 | 2007 est. |
| 194 | Libya | 575 | 2007 est. |
| 195 | Saint Pierre and Miquelon | 564 | 2007 est. |
| 196 | Montserrat | 521 | 2007 est. |
| 197 | Cook Islands | 495 | 2007 est. |
| 198 | Falkland Islands (Islas Malvinas) | 271 | 2007 est. |
| 199 | Kiribati | 261 | 2007 est. |
| 200 | Brunei | 238 | 2007 est. |
| 201 | Saint Helena, Ascension, and Tristan da Cunha | 80 | 2007 est. |
| 202 | Turks and Caicos Islands | 80 | 2007 est. |
| 203 | Niue | 31 | 2007 est. |
| 204 | Kuwait | 0 | 2007 est. |
| 205 | Mongolia | 0 | 2009 |
| 206 | Venezuela | 0 | 2007 est. |
| 207 | Turkmenistan | 0 | 2009 est. |
| 208 | Qatar | 0 | 2008 est. |
