CIA - The World Factbook --  Electricity - from nuclear fuels   

This entry measures the capacity of plants that generate electricity through radioactive decay of nuclear fuel, expressed as a share of the country's total generating capacity.

| Rank | country | (% of total installed capacity) | Date of Information |
| --- | --- | --- | --- |
| 1 | France | 53.0 | 2009 est. |
| 2 | Belgium | 33.7 | 2009 est. |
| 3 | Ukraine | 25.4 | 2009 est. |
| 4 | Slovakia | 25.4 | 2009 est. |
| 5 | Lithuania | 25.2 | 2009 est. |
| 6 | Sweden | 25.0 | 2009 est. |
| 7 | Germany | 23.0 | 2011 est. |
| 8 | Korea, South | 22.0 | 2009 est. |
| 9 | Slovenia | 21.5 | 2009 est. |
| 10 | Czech Republic | 20.9 | 2009 est. |
| 11 | Bulgaria | 20.3 | 2009 est. |
| 12 | Hungary | 20.0 | 2011 est. |
| 13 | Japan | 17.2 | 2009 est. |
| 14 | Switzerland | 16.6 | 2009 est. |
| 15 | Finland | 16.4 | 2009 est. |
| 16 | Taiwan | 12.5 | 2009 est. |
| 17 | United Kingdom | 12.3 | 2009 est. |
| 18 | Armenia | 11.8 | 2009 est. |
| 19 | Russia | 10.3 | 2009 est. |
| 20 | Canada | 10.1 | 2009 est. |
| 21 | United States | 9.9 | 2010 est. |
| 22 | World | 7.9 | 2009 est. |
| 23 | Spain | 7.6 | 2009 est. |
| 24 | Romania | 6.3 | 2009 est. |
| 25 | South Africa | 4.1 | 2009 est. |
| 26 | Argentina | 3.2 | 2009 est. |
| 27 | Pakistan | 2.3 | 2009 est. |
| 28 | Mexico | 2.3 | 2009 est. |
| 29 | India | 2.2 | 2009 est. |
| 30 | Netherlands | 2.0 | 2009 est. |
| 31 | Brazil | 1.9 | 2010 est. |
| 32 | China | 1.0 | 2011 est. |
| 33 | Aruba | 0.0 | 2009 est. |
| 34 | Antigua and Barbuda | 0.0 | 2009 est. |
| 35 | United Arab Emirates | 0.0 | 2009 est. |
| 36 | Afghanistan | 0.0 | 2009 est. |
| 37 | Algeria | 0.0 | 2009 est. |
| 38 | Azerbaijan | 0.0 | 2009 est. |
| 39 | Albania | 0.0 | 2009 est. |
| 40 | Angola | 0.0 | 2009 est. |
| 41 | American Samoa | 0.0 | 2009 est. |
| 42 | Australia | 0.0 | 2009 est. |
| 43 | Austria | 0.0 | 2009 est. |
| 44 | Bahrain | 0.0 | 2009 est. |
| 45 | Barbados | 0.0 | 2009 est. |
| 46 | Botswana | 0.0 | 2009 est. |
| 47 | Bermuda | 0.0 | 2009 est. |
| 48 | Bahamas, The | 0.0 | 2009 est. |
| 49 | Bangladesh | 0.0 | 2009 est. |
| 50 | Belize | 0.0 | 2009 est. |
| 51 | Bosnia and Herzegovina | 0.0 | 2009 est. |
| 52 | Bolivia | 0.0 | 2009 est. |
| 53 | Burma | 0.0 | 2009 est. |
| 54 | Benin | 0.0 | 2009 est. |
| 55 | Belarus | 0.0 | 2009 est. |
| 56 | Solomon Islands | 0.0 | 2009 est. |
| 57 | Bhutan | 0.0 | 2009 est. |
| 58 | Brunei | 0.0 | 2009 est. |
| 59 | Burundi | 0.0 | 2009 est. |
| 60 | Cambodia | 0.0 | 2009 est. |
| 61 | Chad | 0.0 | 2009 est. |
| 62 | Sri Lanka | 0.0 | 2012 est. |
| 63 | Congo, Republic of the | 0.0 | 2009 est. |
| 64 | Congo, Democratic Republic of the | 0.0 | 2009 est. |
| 65 | Chile | 0.0 | 2009 est. |
| 66 | Cayman Islands | 0.0 | 2009 est. |
| 67 | Cameroon | 0.0 | 2009 est. |
| 68 | Comoros | 0.0 | 2009 est. |
| 69 | Colombia | 0.0 | 2009 est. |
| 70 | Costa Rica | 0.0 | 2009 est. |
| 71 | Central African Republic | 0.0 | 2009 est. |
| 72 | Cuba | 0.0 | 2009 est. |
| 73 | Cape Verde | 0.0 | 2009 est. |
| 74 | Cook Islands | 0.0 | 2009 est. |
| 75 | Cyprus | 0.0 | 2009 est. |
| 76 | Denmark | 0.0 | 2009 est. |
| 77 | Djibouti | 0.0 | 2009 est. |
| 78 | Dominica | 0.0 | 2009 est. |
| 79 | Dominican Republic | 0.0 | 2009 est. |
| 80 | Ecuador | 0.0 | 2009 est. |
| 81 | Egypt | 0.0 | 2009 est. |
| 82 | Ireland | 0.0 | 2009 est. |
| 83 | Equatorial Guinea | 0.0 | 2009 est. |
| 84 | Estonia | 0.0 | 2009 est. |
| 85 | Eritrea | 0.0 | 2009 est. |
| 86 | El Salvador | 0.0 | 2009 est. |
| 87 | Ethiopia | 0.0 | 2009 est. |
| 88 | Fiji | 0.0 | 2009 est. |
| 89 | Falkland Islands (Islas Malvinas) | 0.0 | 2009 est. |
| 90 | Faroe Islands | 0.0 | 2009 est. |
| 91 | French Polynesia | 0.0 | 2009 est. |
| 92 | Gambia, The | 0.0 | 2009 est. |
| 93 | Gabon | 0.0 | 2009 est. |
| 94 | Georgia | 0.0 | 2009 est. |
| 95 | Ghana | 0.0 | 2009 est. |
