CIA - The World Factbook --  Electricity - from nuclear fuels   

This entry measures the capacity of plants that generate electricity through radioactive decay of nuclear fuel, expressed as a share of the country's total generating capacity.

| Rank | country | (% of total installed capacity) | Date of Information |
| 96 | Gibraltar | 0.0 | 2009 est. |
| 97 | Grenada | 0.0 | 2009 est. |
| 98 | Greenland | 0.0 | 2009 est. |
| 99 | Guam | 0.0 | 2009 est. |
| 100 | Greece | 0.0 | 2009 est. |
| 101 | Guatemala | 0.0 | 2009 est. |
| 102 | Guinea | 0.0 | 2009 est. |
| 103 | Guyana | 0.0 | 2009 est. |
| 104 | Haiti | 0.0 | 2009 est. |
| 105 | Hong Kong | 0.0 | 2009 est. |
| 106 | Honduras | 0.0 | 2009 est. |
| 107 | Croatia | 0.0 | 2009 est. |
| 108 | Iceland | 0.0 | 2009 est. |
| 109 | Indonesia | 0.0 | 2009 est. |
| 110 | Iran | 0.0 | 2009 est. |
| 111 | Israel | 0.0 | 2009 est. |
| 112 | Italy | 0.0 | 2011 est. |
| 113 | Cote d'Ivoire | 0.0 | 2009 est. |
| 114 | Iraq | 0.0 | 2012 est. |
| 115 | Jamaica | 0.0 | 2009 est. |
| 116 | Jordan | 0.0 | 2009 est. |
| 117 | Kenya | 0.0 | 2009 est. |
| 118 | Kyrgyzstan | 0.0 | 2009 est. |
| 119 | Korea, North | 0.0 | 2009 est. |
| 120 | Kiribati | 0.0 | 2009 est. |
| 121 | Kuwait | 0.0 | 2009 est. |
| 122 | Kazakhstan | 0.0 | 2009 est. |
| 123 | Laos | 0.0 | 2009 est. |
| 124 | Lebanon | 0.0 | 2009 est. |
| 125 | Latvia | 0.0 | 2009 est. |
| 126 | Liberia | 0.0 | 2009 est. |
| 127 | Lesotho | 0.0 | 2009 est. |
| 128 | Luxembourg | 0.0 | 2009 est. |
| 129 | Libya | 0.0 | 2009 est. |
| 130 | Madagascar | 0.0 | 2009 est. |
| 131 | Macau | 0.0 | 2009 est. |
| 132 | Moldova | 0.0 | 2009 est. |
| 133 | Mongolia | 0.0 | 2009 est. |
| 134 | Montserrat | 0.0 | 2009 est. |
| 135 | Malawi | 0.0 | 2009 est. |
| 136 | Montenegro | 0.0 | 2009 est. |
| 137 | Macedonia | 0.0 | 2009 est. |
| 138 | Mali | 0.0 | 2009 est. |
| 139 | Morocco | 0.0 | 2009 est. |
| 140 | Mauritius | 0.0 | 2009 est. |
| 141 | Mauritania | 0.0 | 2009 est. |
| 142 | Malta | 0.0 | 2010 est. |
| 143 | Oman | 0.0 | 2009 est. |
| 144 | Maldives | 0.0 | 2009 est. |
| 145 | Malaysia | 0.0 | 2009 est. |
| 146 | Mozambique | 0.0 | 2009 est. |
| 147 | New Caledonia | 0.0 | 2009 est. |
| 148 | Niue | 0.0 | 2009 est. |
| 149 | Niger | 0.0 | 2009 est. |
| 150 | Vanuatu | 0.0 | 2009 est. |
| 151 | Nigeria | 0.0 | 2009 est. |
| 152 | Norway | 0.0 | 2009 est. |
| 153 | Nepal | 0.0 | 2009 est. |
| 154 | Nauru | 0.0 | 2009 est. |
| 155 | Suriname | 0.0 | 2009 est. |
| 156 | Nicaragua | 0.0 | 2009 est. |
| 157 | New Zealand | 0.0 | 2009 est. |
| 158 | Paraguay | 0.0 | 2009 est. |
| 159 | Peru | 0.0 | 2009 est. |
| 160 | Poland | 0.0 | 2009 est. |
| 161 | Panama | 0.0 | 2009 est. |
| 162 | Portugal | 0.0 | 2009 est. |
| 163 | Papua New Guinea | 0.0 | 2009 est. |
| 164 | Guinea-Bissau | 0.0 | 2009 est. |
| 165 | Qatar | 0.0 | 2009 est. |
| 166 | Serbia | 0.0 | 2009 est. |
| 167 | Philippines | 0.0 | 2009 est. |
| 168 | Puerto Rico | 0.0 | 2009 est. |
| 169 | Rwanda | 0.0 | 2009 est. |
| 170 | Saudi Arabia | 0.0 | 2009 est. |
| 171 | Saint Pierre and Miquelon | 0.0 | 2009 est. |
| 172 | Saint Kitts and Nevis | 0.0 | 2009 est. |
| 173 | Seychelles | 0.0 | 2009 est. |
| 174 | Senegal | 0.0 | 2009 est. |
| 175 | Saint Helena, Ascension, and Tristan da Cunha | 0.0 | 2009 est. |
| 176 | Sierra Leone | 0.0 | 2009 est. |
| 177 | Singapore | 0.0 | 2009 est. |
| 178 | Somalia | 0.0 | 2009 est. |
| 179 | Saint Lucia | 0.0 | 2009 est. |
| 180 | Sudan | 0.0 | 2009 est. |
| 181 | Syria | 0.0 | 2009 est. |
| 182 | Trinidad and Tobago | 0.0 | 2009 est. |
| 183 | Thailand | 0.0 | 2009 est. |
| 184 | Tajikistan | 0.0 | 2009 est. |
| 185 | Turks and Caicos Islands | 0.0 | 2009 est. |
| 186 | Tonga | 0.0 | 2009 est. |
| 187 | Togo | 0.0 | 2009 est. |
| 188 | Sao Tome and Principe | 0.0 | 2009 est. |
| 189 | Tunisia | 0.0 | 2009 est. |
| 190 | Turkey | 0.0 | 2009 est. |
| 191 | Turkmenistan | 0.0 | 2009 est. |
| 192 | Tanzania | 0.0 | 2009 est. |
| 193 | Uganda | 0.0 | 2009 est. |
| 194 | Burkina Faso | 0.0 | 2009 est. |
| 195 | Uruguay | 0.0 | 2009 est. |
| 196 | Uzbekistan | 0.0 | 2009 est. |
| 197 | Saint Vincent and the Grenadines | 0.0 | 2009 est. |
| 198 | Venezuela | 0.0 | 2009 est. |
| 199 | British Virgin Islands | 0.0 | 2009 est. |
| 200 | Vietnam | 0.0 | 2009 est. |
| 201 | Virgin Islands | 0.0 | 2009 est. |
| 202 | Namibia | 0.0 | 2009 est. |
| 203 | West Bank | 0.0 | 2009 est. |
| 204 | Western Sahara | 0.0 | 2009 est. |
| 205 | Samoa | 0.0 | 2009 est. |
| 206 | Swaziland | 0.0 | 2009 est. |
| 207 | Yemen | 0.0 | 2009 est. |
| 208 | Zambia | 0.0 | 2009 est. |
| 209 | Zimbabwe | 0.0 | 2009 est. |
