CIA - The World Factbook --  Life expectancy at birth   

Life expectancy at birth compares the average number of years to be lived by a group of people born in the same year, if mortality at each age remains constant in the future. Life expectancy at birth is also a measure of overall quality of life in a country and summarizes the mortality at all ages.

| Rank | country | (years) | Date of Information |
| 52 | Chile | 78.44 | 2014 est. |
| 53 | Qatar | 78.38 | 2014 est. |
| 54 | Cyprus | 78.34 | 2014 est. |
| 55 | Czech Republic | 78.31 | 2014 est. |
| 56 | Panama | 78.30 | 2014 est. |
| 57 | British Virgin Islands | 78.29 | 2014 est. |
| 58 | Costa Rica | 78.23 | 2014 est. |
| 59 | Cuba | 78.22 | 2014 est. |
| 60 | Albania | 77.96 | 2014 est. |
| 61 | Slovenia | 77.83 | 2014 est. |
| 62 | Dominican Republic | 77.80 | 2014 est. |
| 63 | Northern Mariana Islands | 77.64 | 2014 est. |
| 64 | Kuwait | 77.64 | 2014 est. |
| 65 | Sint Maarten | 77.61 | 2013 est. |
| 66 | Argentina | 77.51 | 2014 est. |
| 67 | Saint Lucia | 77.41 | 2014 est. |
| 68 | New Caledonia | 77.31 | 2014 est. |
| 69 | Lebanon | 77.22 | 2014 est. |
| 70 | United Arab Emirates | 77.09 | 2014 est. |
| 71 | Uruguay | 76.81 | 2014 est. |
| 72 | Paraguay | 76.80 | 2014 est. |
| 73 | French Polynesia | 76.79 | 2014 est. |
| 74 | Brunei | 76.77 | 2014 est. |
| 75 | Slovakia | 76.69 | 2014 est. |
| 76 | Poland | 76.65 | 2014 est. |
| 77 | Dominica | 76.59 | 2014 est. |
| 78 | Morocco | 76.51 | 2014 est. |
| 79 | Croatia | 76.41 | 2014 est. |
| 80 | Algeria | 76.39 | 2014 est. |
| 81 | Ecuador | 76.36 | 2014 est. |
| 82 | Aruba | 76.35 | 2014 est. |
| 83 | Sri Lanka | 76.35 | 2014 est. |
| 84 | Bosnia and Herzegovina | 76.33 | 2014 est. |
| 85 | Antigua and Barbuda | 76.12 | 2014 est. |
| 86 | Libya | 76.04 | 2014 est. |
| 87 | Lithuania | 75.98 | 2014 est. |
| 88 | Tonga | 75.82 | 2014 est. |
| 89 | Macedonia | 75.80 | 2014 est. |
| 90 | Georgia | 75.72 | 2014 est. |
| 91 | West Bank | 75.69 | 2014 est. |
| 92 | Tunisia | 75.68 | 2014 est. |
| 93 | Hungary | 75.46 | 2014 est. |
| 94 | Mexico | 75.43 | 2014 est. |
| 95 | Cook Islands | 75.38 | 2014 est. |
| 96 | Saint Kitts and Nevis | 75.29 | 2014 est. |
| 97 | Colombia | 75.25 | 2014 est. |
| 98 | Mauritius | 75.17 | 2014 est. |
| 99 | Maldives | 75.15 | 2014 est. |
| 100 | China | 75.15 | 2014 est. |
| 101 | Serbia | 75.02 | 2014 est. |
| 102 | Barbados | 74.99 | 2014 est. |
| 103 | Oman | 74.97 | 2014 est. |
| 104 | American Samoa | 74.91 | 2014 est. |
| 105 | Solomon Islands | 74.89 | 2014 est. |
| 106 | Saint Vincent and the Grenadines | 74.86 | 2014 est. |
| 107 | Saudi Arabia | 74.82 | 2014 est. |
| 108 | Romania | 74.69 | 2014 est. |
| 109 | Gaza Strip | 74.64 | 2014 est. |
| 110 | Malaysia | 74.52 | 2014 est. |
| 111 | Venezuela | 74.39 | 2014 est. |
| 112 | Bulgaria | 74.33 | 2014 est. |
| 113 | Seychelles | 74.25 | 2014 est. |
| 114 | El Salvador | 74.18 | 2014 est. |
| 115 | Thailand | 74.18 | 2014 est. |
| 116 | Armenia | 74.12 | 2014 est. |
| 117 | Jordan | 74.10 | 2014 est. |
| 118 | Estonia | 74.07 | 2014 est. |
| 119 | Montserrat | 73.90 | 2014 est. |
| 120 | Grenada | 73.80 | 2014 est. |
| 121 | Jamaica | 73.48 | 2014 est. |
| 122 | Egypt | 73.45 | 2014 est. |
| 123 | Latvia | 73.44 | 2014 est. |
| 124 | Turkey | 73.29 | 2014 est. |
| 125 | Uzbekistan | 73.29 | 2014 est. |
| 126 | Brazil | 73.28 | 2014 est. |
| 127 | Peru | 73.23 | 2014 est. |
| 128 | Samoa | 73.21 | 2014 est. |
| 129 | Vietnam | 72.91 | 2014 est. |
| 130 | Nicaragua | 72.72 | 2014 est. |
| 131 | Vanuatu | 72.72 | 2014 est. |
| 132 | Palau | 72.60 | 2014 est. |
| 133 | Marshall Islands | 72.58 | 2014 est. |
| 134 | Philippines | 72.48 | 2014 est. |
| 135 | Micronesia, Federated States of | 72.35 | 2014 est. |
| 136 | Trinidad and Tobago | 72.29 | 2014 est. |
| 137 | Indonesia | 72.17 | 2014 est. |
| 138 | Belarus | 72.15 | 2014 est. |
| 139 | Fiji | 72.15 | 2014 est. |
| 140 | Bahamas, The | 71.93 | 2014 est. |
| 141 | Azerbaijan | 71.91 | 2014 est. |
| 142 | Greenland | 71.82 | 2014 est. |
| 143 | Guatemala | 71.74 | 2014 est. |
| 144 | Suriname | 71.69 | 2014 est. |
| 145 | Cabo Verde | 71.57 | 2014 est. |
| 146 | Iraq | 71.42 | 2014 est. |
| 147 | Honduras | 70.91 | 2014 est. |
| 148 | Iran | 70.89 | 2014 est. |
| 149 | Bangladesh | 70.65 | 2014 est. |
| 150 | Kazakhstan | 70.24 | 2014 est. |
| 151 | Russia | 70.16 | 2014 est. |
| 152 | Moldova | 70.12 | 2014 est. |
| 153 | Kyrgyzstan | 70.06 | 2014 est. |
| 154 | Korea, North | 69.81 | 2014 est. |
| 155 | Turkmenistan | 69.47 | 2014 est. |
| 156 | Ukraine | 69.14 | 2014 est. |
| 157 | Bhutan | 68.98 | 2014 est. |
| 158 | Mongolia | 68.98 | 2014 est. |
| 159 | Bolivia | 68.55 | 2014 est. |
| 160 | Belize | 68.49 | 2014 est. |
| 161 | Syria | 68.41 | 2014 est. |
| 162 | Guyana | 67.81 | 2014 est. |
| 163 | India | 67.80 | 2014 est. |
| 164 | Timor-Leste | 67.39 | 2014 est. |
| 165 | Nepal | 67.19 | 2014 est. |
| 166 | Tajikistan | 67.06 | 2014 est. |
| 167 | Pakistan | 67.05 | 2014 est. |
| 168 | Papua New Guinea | 66.85 | 2014 est. |
| 169 | Nauru | 66.40 | 2014 est. |
| 170 | Burma | 65.94 | 2014 est. |
| 171 | Tuvalu | 65.81 | 2014 est. |
| 172 | Ghana | 65.75 | 2014 est. |
| 173 | Kiribati | 65.47 | 2014 est. |
| 174 | Madagascar | 65.20 | 2014 est. |
| 175 | Yemen | 64.83 | 2014 est. |
| 176 | Gambia, The | 64.36 | 2014 est. |
| 177 | Sao Tome and Principe | 64.22 | 2014 est. |
| 178 | Togo | 64.06 | 2014 est. |
| 179 | Cambodia | 63.78 | 2014 est. |
| 180 | Kenya | 63.52 | 2014 est. |
| 181 | Eritrea | 63.51 | 2014 est. |
| 182 | Laos | 63.51 | 2014 est. |
| 183 | Equatorial Guinea | 63.49 | 2014 est. |
| 184 | Comoros | 63.48 | 2014 est. |
| 185 | Sudan | 63.32 | 2014 est. |
| 186 | Haiti | 63.18 | 2014 est. |
| 187 | Djibouti | 62.40 | 2014 est. |
| 188 | Mauritania | 62.28 | 2014 est. |
| 189 | Western Sahara | 62.27 | 2014 est. |
| 190 | Tanzania | 61.24 | 2014 est. |
| 191 | Benin | 61.07 | 2014 est. |
| 192 | Senegal | 60.95 | 2014 est. |
| 193 | Ethiopia | 60.75 | 2014 est. |
| 194 | Malawi | 59.99 | 2014 est. |
| 195 | Guinea | 59.60 | 2014 est. |
| 196 | Burundi | 59.55 | 2014 est. |
| 197 | Rwanda | 59.26 | 2014 est. |
| 198 | Congo, Republic of the | 58.52 | 2014 est. |
| 199 | Liberia | 58.21 | 2014 est. |
| 200 | Cote d'Ivoire | 58.01 | 2014 est. |
| 201 | Sierra Leone | 57.39 | 2014 est. |
| 202 | Cameroon | 57.35 | 2014 est. |
| 203 | Congo, Democratic Republic of the | 56.54 | 2014 est. |
| 204 | Zimbabwe | 55.68 | 2014 est. |
| 205 | Angola | 55.29 | 2014 est. |
| 206 | Mali | 54.95 | 2014 est. |
| 207 | Burkina Faso | 54.78 | 2014 est. |
| 208 | Niger | 54.74 | 2014 est. |
| 209 | Uganda | 54.46 | 2014 est. |
| 210 | Botswana | 54.06 | 2014 est. |
| 211 | Lesotho | 52.65 | 2014 est. |
| 212 | Nigeria | 52.62 | 2014 est. |
| 213 | Mozambique | 52.60 | 2014 est. |
| 214 | Gabon | 52.06 | 2014 est. |
| 215 | Namibia | 51.85 | 2014 est. |
| 216 | Zambia | 51.83 | 2014 est. |
| 217 | Somalia | 51.58 | 2014 est. |
| 218 | Central African Republic | 51.35 | 2014 est. |
| 219 | Swaziland | 50.54 | 2014 est. |
| 220 | Afghanistan | 50.49 | 2014 est. |
| 221 | Guinea-Bissau | 49.87 | 2014 est. |
| 222 | South Africa | 49.56 | 2014 est. |
| 223 | Chad | 49.44 | 2014 est. |


