CIA - The World Factbook --  Crude oil - production   

This entry is the total amount of crude oil produced, in barrels per day (bbl/day).

| Rank | country | (bbl/day) | Date of Information |
| --- | --- | --- | --- |
| 1 | World | 84,060,000 | 2011 est. |
| 2 | Russia | 10,210,000 | 2011 est. |
| 3 | Saudi Arabia | 10,000,000 | 2012 est. |
| 4 | United States | 9,023,000 | 2011 est. |
| 5 | Iran | 4,231,000 | 2011 est. |
| 6 | China | 4,073,000 | 2011 est. |
| 7 | Canada | 3,592,000 | 2011 est. |
| 8 | Iraq | 3,300,000 | 2012 est. |
| 9 | United Arab Emirates | 3,087,000 | 2011 est. |
| 10 | Mexico | 2,934,000 | 2011 est. |
| 11 | Kuwait | 2,682,000 | 2011 est. |
| 12 | Brazil | 2,633,000 | 2011 est. |
| 13 | Nigeria | 2,525,000 | 2011 est. |
| 14 | Venezuela | 2,453,000 | 2011 est. |
| 15 | Norway | 1,998,000 | 2011 est. |
| 16 | Algeria | 1,885,000 | 2011 est. |
| 17 | Angola | 1,840,000 | 2011 est. |
| 18 | Kazakhstan | 1,635,000 | 2011 est. |
| 19 | Qatar | 1,631,000 | 2011 est. |
| 20 | United Kingdom | 1,099,000 | 2011 est. |
| 21 | Azerbaijan | 987,000 | 2011 est. |
| 22 | Indonesia | 982,900 | 2011 est. |
| 23 | Colombia | 932,100 | 2011 est. |
| 24 | India | 897,300 | 2011 est. |
| 25 | Oman | 890,500 | 2011 est. |
| 26 | Argentina | 734,000 | 2011 est. |
| 27 | Egypt | 711,500 | 2011 est. |
| 28 | Malaysia | 603,400 | 2011 est. |
| 29 | Libya | 502,400 | 2011 est. |
| 30 | Ecuador | 500,700 | 2011 est. |
| 31 | Australia | 482,500 | 2011 est. |
| 32 | Thailand | 378,200 | 2011 est. |
| 33 | Syria | 333,900 | 2011 est. |
| 34 | Vietnam | 318,100 | 2011 est. |
| 35 | Congo, Republic of the | 308,600 | 2011 est. |
| 36 | Equatorial Guinea | 302,500 | 2011 est. |
| 37 | Gabon | 244,700 | 2011 est. |
| 38 | Turkmenistan | 222,200 | 2011 est. |
| 39 | Denmark | 221,100 | 2011 est. |
| 40 | South Africa | 169,000 | 2011 est. |
| 41 | Germany | 165,300 | 2011 est. |
| 42 | Yemen | 162,100 | 2011 est. |
| 43 | Peru | 152,600 | 2011 est. |
| 44 | Brunei | 149,900 | 2011 est. |
| 45 | Trinidad and Tobago | 135,900 | 2011 est. |
| 46 | Chad | 123,700 | 2011 est. |
| 47 | Sudan | 120,000 | 2012 est. |
| 48 | Uzbekistan | 104,400 | 2011 est. |
| 49 | Italy | 99,200 | 2011 est. |
| 50 | Romania | 92,140 | 2011 est. |
| 51 | Timor-Leste | 83,740 | 2011 est. |
| 52 | Ukraine | 73,180 | 2011 est. |
| 53 | Ghana | 72,580 | 2011 est. |
| 54 | Tunisia | 70,480 | 2011 est. |
| 55 | Pakistan | 63,080 | 2011 est. |
| 56 | Cameroon | 61,580 | 2011 est. |
| 57 | Cuba | 55,000 | 2011 est. |
| 58 | New Zealand | 49,730 | 2011 est. |
| 59 | France | 49,530 | 2011 est. |
| 60 | Bolivia | 48,570 | 2011 est. |
| 61 | Turkey | 45,740 | 2011 est. |
| 62 | Cote d'Ivoire | 45,000 | 2012 est. |
| 63 | Bahrain | 45,000 | 2011 est. |
| 64 | Netherlands | 41,990 | 2011 est. |
| 65 | Papua New Guinea | 30,000 | 2011 est. |
| 66 | Belarus | 30,000 | 2011 est. |
| 67 | Philippines | 26,640 | 2011 est. |
| 68 | Austria | 25,750 | 2011 est. |
| 69 | Hungary | 22,560 | 2011 est. |
| 70 | Burma | 20,200 | 2011 est. |
| 71 | Congo, Democratic Republic of the | 20,160 | 2011 est. |
| 72 | Korea, South | 19,990 | 2011 est. |
| 73 | Poland | 19,730 | 2011 est. |
| 74 | Croatia | 17,650 | 2011 est. |
| 75 | Japan | 17,480 | 2011 est. |
| 76 | Suriname | 16,000 | 2011 est. |
| 77 | Albania | 15,520 | 2011 est. |
| 78 | Serbia | 13,160 | 2011 est. |
| 79 | Spain | 12,090 | 2011 est. |
| 80 | Guatemala | 10,000 | 2011 est. |
| 81 | Czech Republic | 9,162 | 2011 est. |
| 82 | Mauritania | 7,738 | 2011 est. |
| 83 | Estonia | 7,700 | 2011 est. |
| 84 | Mongolia | 6,983 | 2011 est. |
| 85 | Niger | 6,712 | 2011 est. |
| 86 | Chile | 6,000 | 2011 est. |
| 87 | Slovakia | 5,781 | 2011 est. |
| 88 | Morocco | 5,500 | 2011 est. |
| 89 | Bangladesh | 5,200 | 2011 est. |
| 90 | Belize | 4,000 | 2011 est. |
| 91 | Lithuania | 2,000 | 2011 est. |
| 92 | Afghanistan | 1,950 | 2012 est. |
| 93 | Portugal | 1,926 | 2011 est. |
| 94 | Greece | 1,751 | 2011 est. |
| 95 | Georgia | 1,000 | 2011 est. |
| 96 | Bulgaria | 1,000 | 2011 est. |
| 97 | Barbados | 1,000 | 2011 est. |
| 98 | Kyrgyzstan | 1,000 | 2011 est. |
| 99 | Taiwan | 830 | 2011 est. |
| 100 | Tajikistan | 215 | 2011 est. |
| 101 | Israel | 100 | 2011 est. |
| 102 | Jordan | 20 | 2011 est. |
| 103 | Slovenia | 5 | 2011 est. |
| 104 | Aruba | 0 | 2011 est. |
| 105 | Antigua and Barbuda | 0 | 2011 est. |
| 106 | Armenia | 0 | 2011 est. |
| 107 | American Samoa | 0 | 2011 est. |
| 108 | Botswana | 0 | 2011 est. |
| 109 | Bermuda | 0 | 2011 est. |
| 110 | Belgium | 0 | 2011 est. |
| 111 | Bahamas, The | 0 | 2011 est. |
| 112 | Bosnia and Herzegovina | 0 | 2011 est. |
| 113 | Benin | 0 | 2011 est. |
| 114 | Solomon Islands | 0 | 2011 est. |
| 115 | Bhutan | 0 | 2011 est. |
| 116 | Burundi | 0 | 2011 est. |
| 117 | Cambodia | 0 | 2011 est. |
| 118 | Sri Lanka | 0 | 2012 est. |
| 119 | Cayman Islands | 0 | 2011 est. |
| 120 | Comoros | 0 | 2011 est. |
| 121 | Costa Rica | 0 | 2011 est. |
| 122 | Central African Republic | 0 | 2011 est. |
| 123 | Cape Verde | 0 | 2011 est. |
| 124 | Cook Islands | 0 | 2011 est. |
| 125 | Cyprus | 0 | 2011 est. |
| 126 | Djibouti | 0 | 2011 est. |
| 127 | Dominica | 0 | 2011 est. |
| 128 | Dominican Republic | 0 | 2011 est. |
| 129 | Ireland | 0 | 2011 est. |
| 130 | Eritrea | 0 | 2011 est. |
| 131 | El Salvador | 0 | 2011 est. |
| 132 | Ethiopia | 0 | 2011 est. |
| 133 | Finland | 0 | 2011 est. |
| 134 | Fiji | 0 | 2011 est. |
| 135 | Falkland Islands (Islas Malvinas) | 0 | 2011 est. |
| 136 | Faroe Islands | 0 | 2011 est. |
| 137 | French Polynesia | 0 | 2011 est. |
| 138 | Gambia, The | 0 | 2011 est. |
| 139 | Gibraltar | 0 | 2011 est. |
| 140 | Grenada | 0 | 2011 est. |
| 141 | Greenland | 0 | 2011 est. |
| 142 | Guam | 0 | 2011 est. |
| 143 | Guinea | 0 | 2011 est. |
| 144 | Guyana | 0 | 2011 est. |
| 145 | Haiti | 0 | 2011 est. |
| 146 | Hong Kong | 0 | 2011 est. |
| 147 | Honduras | 0 | 2011 est. |
| 148 | Iceland | 0 | 2011 est. |
| 149 | Jamaica | 0 | 2011 est. |
| 150 | Kenya | 0 | 2011 est. |
| 151 | Korea, North | 0 | 2011 est. |
| 152 | Kiribati | 0 | 2011 est. |
| 153 | Laos | 0 | 2011 est. |
| 154 | Lebanon | 0 | 2011 est. |
| 155 | Latvia | 0 | 2011 est. |
| 156 | Liberia | 0 | 2011 est. |
| 157 | Lesotho | 0 | 2011 est. |
| 158 | Luxembourg | 0 | 2011 est. |
| 159 | Madagascar | 0 | 2011 est. |
| 160 | Macau | 0 | 2011 est. |
| 161 | Moldova | 0 | 2011 est. |
| 162 | Montserrat | 0 | 2011 est. |
| 163 | Malawi | 0 | 2011 est. |
| 164 | Montenegro | 0 | 2011 est. |
| 165 | Macedonia | 0 | 2011 est. |
| 166 | Mali | 0 | 2011 est. |
| 167 | Mauritius | 0 | 2011 est. |
| 168 | Malta | 0 | 2011 est. |
| 169 | Maldives | 0 | 2012 est. |
| 170 | Mozambique | 0 | 2011 est. |
| 171 | New Caledonia | 0 | 2011 est. |
| 172 | Niue | 0 | 2011 est. |
| 173 | Vanuatu | 0 | 2011 est. |
| 174 | Nepal | 0 | 2011 est. |
| 175 | Nauru | 0 | 2011 est. |
| 176 | Nicaragua | 0 | 2011 est. |
| 177 | Paraguay | 0 | 2011 est. |
| 178 | Panama | 0 | 2011 est. |
| 179 | Guinea-Bissau | 0 | 2011 est. |
| 180 | Puerto Rico | 0 | 2011 est. |
| 181 | Rwanda | 0 | 2011 est. |
| 182 | Saint Pierre and Miquelon | 0 | 2011 est. |
| 183 | Saint Kitts and Nevis | 0 | 2011 est. |
| 184 | Seychelles | 0 | 2011 est. |
| 185 | Senegal | 0 | 2011 est. |
| 186 | Saint Helena, Ascension, and Tristan da Cunha | 0 | 2011 est. |
| 187 | Sierra Leone | 0 | 2011 est. |
| 188 | Singapore | 0 | 2011 est. |
| 189 | Somalia | 0 | 2011 est. |
| 190 | Saint Lucia | 0 | 2011 est. |
| 191 | Sweden | 0 | 2011 est. |
| 192 | Switzerland | 0 | 2011 est. |
| 193 | Turks and Caicos Islands | 0 | 2011 est. |
| 194 | Tonga | 0 | 2011 est. |
| 195 | Togo | 0 | 2011 est. |
| 196 | Sao Tome and Principe | 0 | 2011 est. |
