CIA - The World Factbook --  Exchange rates   

This entry provides the average annual price of a country's monetary unit for the time period specified, expressed in units of local currency per US dollar, as determined by international market forces or by official fiat. The International Organization for Standardization (ISO) 4217 alphabetic currency code for the national medium of exchange is presented in parenthesis. Closing daily exchange rates are not presented in The World Factbook, but are used to convert stock values - e.g., the market value of publicly traded shares - to US dollars as of the specified date.

| Rank | country | Exchange rates | Date of Information |
| 102 | Iraq | 1,170.00 | NA |
| 103 | Mongolia | 1,170.00 | NA |
| 104 | Iraq | 1,168.00 | NA |
| 105 | Korea, South | 1,156.10 | NA |
| 106 | Korea, South | 1,132.80 | NA |
| 107 | Korea, South | 1,108.29 | NA |
| 108 | Korea, South | 1,101.70 | NA |
| 109 | Burma | 1,055.00 | NA |
| 110 | Congo, Democratic Republic of the | 920.00 | NA |
| 111 | Congo, Democratic Republic of the | 905.91 | NA |
| 112 | Congo, Democratic Republic of the | 899.00 | NA |
| 113 | Burma | 867.60 | NA |
| 114 | Burma | 815.00 | NA |
| 115 | Holy See (Vatican City) | 755.00 | NA |
| 116 | Belgium | 755.00 | NA |
| 117 | Netherlands | 755.00 | NA |
| 118 | Portugal | 755.00 | NA |
| 119 | Saint Pierre and Miquelon | 755.00 | NA |
| 120 | Slovenia | 755.00 | NA |
| 121 | San Marino | 755.00 | NA |
| 122 | Spain | 755.00 | NA |
| 123 | Italy | 755.00 | NA |
| 124 | Kosovo | 755.00 | NA |
| 125 | Slovakia | 755.00 | NA |
| 126 | Luxembourg | 755.00 | NA |
| 127 | Montenegro | 755.00 | NA |
| 128 | Monaco | 755.00 | NA |
| 129 | Cyprus | 755.00 | NA |
| 130 | European Union | 755.00 | NA |
| 131 | Ireland | 755.00 | NA |
| 132 | Finland | 755.00 | NA |
| 133 | France | 755.00 | NA |
| 134 | Germany | 755.00 | NA |
| 135 | Greece | 755.00 | NA |
| 136 | Andorra | 755.00 | NA |
| 137 | Austria | 755.00 | NA |
| 138 | Malta | 755.00 | NA |
| 139 | Rwanda | 624.80 | NA |
| 140 | Rwanda | 601.83 | NA |
| 141 | Rwanda | 583.13 | NA |
| 142 | Costa Rica | 573.29 | NA |
| 143 | Rwanda | 568.18 | NA |
| 144 | Chile | 560.86 | NA |
| 145 | Congo, Democratic Republic of the | 559.00 | NA |
| 146 | Rwanda | 550.00 | NA |
| 147 | Costa Rica | 530.41 | NA |
| 148 | Costa Rica | 525.83 | NA |
| 149 | Gabon | 515.10 | NA |
| 150 | Mali | 514.10 | NA |
| 151 | Burkina Faso | 514.10 | NA |
| 152 | Togo | 514.10 | NA |
| 153 | Cameroon | 514.10 | NA |
| 154 | Niger | 514.10 | NA |
| 155 | Guinea-Bissau | 514.10 | NA |
| 156 | Chad | 514.10 | NA |
| 157 | Benin | 514.10 | NA |
| 158 | Central African Republic | 514.10 | NA |
| 159 | Cote d'Ivoire | 513.10 | NA |
| 160 | Senegal | 511.40 | NA |
| 161 | Congo, Republic of the | 511.40 | NA |
| 162 | Equatorial Guinea | 511.40 | NA |
| 163 | Chile | 510.25 | NA |
| 164 | Chile | 509.02 | NA |
| 165 | Costa Rica | 505.66 | NA |
| 166 | Costa Rica | 504.50 | NA |
| 167 | Niger | 495.28 | NA |
| 168 | Cameroon | 495.28 | NA |
| 169 | Congo, Republic of the | 495.28 | NA |
| 170 | Chad | 495.28 | NA |
| 171 | Benin | 495.28 | NA |
| 172 | Gabon | 495.28 | NA |
| 173 | Equatorial Guinea | 495.28 | NA |
| 174 | Central African Republic | 495.28 | NA |
| 175 | Mali | 495.28 | NA |
| 176 | Cote d'Ivoire | 495.28 | NA |
| 177 | Burkina Faso | 495.28 | NA |
| 178 | Togo | 495.28 | NA |
| 179 | Senegal | 495.28 | NA |
| 180 | Guinea-Bissau | 495.28 | NA |
| 181 | Mali | 493.51 | NA |
| 182 | Chile | 488.90 | NA |
| 183 | Chile | 483.67 | NA |
| 184 | Gabon | 472.19 | NA |
| 185 | Congo, Democratic Republic of the | 472.19 | NA |
| 186 | Cote d'Ivoire | 472.19 | NA |
| 187 | Senegal | 472.19 | NA |
| 188 | Equatorial Guinea | 472.19 | NA |
| 189 | Benin | 472.19 | NA |
| 190 | Burkina Faso | 472.19 | NA |
| 191 | Mali | 472.19 | NA |
| 192 | Togo | 472.19 | NA |
| 193 | Niger | 472.19 | NA |
| 194 | Congo, Republic of the | 472.19 | NA |
| 195 | Guinea-Bissau | 472.19 | NA |
| 196 | Cameroon | 472.19 | NA |
| 197 | Central African Republic | 472.19 | NA |
| 198 | Chad | 472.19 | NA |
| 199 | Benin | 471.87 | NA |
| 200 | Congo, Republic of the | 471.87 | NA |
| 201 | Gabon | 471.87 | NA |
| 202 | Cote d'Ivoire | 471.87 | NA |
| 203 | Niger | 471.87 | NA |
| 204 | Equatorial Guinea | 471.87 | NA |
| 205 | Central African Republic | 471.87 | NA |
| 206 | Togo | 471.87 | NA |
| 207 | Burkina Faso | 471.87 | NA |
| 208 | Mali | 471.87 | NA |
| 209 | Chad | 471.87 | NA |
| 210 | Guinea-Bissau | 471.87 | NA |
| 211 | Cameroon | 471.87 | NA |
| 212 | Senegal | 471.33 | NA |
| 213 | Niger | 447.81 | NA |
| 214 | Guinea-Bissau | 447.81 | NA |
| 215 | Senegal | 447.81 | NA |
| 216 | Benin | 447.81 | NA |
| 217 | Gabon | 447.81 | NA |
| 218 | Equatorial Guinea | 447.81 | NA |
| 219 | Congo, Republic of the | 447.81 | NA |
| 220 | Central African Republic | 447.81 | NA |
| 221 | Cameroon | 447.81 | NA |
| 222 | Cote d'Ivoire | 447.81 | NA |
| 223 | Burkina Faso | 447.81 | NA |
| 224 | Chad | 447.81 | NA |
| 225 | Togo | 447.81 | NA |
| 226 | Armenia | 404.80 | NA |
| 227 | Comoros | 386.40 | NA |
| 228 | Armenia | 373.66 | NA |
| 229 | Armenia | 372.50 | NA |
| 230 | Comoros | 371.46 | NA |
| 231 | Armenia | 363.28 | NA |
| 232 | Comoros | 353.90 | NA |
| 233 | Armenia | 303.93 | NA |
| 234 | Mauritania | 281.12 | NA |
| 235 | Mauritania | 275.89 | NA |
| 236 | Mauritania | 267.80 | NA |
| 237 | Mauritania | 262.40 | NA |
| 238 | Malawi | 239.00 | NA |
| 239 | Mauritania | 238.20 | NA |
| 240 | Zimbabwe | 234.25 | NA |
| 241 | Zimbabwe | 234.25 | NA |
| 242 | Hungary | 229.50 | NA |
| 243 | Yemen | 219.59 | NA |
| 244 | Yemen | 215.60 | NA |
| 245 | Yemen | 213.80 | NA |
| 246 | Hungary | 207.94 | NA |
| 247 | Guyana | 204.40 | NA |
| 248 | Guyana | 204.02 | NA |
| 249 | Guyana | 203.95 | NA |
| 250 | Guyana | 203.86 | NA |
| 251 | Guyana | 203.64 | NA |
| 252 | Yemen | 202.85 | NA |
| 253 | Hungary | 202.34 | NA |
| 254 | Hungary | 201.05 | NA |
| 255 | Yemen | 199.76 | NA |
| 256 | Djibouti | 177.72 | NA |
| 257 | Djibouti | 177.72 | NA |
| 258 | Djibouti | 177.70 | NA |
| 259 | Hungary | 171.80 | NA |
| 260 | Nigeria | 157.30 | NA |
| 261 | Malawi | 156.93 | NA |
| 262 | Nigeria | 154.70 | NA |
| 263 | Malawi | 150.49 | NA |
| 264 | Nigeria | 150.30 | NA |
| 265 | Nigeria | 148.90 | NA |
| 266 | Kazakhstan | 148.60 | NA |
| 267 | Kazakhstan | 147.50 | NA |
| 268 | Kazakhstan | 147.36 | NA |
| 269 | Kazakhstan | 146.62 | NA |
| 270 | Korea, North | 145.00 | NA |
| 271 | Malawi | 142.41 | NA |
| 272 | Malawi | 141.14 | NA |
| 273 | Korea, North | 140.00 | NA |
| 274 | Korea, North | 140.00 | NA |
| 275 | Korea, North | 137.00 | NA |
| 276 | Sri Lanka | 127.30 | NA |
| 277 | Iceland | 127.20 | NA |
| 278 | Iceland | 123.64 | NA |
| 279 | Iceland | 122.24 | NA |
| 280 | Kazakhstan | 120.25 | NA |
| 281 | Nigeria | 117.80 | NA |
| 282 | Iceland | 115.95 | NA |
| 283 | Sri Lanka | 114.95 | NA |
| 284 | Sri Lanka | 113.06 | NA |
| 285 | Sri Lanka | 110.57 | NA |
| 286 | Sri Lanka | 108.33 | NA |
| 287 | Albania | 103.94 | NA |
| 288 | Japan | 103.58 | NA |
| 289 | Albania | 103.30 | NA |
| 290 | Albania | 100.90 | NA |
| 291 | Vanuatu | 96.91 | NA |
| 292 | Angola | 95.54 | NA |
| 293 | Pakistan | 95.10 | NA |
| 294 | Albania | 94.98 | NA |
| 295 | Vanuatu | 94.03 | NA |
| 296 | Angola | 93.74 | NA |
| 297 | Japan | 93.57 | NA |
| 298 | Angola | 91.91 | NA |
| 299 | Serbia | 90.35 | NA |
| 300 | French Polynesia | 90.01 | NA |
| 301 | Wallis and Futuna | 90.01 | NA |
| 302 | New Caledonia | 90.01 | NA |
| 303 | Vanuatu | 89.47 | NA |
| 304 | Kenya | 88.81 | NA |
| 305 | Jamaica | 88.59 | NA |
| 306 | Jamaica | 87.89 | NA |
| 307 | Japan | 87.78 | NA |
| 308 | Wallis and Futuna | 87.59 | NA |
| 309 | French Polynesia | 87.59 | NA |
| 310 | Jamaica | 87.20 | NA |
| 311 | Cape Verde | 86.42 | NA |
| 312 | Pakistan | 86.34 | NA |
| 313 | Jamaica | 85.89 | NA |
| 314 | New Caledonia | 85.85 | NA |
| 315 | Kenya | 85.82 | NA |
| 316 | Iceland | 85.62 | NA |
| 317 | Pakistan | 85.19 | NA |
| 318 | Nepal | 85.16 | NA |
| 319 | Cape Verde | 83.26 | NA |
| 320 | Bangladesh | 82.17 | NA |
| 321 | Pakistan | 81.71 | NA |
| 322 | Japan | 79.81 | NA |
| 323 | Albania | 79.55 | NA |
| 324 | Japan | 79.42 | NA |
| 325 | Cape Verde | 79.38 | NA |
| 326 | Angola | 79.33 | NA |
| 327 | Cape Verde | 79.32 | NA |
| 328 | Kenya | 79.23 | NA |
| 329 | Algeria | 77.84 | NA |
| 330 | Serbia | 77.73 | NA |
| 331 | Nepal | 77.44 | NA |
| 332 | Kenya | 77.35 | NA |
| 333 | Angola | 75.02 | NA |
| 334 | Algeria | 74.39 | NA |
| 335 | Bangladesh | 74.15 | NA |
| 336 | Nepal | 74.02 | NA |
| 337 | Liberia | 74.00 | NA |
| 338 | Cape Verde | 73.84 | NA |
| 339 | Nepal | 73.16 | NA |
| 340 | Algeria | 72.94 | NA |
| 341 | Algeria | 72.65 | NA |
| 342 | Serbia | 72.46 | NA |
| 343 | Jamaica | 72.24 | NA |
| 344 | Liberia | 72.23 | NA |
| 345 | Liberia | 71.40 | NA |
| 346 | Pakistan | 70.64 | NA |
| 347 | Bangladesh | 69.65 | NA |
| 348 | Bangladesh | 69.04 | NA |
| 349 | Bangladesh | 68.55 | NA |
| 350 | Kenya | 68.36 | NA |
| 351 | Serbia | 67.63 | NA |
| 352 | Nepal | 65.21 | NA |
| 353 | Syria | 63.94 | NA |
| 354 | Algeria | 63.25 | NA |
| 355 | Serbia | 62.90 | NA |
| 356 | Bhutan | 53.28 | NA |
| 357 | India | 53.17 | NA |
| 358 | Afghanistan | 51.00 | NA |
| 359 | India | 48.41 | NA |
| 360 | Syria | 48.37 | NA |
| 361 | Macedonia | 48.10 | NA |
| 362 | Philippines | 47.68 | NA |
| 363 | Kyrgyzstan | 47.33 | NA |
| 364 | Afghanistan | 46.75 | NA |
| 365 | Syria | 46.71 | NA |
| 366 | Bhutan | 46.68 | NA |
| 367 | India | 46.67 | NA |
| 368 | Bhutan | 46.67 | NA |
| 369 | Syria | 46.53 | NA |
| 370 | Macedonia | 46.49 | NA |
| 371 | Afghanistan | 46.45 | NA |
| 372 | Kyrgyzstan | 46.14 | NA |
| 373 | Kyrgyzstan | 45.96 | NA |
| 374 | Bhutan | 45.73 | NA |
| 375 | India | 45.73 | NA |
| 376 | Philippines | 45.11 | NA |
| 377 | Philippines | 44.44 | NA |
| 378 | Macedonia | 44.23 | NA |
| 379 | Macedonia | 44.10 | NA |
| 380 | Bhutan | 43.51 | NA |
| 381 | India | 43.32 | NA |
| 382 | Philippines | 43.31 | NA |
| 383 | Kyrgyzstan | 42.91 | NA |
| 384 | Philippines | 42.56 | NA |
| 385 | Haiti | 42.02 | NA |
| 386 | Macedonia | 41.41 | NA |
| 387 | Haiti | 40.52 | NA |
| 388 | Haiti | 40.52 | NA |
| 389 | Haiti | 39.80 | NA |
| 390 | Dominican Republic | 39.42 | NA |
| 391 | Haiti | 39.22 | NA |
| 392 | Dominican Republic | 38.23 | NA |
| 393 | Dominican Republic | 37.31 | NA |
| 394 | Kyrgyzstan | 36.11 | NA |
| 395 | Dominican Republic | 36.03 | NA |
| 396 | Dominican Republic | 34.78 | NA |
| 397 | Thailand | 34.29 | NA |
| 398 | Mozambique | 33.96 | NA |
| 399 | Thailand | 33.37 | NA |
| 400 | Taiwan | 33.06 | NA |
| 401 | Mauritius | 31.96 | NA |
| 402 | Russia | 31.74 | NA |
| 403 | Thailand | 31.69 | NA |
| 404 | Taiwan | 31.65 | NA |
| 405 | Taiwan | 31.53 | NA |
| 406 | Gambia, The | 31.50 | NA |
| 407 | Thailand | 31.41 | NA |
| 408 | Russia | 31.32 | NA |
| 409 | Mauritius | 30.78 | NA |
| 410 | Thailand | 30.49 | NA |
| 411 | Russia | 30.37 | NA |
| 412 | Mauritius | 29.96 | NA |
| 413 | Taiwan | 29.68 | NA |
| 414 | Taiwan | 29.47 | NA |
| 415 | Gambia, The | 29.46 | NA |
| 416 | Russia | 29.38 | NA |
| 417 | Mozambique | 29.08 | NA |
| 418 | Mauritius | 28.71 | NA |
| 419 | Mozambique | 28.13 | NA |
| 420 | Gambia, The | 28.01 | NA |
| 421 | Mauritius | 27.97 | NA |
| 422 | Gambia, The | 26.64 | NA |
| 423 | Mozambique | 26.28 | NA |
| 424 | Russia | 24.85 | NA |
| 425 | Mozambique | 24.13 | NA |
| 426 | Nicaragua | 23.58 | NA |
| 427 | Gambia, The | 22.75 | NA |
| 428 | Uruguay | 22.57 | NA |
| 429 | Nicaragua | 22.42 | NA |
| 430 | Nicaragua | 21.36 | NA |
| 431 | Uruguay | 20.94 | NA |
| 432 | Uruguay | 20.63 | NA |
| 433 | Nicaragua | 20.34 | NA |
| 434 | Uruguay | 20.06 | NA |
| 435 | Czech Republic | 19.59 | NA |
| 436 | Honduras | 19.51 | NA |
| 437 | Nicaragua | 19.37 | NA |
| 438 | Uruguay | 19.31 | NA |
| 439 | Czech Republic | 19.10 | NA |
| 440 | Czech Republic | 19.06 | NA |
| 441 | Honduras | 18.98 | NA |
| 442 | Honduras | 18.90 | NA |
| 443 | Honduras | 18.90 | NA |
| 444 | Honduras | 18.90 | NA |
| 445 | Ethiopia | 17.80 | NA |
| 446 | Czech Republic | 17.70 | NA |
| 447 | Czech Republic | 17.06 | NA |
| 448 | Ethiopia | 16.90 | NA |
| 449 | Maldives | 15.39 | NA |
| 450 | Eritrea | 15.38 | NA |
| 451 | Eritrea | 15.38 | NA |
| 452 | Eritrea | 15.38 | NA |
| 453 | Eritrea | 15.38 | NA |
| 454 | Eritrea | 15.38 | NA |
| 455 | Maldives | 14.60 | NA |
| 456 | Ethiopia | 14.41 | NA |
| 457 | Seychelles | 13.82 | NA |
| 458 | Seychelles | 13.61 | NA |
| 459 | Mexico | 13.51 | NA |
| 460 | Mexico | 13.25 | NA |
| 461 | Maldives | 12.80 | NA |
| 462 | Maldives | 12.80 | NA |
| 463 | Mexico | 12.64 | NA |
| 464 | Mexico | 12.42 | NA |
| 465 | Seychelles | 12.38 | NA |
| 466 | Moldova | 12.37 | NA |
| 467 | Moldova | 12.20 | NA |
| 468 | Seychelles | 12.07 | NA |
| 469 | Estonia | 11.81 | NA |
| 470 | Ethiopia | 11.78 | NA |
| 471 | Moldova | 11.74 | NA |
| 472 | Estonia | 11.23 | NA |
| 473 | Syria | 11.23 | NA |
| 474 | Moldova | 11.11 | NA |
| 475 | Mexico | 11.02 | NA |
| 476 | Estonia | 10.70 | NA |
| 477 | Moldova | 10.33 | NA |
| 478 | Ethiopia | 9.57 | NA |
| 479 | Western Sahara | 8.69 | NA |
| 480 | Morocco | 8.69 | NA |
| 481 | Lesotho | 8.47 | NA |
| 482 | Swaziland | 8.42 | NA |
| 483 | Namibia | 8.42 | NA |
| 484 | South Africa | 8.42 | NA |
| 485 | Morocco | 8.42 | NA |
| 486 | Western Sahara | 8.42 | NA |
| 487 | Swaziland | 8.22 | NA |
| 488 | Guatemala | 8.16 | NA |
| 489 | South Africa | 8.10 | NA |
| 490 | Lesotho | 8.10 | NA |
| 491 | Western Sahara | 8.09 | NA |
| 492 | Morocco | 8.09 | NA |
| 493 | Ukraine | 8.08 | NA |
| 494 | Solomon Islands | 8.06 | NA |
| 495 | Guatemala | 8.06 | NA |
| 496 | Western Sahara | 8.06 | NA |
| 497 | Morocco | 8.06 | NA |
| 498 | Macau | 8.02 | NA |
| 499 | Macau | 8.01 | NA |
| 500 | Macau | 8.00 | NA |
| 501 | Seychelles | 8.00 | NA |
| 502 | Macau | 7.99 | NA |
| 503 | Macau | 7.98 | NA |
| 504 | Ukraine | 7.97 | NA |
| 505 | South Africa | 7.96 | NA |
| 506 | Ukraine | 7.94 | NA |
| 507 | Namibia | 7.90 | NA |
| 508 | Guatemala | 7.88 | NA |
| 509 | Hong Kong | 7.80 | NA |
| 510 | Ukraine | 7.79 | NA |
| 511 | Guatemala | 7.79 | NA |
| 512 | Hong Kong | 7.78 | NA |
| 513 | Hong Kong | 7.77 | NA |
| 514 | Hong Kong | 7.75 | NA |
| 515 | Swaziland | 7.75 | NA |
| 516 | Namibia | 7.75 | NA |
| 517 | Lesotho | 7.75 | NA |
| 518 | Hong Kong | 7.75 | NA |
| 519 | Sweden | 7.65 | NA |
| 520 | Botswana | 7.65 | NA |
| 521 | Solomon Islands | 7.64 | NA |
| 522 | Guatemala | 7.59 | NA |
| 523 | Morocco | 7.53 | NA |
| 524 | Western Sahara | 7.53 | NA |
| 525 | Solomon Islands | 7.36 | NA |
| 526 | South Africa | 7.32 | NA |
| 527 | Swaziland | 7.32 | NA |
| 528 | Namibia | 7.32 | NA |
| 529 | Lesotho | 7.32 | NA |
| 530 | Lesotho | 7.26 | NA |
| 531 | South Africa | 7.26 | NA |
| 532 | Swaziland | 7.26 | NA |
| 533 | Namibia | 7.26 | NA |
| 534 | Bolivia | 7.25 | NA |
| 535 | Sweden | 7.21 | NA |
| 536 | Botswana | 7.16 | NA |
| 537 | Bolivia | 7.07 | NA |
| 538 | Bolivia | 7.02 | NA |
| 539 | Bolivia | 6.99 | NA |
| 540 | Bolivia | 6.96 | NA |
| 541 | China | 6.94 | NA |
| 542 | Botswana | 6.84 | NA |
| 543 | China | 6.83 | NA |
| 544 | Sweden | 6.82 | NA |
| 545 | Botswana | 6.79 | NA |
| 546 | Botswana | 6.79 | NA |
| 547 | China | 6.77 | NA |
| 548 | Sweden | 6.49 | NA |
| 549 | China | 6.46 | NA |
| 550 | Trinidad and Tobago | 6.41 | NA |
| 551 | Sweden | 6.41 | NA |
| 552 | Trinidad and Tobago | 6.39 | NA |
| 553 | Trinidad and Tobago | 6.38 | NA |
| 554 | China | 6.31 | NA |
| 555 | Trinidad and Tobago | 6.31 | NA |
| 556 | Trinidad and Tobago | 6.29 | NA |
| 557 | Norway | 6.29 | NA |
| 558 | Svalbard | 6.29 | NA |
| 559 | Egypt | 6.05 | NA |
| 560 | Norway | 6.04 | NA |
| 561 | Svalbard | 6.04 | NA |
| 562 | Egypt | 5.94 | NA |
| 563 | Croatia | 5.89 | NA |
| 564 | Svalbard | 5.88 | NA |
| 565 | Norway | 5.88 | NA |
| 566 | Greenland | 5.85 | NA |
| 567 | Denmark | 5.85 | NA |
| 568 | Faroe Islands | 5.85 | NA |
| 569 | Norway | 5.64 | NA |
| 570 | Svalbard | 5.64 | NA |
| 571 | Faroe Islands | 5.62 | NA |
| 572 | Denmark | 5.62 | NA |
| 573 | Faroe Islands | 5.62 | NA |
| 574 | Greenland | 5.62 | NA |
| 575 | Greenland | 5.62 | NA |
| 576 | Egypt | 5.62 | NA |
| 577 | Svalbard | 5.61 | NA |
| 578 | Norway | 5.61 | NA |
| 579 | Burma | 5.58 | NA |
| 580 | Egypt | 5.55 | NA |
| 581 | Croatia | 5.50 | NA |
| 582 | Egypt | 5.40 | NA |
| 583 | Denmark | 5.37 | NA |
| 584 | Denmark | 5.36 | NA |
| 585 | Greenland | 5.36 | NA |
| 586 | Faroe Islands | 5.36 | NA |
| 587 | Croatia | 5.34 | NA |
| 588 | Croatia | 5.27 | NA |
| 589 | Greenland | 5.02 | NA |
| 590 | Faroe Islands | 5.02 | NA |
| 591 | Denmark | 5.02 | NA |
| 592 | Croatia | 4.98 | NA |
| 593 | Ukraine | 4.95 | NA |
| 594 | Tajikistan | 4.79 | NA |
| 595 | Tajikistan | 4.61 | NA |
| 596 | Argentina | 4.57 | NA |
| 597 | Sudan | 4.40 | NA |
| 598 | Tajikistan | 4.38 | NA |
| 599 | Venezuela | 4.29 | NA |
| 600 | Venezuela | 4.29 | NA |
| 601 | Tajikistan | 4.14 | NA |
| 602 | Argentina | 4.11 | NA |
| 603 | Gaza Strip | 3.93 | NA |
| 604 | West Bank | 3.93 | NA |
| 605 | Israel | 3.93 | NA |
| 606 | West Bank | 3.90 | NA |
| 607 | Gaza Strip | 3.90 | NA |
| 608 | Israel | 3.90 | NA |
| 609 | Argentina | 3.90 | NA |
| 610 | Saudi Arabia | 3.75 | NA |
| 611 | Saudi Arabia | 3.75 | NA |
| 612 | Saudi Arabia | 3.75 | NA |
| 613 | Saudi Arabia | 3.75 | NA |
| 614 | Saudi Arabia | 3.75 | NA |
| 615 | Gaza Strip | 3.74 | NA |
| 616 | Israel | 3.74 | NA |
| 617 | West Bank | 3.73 | NA |
| 618 | Argentina | 3.71 | NA |
| 619 | United Arab Emirates | 3.67 | NA |
| 620 | United Arab Emirates | 3.67 | NA |
| 621 | United Arab Emirates | 3.67 | NA |
| 622 | United Arab Emirates | 3.67 | NA |
| 623 | United Arab Emirates | 3.67 | NA |
| 624 | Qatar | 3.64 | NA |
| 625 | Qatar | 3.64 | NA |
| 626 | Qatar | 3.64 | NA |
| 627 | Qatar | 3.64 | NA |
| 628 | Qatar | 3.64 | NA |
| 629 | Israel | 3.59 | NA |
| 630 | West Bank | 3.59 | NA |
| 631 | Gaza Strip | 3.58 | NA |
| 632 | Israel | 3.58 | NA |
| 633 | West Bank | 3.58 | NA |
| 634 | Gaza Strip | 3.56 | NA |
| 635 | Malaysia | 3.52 | NA |
| 636 | Suriname | 3.50 | NA |
| 637 | Romania | 3.49 | NA |
