CIA - The World Factbook --  Natural gas - exports   

This entry is the total natural gas exported in cubic meters (cu m).

| Rank | country | (cu m) | Date of Information |
| --- | --- | --- | --- |
| 1 | Russia | 223,400,000,000 | 2010 est. |
| 2 | Norway | 99,750,000,000 | 2010 est. |
| 3 | Qatar | 94,810,000,000 | 2010 est. |
| 4 | Canada | 92,400,000,000 | 2010 est. |
| 5 | Netherlands | 57,750,000,000 | 2010 est. |
| 6 | Algeria | 55,280,000,000 | 2010 est. |
| 7 | Indonesia | 42,330,000,000 | 2010 est. |
| 8 | United States | 32,200,000,000 | 2010 est. |
| 9 | Malaysia | 30,790,000,000 | 2009 est. |
| 10 | Australia | 24,700,000,000 | 2010 est. |
| 11 | Trinidad and Tobago | 20,410,000,000 | 2010 est. |
| 12 | Egypt | 18,320,000,000 | 2009 est. |
| 13 | Turkmenistan | 18,000,000,000 | 2009 est. |
| 14 | Germany | 16,190,000,000 | 2010 est. |
| 15 | Nigeria | 15,990,000,000 | 2009 est. |
| 16 | United Kingdom | 15,650,000,000 | 2010 est. |
| 17 | Uzbekistan | 15,200,000,000 | 2009 est. |
| 18 | Bolivia | 11,720,000,000 | 2010 est. |
| 19 | Oman | 11,540,000,000 | 2009 est. |
| 20 | Kazakhstan | 9,900,000,000 | 2009 est. |
| 21 | Libya | 9,890,000,000 | 2009 est. |
| 22 | Brunei | 8,810,000,000 | 2009 est. |
| 23 | Burma | 8,290,000,000 | 2009 est. |
| 24 | Iran | 7,870,000,000 | 2010 est. |
| 25 | United Arab Emirates | 7,010,000,000 | 2009 est. |
| 26 | Azerbaijan | 5,930,000,000 | 2009 est. |
| 27 | Austria | 5,439,000,000 | 2010 est. |
| 28 | Equatorial Guinea | 4,720,000,000 | 2009 est. |
| 29 | China | 4,020,000,000 | 2010 est. |
| 30 | Peru | 3,590,000,000 | 2010 est. |
| 31 | Denmark | 3,520,000,000 | 2010 est. |
| 32 | Mozambique | 3,500,000,000 | 2009 est. |
| 33 | France | 2,945,000,000 | 2010 est. |
| 34 | Ukraine | 2,800,000,000 | 2009 est. |
| 35 | Colombia | 1,800,000,000 | 2009 est. |
| 36 | Spain | 1,152,000,000 | 2010 est. |
| 37 | Argentina | 880,000,000 | 2009 est. |
| 38 | Slovakia | 808,000,000 | 2009 est. |
| 39 | Turkey | 649,000,000 | 2010 est. |
| 40 | Yemen | 420,000,000 | 2009 est. |
| 41 | Hungary | 227,000,000 | 2010 est. |
| 42 | Croatia | 212,000,000 | 2009 est. |
| 43 | Mexico | 200,000,000 | 2010 est. |
| 44 | Czech Republic | 159,000,000 | 2010 est. |
| 45 | Italy | 139,000,000 | 2010 est. |
| 46 | Poland | 47,000,000 | 2010 est. |
| 47 | Aruba | 1 | 2009 est. |
| 48 | Antigua and Barbuda | 0 | 2009 est. |
| 49 | Afghanistan | 0 | 2009 est. |
| 50 | Albania | 0 | 2010 est. |
| 51 | Armenia | 0 | 2009 est. |
| 52 | Angola | 0 | 2009 est. |
