CIA - The World Factbook --  Languages   

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | France | 100.00 | NA |
| 2 | Hungary | 99.60 | 2011 est. |
| 3 | Chile | 99.50 | 2012 est. |
| 4 | Greece | 99.00 | NA |
| 5 | Albania | 98.80 | 2011 est. |
| 6 | Sao Tome and Principe | 98.40 | 2012 est. |
| 7 | Marshall Islands | 98.20 | NA |
| 8 | Armenia | 97.90 | 2011 est. |
| 9 | Russia | 96.30 | 2010 est. |
| 10 | Cambodia | 96.30 | 2008 est. |
| 11 | Poland | 96.20 | 2011 est. |
| 12 | Croatia | 95.60 | 2011 est. |
| 13 | Czech Republic | 95.40 | 2011 census |
| 14 | Nicaragua | 95.30 | 2005 est. |
| 15 | Kazakhstan | 95.00 | 2001 est. |
| 16 | Liechtenstein | 94.50 | 2010 est. |
| 17 | Jersey | 94.50 | 2001 census |
| 18 | Finland | 94.20 | 2012 est. |
| 19 | Tokelau | 93.50 | 2011 ests. |
| 20 | Rwanda | 93.20 | 2002 est. |
| 21 | Ecuador | 93.00 | 2010 est. |
| 22 | Nauru | 93.00 | 2011 est. |
| 23 | Mexico | 92.70 | 2005 |
| 24 | Azerbaijan | 92.50 | 2009 est. |
| 25 | Slovenia | 91.10 | 2002 census |
| 26 | Cayman Islands | 90.90 | 2010 est. |
| 27 | Thailand | 90.70 | 2010 est. |
| 28 | American Samoa | 90.60 | 2000 census |
| 29 | Malta | 90.10 | 2005 est. |
| 30 | Mongolia | 90.00 | 1999 |
| 31 | New Zealand | 89.80 | 2013 est. |
| 32 | Hong Kong | 89.50 | 2011 est. |
| 33 | Seychelles | 89.10 | 2010 est. |
| 34 | Falkland Islands (Islas Malvinas) | 89.00 | 2006 est. |
| 35 | Austria | 88.60 | 2001 census |
| 36 | Serbia | 88.10 | 2011 est. |
| 37 | Tonga | 87.00 | 2006 est. |
| 38 | Mauritius | 86.50 | 2011 est. |
| 39 | Cook Islands | 86.40 | 2011 est. |
| 40 | Romania | 85.40 | 2011 est. |
| 41 | Peru | 84.10 | 2007 est. |
| 42 | Macau | 83.30 | 2011 est. |
| 43 | United States | 82.10 | NA |
| 44 | Lithuania | 82.00 | 2011 est. |
| 45 | Curacao | 81.20 | 2001 census |
| 46 | Cyprus | 80.90 | 2011 est. |
| 47 | Slovakia | 78.60 | 2011 est. |
| 48 | Botswana | 78.20 | 2001 census |
| 49 | Australia | 76.80 | 2011 est. |
| 50 | Bulgaria | 76.80 | 2011 est. |
| 51 | Cook Islands | 76.20 | 2011 est. |
| 52 | Virgin Islands | 74.70 | 2000 census |
| 53 | Uzbekistan | 74.30 | NA |
| 54 | Sri Lanka | 74.00 | NA |
| 55 | Spain | 74.00 | NA |
| 56 | Turkmenistan | 72.00 | NA |
| 57 | Georgia | 71.00 | NA |
| 58 | Belarus | 70.20 | 2009 est. |
| 59 | Aruba | 69.40 | 2010 est. |
| 60 | Estonia | 68.50 | 2011 est. |
| 61 | Norfolk Island | 67.60 | 2011 est. |
| 62 | Equatorial Guinea | 67.60 | 1994 census |
| 63 | Sint Maarten | 67.50 | 2001 census |
| 64 | Ukraine | 67.00 | NA |
| 65 | Palau | 66.60 | 2005 est. |
| 66 | Macedonia | 66.50 | 2002 census |
| 67 | Switzerland | 64.90 | 2012 est. |
| 68 | Kyrgyzstan | 64.70 | 1999 census |
| 69 | Kazakhstan | 64.40 | 2001 est. |
| 70 | Vanuatu | 63.20 | 2009 est. |
| 71 | French Polynesia | 61.10 | 2002 census |
| 72 | Bolivia | 60.70 | 2001 census |
| 73 | Guatemala | 60.00 | NA |
| 74 | Belgium | 60.00 | NA |
| 75 | Wallis and Futuna | 58.90 | 2003 census |
| 76 | Tokelau | 58.90 | 2011 ests. |
| 77 | Moldova | 58.80 | 2004 est. |
| 78 | Canada | 58.70 | 2011 est. |
| 79 | Burundi | 56.90 | 2008 est. |
| 80 | Latvia | 56.30 | 2011 est. |
| 81 | Iran | 53.00 | NA |
| 82 | Afghanistan | 50.00 | NA |
| 83 | Namibia | 48.90 | 2011 est. |
| 84 | Pakistan | 48.00 | NA |
| 85 | Mali | 46.30 | NA |
| 86 | Belize | 46.00 | 2000 census |
| 87 | Niue | 46.00 | 2011 est. |
| 88 | Tokelau | 45.50 | 2011 ests. |
| 89 | Nepal | 44.60 | 2011 est. |
| 90 | Guam | 43.60 | 2010 est. |
| 91 | Montenegro | 42.90 | 2011 est. |
| 92 | India | 41.00 | 2001 census |
| 93 | Belgium | 40.00 | NA |
| 94 | Guatemala | 40.00 | NA |
| 95 | Montenegro | 37.00 | 2011 est. |
| 96 | Singapore | 36.30 | 2010 est. |
| 97 | Sao Tome and Principe | 36.20 | 2012 est. |
| 98 | Ghana | 36.10 | 2000 census |
| 99 | Afghanistan | 35.00 | NA |
| 100 | Latvia | 33.80 | 2011 est. |
| 101 | Ethiopia | 33.80 | 2007 est. |
| 102 | Vanuatu | 33.70 | 2009 est. |
| 103 | Zambia | 33.40 | 2010 est. |
| 104 | Belize | 32.90 | 2000 census |
| 105 | Northern Mariana Islands | 32.80 | 2010 est. |
| 106 | Norfolk Island | 32.40 | 2011 est. |
| 107 | Equatorial Guinea | 32.40 | 1994 census |
| 108 | Niue | 32.00 | 2011 est. |
